true,restored,edge_type
"['10.1590/S0102-695X2007000300003', 'Antioxidant']","['10.1590/S0102-695X2007000300003', ['Inhibition of uncoupled electron transport', 'Antiallergenic', 'Inhibition of phosphorylating electron transport', 'Molluscicidal', 'Inhibition of basal electron transport', 'Inhibition of Cathepsin V', 'Inhibition of ATP synthesis', 'Inhibition of Myeloperoxodase', 'Antiviral', 'Inhibition of Protease', 'Anxiolytic', 'Inhibition of Glycosidase', 'Antinociceptive', 'Antileishmanial', 'Antiangiogenic', 'Antimalarial', 'Cell growth inhbition', 'Inhibition of Acetylcholinesterase', 'Anti-inflamatory', 'Antifungal', 'Anticancer', 'Antitrypanosomal', 'Cytotoxic', 'Antibacterial', 'Antioxidant', 'Insecticidal', 'Anesthetic', 'Inhibition of Cathepsin B', 'Antichagasic', 'Insect antennae response', 'Inhibition of Cathepsin L', 'Mutagenic', 'Genotoxic']]",doi_bioActivity
"['10.1016/j.phytol.2010.11.003', 'Antifungal']","['10.1016/j.phytol.2010.11.003', ['Antiallergenic', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Inhibition of phosphorylating electron transport', 'Inhibition of Acetylcholinesterase', 'Inhibition of Protease', 'Anxiolytic', 'Antinociceptive', 'Insecticidal', 'Antimalarial', 'Inhibition of Cathepsin V', 'Antiangiogenic', 'Cell growth inhbition', 'Antibacterial', 'Antifungal', 'Cytotoxic', 'Anti-inflamatory', 'Antitrypanosomal', 'Anticancer', 'Inhibition of Glycosidase', 'Antileishmanial', 'Inhibition of Myeloperoxodase', 'Anesthetic', 'Antichagasic', 'Inhibition of Cathepsin B', 'Insect antennae response', 'Antioxidant', 'Inhibition of Cathepsin L', 'Genotoxic', 'Mutagenic']]",doi_bioActivity
"['10.1016/j.tiv.2008.01.003', 'Cytotoxic']","['10.1016/j.tiv.2008.01.003', ['Cell growth inhbition', 'Antiallergenic', 'Anticancer', 'Anxiolytic', 'Antinociceptive', 'Anti-inflamatory', 'Inhibition of Protease', 'Molluscicidal', 'Cytotoxic', 'Anesthetic', 'Antichagasic', 'Inhibition of Cathepsin B', 'Antiviral', 'Antibacterial', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Inhibition of phosphorylating electron transport', 'Inhibition of ATP synthesis', 'Insecticidal', 'Antimalarial', 'Inhibition of basal electron transport', 'Antitrypanosomal', 'Antifungal', 'Inhibition of Cathepsin L', 'Genotoxic', 'Mutagenic']]",doi_bioActivity
"['10.1093/mutage/gep034', 'Mutagenic']","['10.1093/mutage/gep034', ['Anti-inflamatory', 'Antiallergenic', 'Antinociceptive', 'Inhibition of Cathepsin V', 'Cell growth inhbition', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Molluscicidal', 'Inhibition of Protease', 'Insecticidal', 'Anticancer', 'Antiviral', 'Inhibition of ATP synthesis', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Antileishmanial', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Antimalarial', 'Antibacterial', 'Antioxidant', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Antifungal', 'Anesthetic', 'Antichagasic', 'Inhibition of Cathepsin B', 'Insect antennae response', 'Inhibition of Cathepsin L', 'Mutagenic', 'Genotoxic']]",doi_bioActivity
"['10.1590/S0103-50532009000400008', 'Antitrypanosomal']","['10.1590/S0103-50532009000400008', ['Antiallergenic', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin V', 'Anti-inflamatory', 'Antinociceptive', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Molluscicidal', 'Inhibition of Protease', 'Inhibition of ATP synthesis', 'Anxiolytic', 'Antiviral', 'Inhibition of Myeloperoxodase', 'Cell growth inhbition', 'Antileishmanial', 'Antitrypanosomal', 'Antibacterial', 'Anticancer', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antimalarial', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Cytotoxic', 'Insecticidal', 'Antifungal', 'Anesthetic', 'Inhibition of Cathepsin B', 'Antichagasic', 'Insect antennae response', 'Mutagenic', 'Genotoxic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1590/S0100-40422005000600011', 'Antifungal']","['10.1590/S0100-40422005000600011', ['Antibacterial', 'Inhibition of uncoupled electron transport', 'Inhibition of basal electron transport', 'Antifungal', 'Antiallergenic', 'Inhibition of Acetylcholinesterase', 'Inhibition of ATP synthesis', 'Inhibition of phosphorylating electron transport', 'Anxiolytic', 'Insecticidal', 'Inhibition of Cathepsin V', 'Antileishmanial', 'Antiangiogenic', 'Antimalarial', 'Antiviral', 'Cell growth inhbition', 'Molluscicidal', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of Glycosidase', 'Antinociceptive', 'Anesthetic', 'Antichagasic', 'Anticancer', 'Inhibition of Protease', 'Insect antennae response', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Anti-inflamatory', 'Antioxidant', 'Inhibition of Cathepsin L', 'Genotoxic', 'Mutagenic']]",doi_bioActivity
"['10.1021/np4006822', 'Cytotoxic']","['10.1021/np4006822', ['Antiallergenic', 'Anxiolytic', 'Inhibition of Acetylcholinesterase', 'Inhibition of uncoupled electron transport', 'Antinociceptive', 'Molluscicidal', 'Antiviral', 'Cell growth inhbition', 'Inhibition of Cathepsin V', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Antibacterial', 'Antimalarial', 'Anticancer', 'Anti-inflamatory', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Insecticidal', 'Antitrypanosomal', 'Cytotoxic', 'Antifungal', 'Anesthetic', 'Insect antennae response', 'Antichagasic', 'Antioxidant', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Genotoxic', 'Mutagenic']]",doi_bioActivity
"['10.1590/S0102-695X2009000100002', 'Antitrypanosomal']","['10.1590/S0102-695X2009000100002', ['Antiallergenic', 'Inhibition of Cathepsin V', 'Inhibition of Myeloperoxodase', 'Antibacterial', 'Antinociceptive', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Anticancer', 'Cell growth inhbition', 'Anxiolytic', 'Antiviral', 'Inhibition of Protease', 'Inhibition of basal electron transport', 'Antimalarial', 'Inhibition of Acetylcholinesterase', 'Inhibition of phosphorylating electron transport', 'Antitrypanosomal', 'Inhibition of ATP synthesis', 'Anti-inflamatory', 'Insecticidal', 'Inhibition of Glycosidase', 'Molluscicidal', 'Antiangiogenic', 'Antioxidant', 'Cytotoxic', 'Antifungal', 'Anesthetic', 'Insect antennae response', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Mutagenic', 'Genotoxic']]",doi_bioActivity
"['10.1590/S0102-695X2012005000106', 'Cytotoxic']","['10.1590/S0102-695X2012005000106', ['Antinociceptive', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Inhibition of Protease', 'Anti-inflamatory', 'Antiviral', 'Cell growth inhbition', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Molluscicidal', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Insecticidal', 'Antimalarial', 'Inhibition of Myeloperoxodase', 'Antileishmanial', 'Inhibition of Glycosidase', 'Inhibition of Acetylcholinesterase', 'Antiangiogenic', 'Antibacterial', 'Antitrypanosomal', 'Antioxidant', 'Anticancer', 'Cytotoxic', 'Antifungal', 'Anesthetic', 'Insect antennae response', 'Antichagasic', 'Inhibition of Cathepsin B', 'Mutagenic', 'Inhibition of Cathepsin L', 'Genotoxic']]",doi_bioActivity
"['10.1590/S0100-40422010001000006', 'Antifungal']","['10.1590/S0100-40422010001000006', ['Antibacterial', 'Antiallergenic', 'Cell growth inhbition', 'Antifungal', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Inhibition of basal electron transport', 'Antinociceptive', 'Inhibition of Acetylcholinesterase', 'Inhibition of Myeloperoxodase', 'Cytotoxic', 'Inhibition of ATP synthesis', 'Inhibition of phosphorylating electron transport', 'Antileishmanial', 'Anesthetic', 'Anticancer', 'Inhibition of Cathepsin V', 'Antichagasic', 'Inhibition of Cathepsin B', 'Molluscicidal', 'Antiviral', 'Inhibition of Protease', 'Antimalarial', 'Insecticidal', 'Anti-inflamatory', 'Antioxidant', 'Antitrypanosomal', 'Insect antennae response', 'Inhibition of Cathepsin L', 'Genotoxic', 'Mutagenic']]",doi_bioActivity
