true,restored,edge_type
"['10.1016/j.phytochem.2008.01.006', 'Sao Paulo/SP']","['10.1016/j.phytochem.2008.01.006', ['Apore/GO', 'Corumba/MS', 'Cordeiropolis/SP', 'Urucuca/BA', 'Rio De Janeiro/RJ', 'Itaituba/PA', 'N/A/PE', 'Iguape/SP', 'Itacoatiara/AM', 'Sao Sebastiao Do Passe/BA', 'N/A/AM', 'N/A/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Lavras/MG', 'Sao Paulo/SP', 'Rifaina/SP', 'Cunha/SP', 'Pirenopolis/GO', 'Sao Miguel Arcanjo/SP', 'Pocos De Caldas/MG', 'Peruibe/SP', 'Itirapina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/CE', 'Piracicaba/SP', 'Igarape-acu/PA', 'N/A/MG', 'Rio Claro/SP', 'Goiania/GO', 'Rio Verde/GO', 'Recife/PE', 'N/A/SP, Cedrela fissilis', 'Campinas/SP', 'Chapada Dos Guimaraes/MT', 'Belem/PA', 'Ibirama/SC', 'Vicosa/MG', 'Cuiaba/MT', 'N/A/ES', 'N/A/MS', 'Manaus/AM', 'Santarem/PA', 'Londrina/PR', 'Ribeirao Preto/SP', 'Maues/AM', 'Teodoro Sampaio/SP', 'Mogi Guacu/SP', 'Murici/AL', 'Araraquara/SP', 'Sao Carlos/SP', 'Ibate/SP']]",doi_collectionSite
"['10.1590/S0100-40422006000300016', 'Ibate/SP']","['10.1590/S0100-40422006000300016', ['Apore/GO', 'Cordeiropolis/SP', 'Corumba/MS', 'Urucuca/BA', 'Itaituba/PA', 'N/A/PE', 'Iguape/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Lavras/MG', 'Pirenopolis/GO', 'N/A/CE', 'Cunha/SP', 'N/A/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Peruibe/SP', 'Pocos De Caldas/MG', 'Itirapina/SP', 'Piracicaba/SP', 'Sao Paulo/SP', 'Rio De Janeiro/RJ', 'Igarape-acu/PA', 'Itacoatiara/AM', 'Recife/PE', 'Sao Miguel Arcanjo/SP', 'Rio Claro/SP', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'Rio Verde/GO', 'Vicosa/MG', 'N/A/SP, Cedrela fissilis', 'N/A/MG', 'Goiania/GO', 'Cuiaba/MT', 'Ribeirao Preto/SP', 'Campinas/SP', 'Belem/PA', 'N/A/ES', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'Santarem/PA', 'Manaus/AM', 'Londrina/PR', 'Ibirama/SC', 'Mogi Guacu/SP', 'Teodoro Sampaio/SP', 'Murici/AL', 'Maues/AM', 'Sao Carlos/SP', 'Ibate/SP', 'Araraquara/SP']]",doi_collectionSite
"['10.1002/jobm.200800093', 'Ribeirao Preto/SP']","['10.1002/jobm.200800093', ['Apore/GO', 'Corumba/MS', 'Cordeiropolis/SP', 'Urucuca/BA', 'Itaituba/PA', 'N/A/PE', 'Iguape/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Lavras/MG', 'Cunha/SP', 'Pirenopolis/GO', 'Peruibe/SP', 'Itirapina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Piracicaba/SP', 'Sao Sebastiao Do Passe/BA', 'Itacoatiara/AM', 'Recife/PE', 'N/A/MS', 'Rio De Janeiro/RJ', 'N/A/SP', 'Rifaina/SP', 'Sao Miguel Arcanjo/SP', 'N/A/CE', 'N/A/MG', 'Maues/AM', 'Pocos De Caldas/MG', 'Rio Verde/GO', 'Cuiaba/MT', 'Sao Paulo/SP', 'N/A/SP, Cedrela fissilis', 'Belem/PA', 'Vicosa/MG', 'Goiania/GO', 'Londrina/PR', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP', 'Sao Carlos/SP', 'Campinas/SP', 'Rio Claro/SP', 'Araraquara/SP', 'Santarem/PA', 'N/A/ES', 'Ibirama/SC', 'Manaus/AM', 'Teodoro Sampaio/SP', 'Murici/AL', 'Ibate/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1590/S0103-50532005000800025', 'Ibirama/SC']","['10.1590/S0103-50532005000800025', ['Apore/GO', 'Sao Sebastiao Do Passe/BA', 'Corumba/MS', 'Urucuca/BA', 'Cordeiropolis/SP', 'N/A/PE', 'Itaituba/PA', 'Iguape/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Lavras/MG', 'Cunha/SP', 'Ibirama/SC', 'Itacoatiara/AM', 'Pirenopolis/GO', 'Sao Miguel Arcanjo/SP', 'Rio Verde/GO', 'N/A/SP, Cedrela fissilis', 'Peruibe/SP', 'Itirapina/SP', 'Rio Claro/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'Rio De Janeiro/RJ', 'Igarape-acu/PA', 'Piracicaba/SP', 'Recife/PE', 'N/A/MG', 'Campinas/SP', 'Chapada Dos Guimaraes/MT', 'Sao Paulo/SP', 'Santarem/PA', 'Vicosa/MG', 'Murici/AL', 'Belem/PA', 'Manaus/AM', 'Goiania/GO', 'Cuiaba/MT', 'Londrina/PR', 'Teodoro Sampaio/SP', 'N/A/ES', 'N/A/SP', 'Pocos De Caldas/MG', 'N/A/CE', 'Sao Carlos/SP', 'Mogi Guacu/SP', 'N/A/MS', 'Maues/AM', 'Ibate/SP', 'Araraquara/SP', 'Ribeirao Preto/SP']]",doi_collectionSite
"['10.1055/s-2002-36346', 'Recife/PE']","['10.1055/s-2002-36346', ['Apore/GO', 'Teodoro Sampaio/SP', 'Cordeiropolis/SP', 'Urucuca/BA', 'N/A/PE', 'Corumba/MS', 'Itaituba/PA', 'Ibate/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/AM', 'Cunha/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Peruibe/SP', 'Iguape/SP', 'Pirenopolis/GO', 'Itirapina/SP', 'Belem/PA', 'Manaus/AM', 'Lavras/MG', 'Igarape-acu/PA', 'Ibirama/SC', 'Recife/PE', 'Piracicaba/SP', 'Rio Claro/SP', 'Pocos De Caldas/MG', 'Campinas/SP', 'N/A/ES', 'Rifaina/SP', 'Vicosa/MG', 'N/A/CE', 'Itacoatiara/AM', 'Goiania/GO', 'Sao Sebastiao Do Passe/BA', 'Maues/AM', 'Araraquara/SP', 'Mogi Guacu/SP', 'Sao Carlos/SP', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'N/A/SP, Cedrela fissilis', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Ribeirao Preto/SP', 'N/A/SP', 'Londrina/PR', 'Chapada Dos Guimaraes/MT', 'Murici/AL', 'Sao Paulo/SP', 'N/A/MS', 'Cuiaba/MT', 'Santarem/PA']]",doi_collectionSite
"['10.1016/0040-4020(95)00254-6', 'Sao Paulo/SP']","['10.1016/0040-4020(95)00254-6', ['Apore/GO', 'Urucuca/BA', 'Cordeiropolis/SP', 'Corumba/MS', 'Itaituba/PA', 'N/A/PE', 'Iguape/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Cunha/SP', 'Lavras/MG', 'Pirenopolis/GO', 'Peruibe/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itirapina/SP', 'Igarape-acu/PA', 'Piracicaba/SP', 'Recife/PE', 'Santarem/PA', 'Goiania/GO', 'N/A/MS', 'Sao Sebastiao Do Passe/BA', 'Cuiaba/MT', 'N/A/MG', 'N/A/CE', 'Chapada Dos Guimaraes/MT', 'Vicosa/MG', 'Manaus/AM', 'Londrina/PR', 'Rio Verde/GO', 'Rifaina/SP', 'Sao Miguel Arcanjo/SP', 'Rio De Janeiro/RJ', 'Teodoro Sampaio/SP', 'Campinas/SP', 'N/A/SP, Cedrela fissilis', 'Murici/AL', 'Maues/AM', 'Itacoatiara/AM', 'Rio Claro/SP', 'Pocos De Caldas/MG', 'Ribeirao Preto/SP', 'Ibate/SP', 'Sao Paulo/SP', 'Araraquara/SP', 'Mogi Guacu/SP', 'Ibirama/SC', 'N/A/ES', 'Belem/PA', 'Sao Carlos/SP', 'N/A/SP']]",doi_collectionSite
"['10.1590/S0102-695X2010000100002', 'Sao Carlos/SP']","['10.1590/S0102-695X2010000100002', ['Apore/GO', 'Cordeiropolis/SP', 'Corumba/MS', 'Urucuca/BA', 'Itaituba/PA', 'N/A/PE', 'Iguape/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Lavras/MG', 'Cunha/SP', 'Pirenopolis/GO', 'Peruibe/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itirapina/SP', 'Igarape-acu/PA', 'Piracicaba/SP', 'Recife/PE', 'N/A/CE', 'Itacoatiara/AM', 'Sao Sebastiao Do Passe/BA', 'Campinas/SP', 'Cuiaba/MT', 'Chapada Dos Guimaraes/MT', 'Londrina/PR', 'Rio Verde/GO', 'Sao Miguel Arcanjo/SP', 'N/A/MG', 'Rio De Janeiro/RJ', 'Pocos De Caldas/MG', 'Vicosa/MG', 'Rifaina/SP', 'N/A/SP, Cedrela fissilis', 'Rio Claro/SP', 'N/A/SP', 'Maues/AM', 'Sao Paulo/SP', 'Santarem/PA', 'N/A/MS', 'Goiania/GO', 'Sao Carlos/SP', 'Ibirama/SC', 'Murici/AL', 'Belem/PA', 'Manaus/AM', 'Araraquara/SP', 'Teodoro Sampaio/SP', 'Ibate/SP', 'N/A/ES', 'Mogi Guacu/SP', 'Ribeirao Preto/SP']]",doi_collectionSite
"['10.1016/j.phytochem.2006.09.005', 'Araraquara/SP']","['10.1016/j.phytochem.2006.09.005', ['Apore/GO', 'Itacoatiara/AM', 'N/A/MG', 'Corumba/MS', 'Cordeiropolis/SP', 'Urucuca/BA', 'Itaituba/PA', 'N/A/PE', 'Iguape/SP', 'Rifaina/SP', 'Sao Miguel Arcanjo/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Maues/AM', 'Rio De Janeiro/RJ', 'Lavras/MG', 'N/A/MS', 'Cunha/SP', 'Pirenopolis/GO', 'Araraquara/SP', 'Peruibe/SP', 'Itirapina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Campinas/SP', 'Sao Sebastiao Do Passe/BA', 'Sao Paulo/SP', 'Chapada Dos Guimaraes/MT', 'Igarape-acu/PA', 'N/A/CE', 'Pocos De Caldas/MG', 'Piracicaba/SP', 'Recife/PE', 'Cuiaba/MT', 'N/A/SP', 'Londrina/PR', 'Manaus/AM', 'Vicosa/MG', 'Ribeirao Preto/SP', 'N/A/ES', 'Teodoro Sampaio/SP', 'Belem/PA', 'Santarem/PA', 'Ibirama/SC', 'Rio Claro/SP', 'Rio Verde/GO', 'N/A/SP, Cedrela fissilis', 'Sao Carlos/SP', 'Goiania/GO', 'Murici/AL', 'Ibate/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1016/S0031-9422(00)00225-9', 'Mogi Guacu/SP']","['10.1016/S0031-9422(00)00225-9', ['Teodoro Sampaio/SP', 'Ibate/SP', 'Apore/GO', 'Manaus/AM', 'Belem/PA', 'N/A/PE', 'Cordeiropolis/SP', 'Urucuca/BA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Corumba/MS', 'N/A/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'Peruibe/SP', 'Cunha/SP', 'Itirapina/SP', 'Ibirama/SC', 'Pirenopolis/GO', 'Igarape-acu/PA', 'Recife/PE', 'Iguape/SP', 'Lavras/MG', 'N/A/ES', 'Piracicaba/SP', 'Pocos De Caldas/MG', 'Rio Claro/SP', 'Campinas/SP', 'Rifaina/SP', 'Goiania/GO', 'Vicosa/MG', 'Sao Carlos/SP', 'Itacoatiara/AM', 'N/A/CE', 'Mogi Guacu/SP', 'Murici/AL', 'Araraquara/SP', 'Maues/AM', 'Sao Sebastiao Do Passe/BA', 'N/A/MG', 'Rio De Janeiro/RJ', 'Londrina/PR', 'Rio Verde/GO', 'N/A/SP, Cedrela fissilis', 'Chapada Dos Guimaraes/MT', 'N/A/SP', 'Sao Paulo/SP', 'Ribeirao Preto/SP', 'Cuiaba/MT', 'Santarem/PA', 'Sao Miguel Arcanjo/SP', 'N/A/MS']]",doi_collectionSite
"['10.1590/S0103-50532005000400005', 'Peruibe/SP']","['10.1590/S0103-50532005000400005', ['Apore/GO', 'Cordeiropolis/SP', 'Corumba/MS', 'Urucuca/BA', 'Itaituba/PA', 'N/A/PE', 'Iguape/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Lavras/MG', 'Cunha/SP', 'Pirenopolis/GO', 'Peruibe/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itirapina/SP', 'Piracicaba/SP', 'Igarape-acu/PA', 'Recife/PE', 'Sao Sebastiao Do Passe/BA', 'N/A/CE', 'Vicosa/MG', 'Itacoatiara/AM', 'Rio Claro/SP', 'Pocos De Caldas/MG', 'N/A/SP', 'Sao Paulo/SP', 'Rio De Janeiro/RJ', 'Sao Miguel Arcanjo/SP', 'Rio Verde/GO', 'N/A/SP, Cedrela fissilis', 'Rifaina/SP', 'Cuiaba/MT', 'Ibirama/SC', 'Santarem/PA', 'Goiania/GO', 'Londrina/PR', 'Belem/PA', 'Maues/AM', 'Chapada Dos Guimaraes/MT', 'Araraquara/SP', 'N/A/MS', 'N/A/ES', 'N/A/MG', 'Mogi Guacu/SP', 'Campinas/SP', 'Manaus/AM', 'Murici/AL', 'Ibate/SP', 'Ribeirao Preto/SP', 'Sao Carlos/SP', 'Teodoro Sampaio/SP']]",doi_collectionSite
