true,restored,edge_type
"['10.4067/S0717-97072009000300004', 'Sao Paulo/SP']","['10.4067/S0717-97072009000300004', ['Ribeirao Preto/SP', 'Londrina/PR', 'Cunha/SP', 'Rio Claro/SP', 'Recife/PE', 'Igarape-acu/PA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'Maues/AM', 'Peruibe/SP', 'Ibirama/SC', 'N/A/MG', 'Rio Verde/GO', 'N/A/SP', 'N/A/ES', 'Belem/PA', 'Pirenopolis/GO', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Vicosa/MG', 'Corumba/MS', 'Teodoro Sampaio/SP', 'Itirapina/SP', 'N/A/MS', 'Lavras/MG', 'Murici/AL', 'Cordeiropolis/SP', 'Cuiaba/MT', 'N/A/CE', 'N/A/AM', 'N/A/SP, Cedrela fissilis', 'Apore/GO', 'Iguape/SP', 'Urucuca/BA', 'Itacoatiara/AM', 'Itaituba/PA', 'Araraquara/SP', 'Sao Miguel Arcanjo/SP', 'Sao Paulo/SP', 'Santarem/PA', 'Rio De Janeiro/RJ', 'Manaus/AM', 'Piracicaba/SP', 'Chapada Dos Guimaraes/MT', 'Pocos De Caldas/MG', 'Campinas/SP', 'Sao Carlos/SP', 'Mogi Guacu/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Goiania/GO', 'Ibate/SP']]",doi_collectionSite
"['10.1016/S0031-9422(00)00226-0', 'Manaus/AM']","['10.1016/S0031-9422(00)00226-0', ['Manaus/AM', 'Sao Carlos/SP', 'Ribeirao Preto/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Campinas/SP', 'Peruibe/SP', 'Cunha/SP', 'Londrina/PR', 'Igarape-acu/PA', 'Recife/PE', 'Rio Claro/SP', 'Maues/AM', 'Lavras/MG', 'Mogi Guacu/SP', 'Rio Verde/GO', 'Pirenopolis/GO', 'Chapada Dos Guimaraes/MT', 'Cuiaba/MT', 'Corumba/MS', 'N/A/SP', 'Ibirama/SC', 'Rifaina/SP', 'Belem/PA', 'Rio De Janeiro/RJ', 'N/A/ES', 'N/A/MG', 'Cordeiropolis/SP', 'Teodoro Sampaio/SP', 'Vicosa/MG', 'N/A/PE', 'Murici/AL', 'Sao Sebastiao Do Passe/BA', 'Piracicaba/SP', 'N/A/MS', 'N/A/SP, Cedrela fissilis', 'N/A/CE', 'Itirapina/SP', 'Apore/GO', 'Ibate/SP', 'N/A/AM', 'Itaituba/PA', 'Urucuca/BA', 'Pocos De Caldas/MG', 'Sao Paulo/SP', 'Iguape/SP', 'Araraquara/SP', 'Itacoatiara/AM', 'Santarem/PA', 'Sao Miguel Arcanjo/SP', 'Goiania/GO', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus']]",doi_collectionSite
"['10.1590/S0103-50532009000100029', 'Sao Carlos/SP']","['10.1590/S0103-50532009000100029', ['Ribeirao Preto/SP', 'Cunha/SP', 'Londrina/PR', 'Rio Claro/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Recife/PE', 'Peruibe/SP', 'Maues/AM', 'Rio Verde/GO', 'Ibirama/SC', 'Rifaina/SP', 'Pirenopolis/GO', 'N/A/SP', 'N/A/ES', 'Belem/PA', 'N/A/MG', 'Corumba/MS', 'Lavras/MG', 'Vicosa/MG', 'Cuiaba/MT', 'Sao Sebastiao Do Passe/BA', 'N/A/PE', 'Teodoro Sampaio/SP', 'Cordeiropolis/SP', 'Murici/AL', 'N/A/MS', 'Itirapina/SP', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Apore/GO', 'N/A/AM', 'Iguape/SP', 'Urucuca/BA', 'Manaus/AM', 'Pocos De Caldas/MG', 'Sao Carlos/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Itaituba/PA', 'Rio De Janeiro/RJ', 'Campinas/SP', 'Ibate/SP', 'Sao Paulo/SP', 'Chapada Dos Guimaraes/MT', 'Piracicaba/SP', 'Sao Miguel Arcanjo/SP', 'Itacoatiara/AM', 'Araraquara/SP', 'Santarem/PA', 'Goiania/GO', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1023/B:JOEC.0000042400.14451.08', 'Vicosa/MG']","['10.1023/B:JOEC.0000042400.14451.08', ['Ribeirao Preto/SP', 'Cunha/SP', 'Londrina/PR', 'Rio Claro/SP', 'Recife/PE', 'Igarape-acu/PA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Maues/AM', 'Peruibe/SP', 'Rifaina/SP', 'Ibirama/SC', 'N/A/SP', 'N/A/ES', 'Rio Verde/GO', 'N/A/MG', 'Pirenopolis/GO', 'Belem/PA', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Vicosa/MG', 'Corumba/MS', 'Teodoro Sampaio/SP', 'Lavras/MG', 'Itirapina/SP', 'N/A/MS', 'Cuiaba/MT', 'Murici/AL', 'Cordeiropolis/SP', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'N/A/AM', 'Apore/GO', 'Iguape/SP', 'Urucuca/BA', 'Sao Miguel Arcanjo/SP', 'Itacoatiara/AM', 'Sao Paulo/SP', 'Itaituba/PA', 'Manaus/AM', 'Araraquara/SP', 'Chapada Dos Guimaraes/MT', 'Campinas/SP', 'Piracicaba/SP', 'Sao Carlos/SP', 'Rio De Janeiro/RJ', 'Pocos De Caldas/MG', 'Santarem/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ibate/SP', 'Mogi Guacu/SP', 'Goiania/GO']]",doi_collectionSite
"['10.1155/2013/835081', 'Rio Claro/SP']","['10.1155/2013/835081', ['Ribeirao Preto/SP', 'Londrina/PR', 'Cunha/SP', 'Rio Claro/SP', 'Recife/PE', 'Igarape-acu/PA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Maues/AM', 'Peruibe/SP', 'Rifaina/SP', 'Ibirama/SC', 'N/A/SP', 'N/A/ES', 'Rio Verde/GO', 'Belem/PA', 'N/A/MG', 'Pirenopolis/GO', 'Vicosa/MG', 'Corumba/MS', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Itirapina/SP', 'Teodoro Sampaio/SP', 'N/A/MS', 'Cordeiropolis/SP', 'Cuiaba/MT', 'Murici/AL', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'N/A/AM', 'Apore/GO', 'Iguape/SP', 'Urucuca/BA', 'Sao Miguel Arcanjo/SP', 'Itaituba/PA', 'Araraquara/SP', 'Itacoatiara/AM', 'Campinas/SP', 'Rio De Janeiro/RJ', 'Santarem/PA', 'Manaus/AM', 'Chapada Dos Guimaraes/MT', 'Goiania/GO', 'Sao Carlos/SP', 'Sao Paulo/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Piracicaba/SP', 'Pocos De Caldas/MG', 'Ibate/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1590/S0100-40422008000400005', 'Itacoatiara/AM']","['10.1590/S0100-40422008000400005', ['Ribeirao Preto/SP', 'Cunha/SP', 'Rio Claro/SP', 'Maues/AM', 'Londrina/PR', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Recife/PE', 'Rio Verde/GO', 'Igarape-acu/PA', 'Ibirama/SC', 'Peruibe/SP', 'Pirenopolis/GO', 'Rifaina/SP', 'N/A/SP', 'N/A/ES', 'N/A/PE', 'N/A/MG', 'Belem/PA', 'Corumba/MS', 'Vicosa/MG', 'Sao Sebastiao Do Passe/BA', 'Cuiaba/MT', 'Lavras/MG', 'Teodoro Sampaio/SP', 'N/A/MS', 'Itirapina/SP', 'Murici/AL', 'Cordeiropolis/SP', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Apore/GO', 'N/A/AM', 'Iguape/SP', 'Urucuca/BA', 'Pocos De Caldas/MG', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Piracicaba/SP', 'Ibate/SP', 'Campinas/SP', 'Itaituba/PA', 'Rio De Janeiro/RJ', 'Sao Miguel Arcanjo/SP', 'Manaus/AM', 'Santarem/PA', 'Goiania/GO', 'Sao Paulo/SP', 'Chapada Dos Guimaraes/MT', 'Itacoatiara/AM', 'Sao Carlos/SP', 'Araraquara/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1590/S0100-40422009000600037', 'Piracicaba/SP']","['10.1590/S0100-40422009000600037', ['Ribeirao Preto/SP', 'Cunha/SP', 'Londrina/PR', 'Rio Claro/SP', 'Recife/PE', 'Igarape-acu/PA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Ibirama/SC', 'Rifaina/SP', 'N/A/SP', 'Maues/AM', 'Peruibe/SP', 'Belem/PA', 'N/A/ES', 'Rio Verde/GO', 'N/A/MG', 'N/A/PE', 'Pirenopolis/GO', 'Corumba/MS', 'Vicosa/MG', 'Itirapina/SP', 'Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Lavras/MG', 'Teodoro Sampaio/SP', 'Cordeiropolis/SP', 'Murici/AL', 'Cuiaba/MT', 'N/A/CE', 'N/A/AM', 'N/A/SP, Cedrela fissilis', 'Apore/GO', 'Iguape/SP', 'Urucuca/BA', 'Itacoatiara/AM', 'Araraquara/SP', 'Itaituba/PA', 'Sao Miguel Arcanjo/SP', 'Sao Paulo/SP', 'Rio De Janeiro/RJ', 'Santarem/PA', 'Manaus/AM', 'Chapada Dos Guimaraes/MT', 'Pocos De Caldas/MG', 'Sao Carlos/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Goiania/GO', 'Campinas/SP', 'Piracicaba/SP', 'Ibate/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1002/hlca.200890147', 'Apore/GO']","['10.1002/hlca.200890147', ['Ribeirao Preto/SP', 'Cunha/SP', 'Londrina/PR', 'Rio Claro/SP', 'Recife/PE', 'Igarape-acu/PA', 'Maues/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Ibirama/SC', 'N/A/SP', 'N/A/ES', 'Rio Verde/GO', 'Rifaina/SP', 'Peruibe/SP', 'Belem/PA', 'Pirenopolis/GO', 'N/A/MG', 'Vicosa/MG', 'N/A/PE', 'Corumba/MS', 'Sao Sebastiao Do Passe/BA', 'Itirapina/SP', 'N/A/MS', 'Lavras/MG', 'Teodoro Sampaio/SP', 'Murici/AL', 'Cuiaba/MT', 'Cordeiropolis/SP', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'N/A/AM', 'Apore/GO', 'Iguape/SP', 'Urucuca/BA', 'Campinas/SP', 'Araraquara/SP', 'Sao Miguel Arcanjo/SP', 'Sao Paulo/SP', 'Rio De Janeiro/RJ', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Goiania/GO', 'Manaus/AM', 'Itacoatiara/AM', 'Itaituba/PA', 'Chapada Dos Guimaraes/MT', 'Santarem/PA', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'Piracicaba/SP', 'Ibate/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1590/S0102-695X2010000100002', 'Sao Carlos/SP']","['10.1590/S0102-695X2010000100002', ['Ribeirao Preto/SP', 'Cunha/SP', 'Rio Claro/SP', 'Londrina/PR', 'Maues/AM', 'Recife/PE', 'Igarape-acu/PA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Vicosa/MG', 'N/A/ES', 'Pirenopolis/GO', 'N/A/SP', 'Ibirama/SC', 'Rio Verde/GO', 'Rifaina/SP', 'N/A/MG', 'Belem/PA', 'Corumba/MS', 'Sao Sebastiao Do Passe/BA', 'Peruibe/SP', 'N/A/PE', 'Cuiaba/MT', 'N/A/MS', 'Lavras/MG', 'Murici/AL', 'N/A/CE', 'Itirapina/SP', 'Cordeiropolis/SP', 'Teodoro Sampaio/SP', 'N/A/SP, Cedrela fissilis', 'Apore/GO', 'Iguape/SP', 'N/A/AM', 'Urucuca/BA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Campinas/SP', 'Pocos De Caldas/MG', 'Sao Miguel Arcanjo/SP', 'Ibate/SP', 'Itaituba/PA', 'Sao Paulo/SP', 'Rio De Janeiro/RJ', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Santarem/PA', 'Manaus/AM', 'Piracicaba/SP', 'Itacoatiara/AM', 'Araraquara/SP', 'Sao Carlos/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1016/S0031-9422(00)00248-X', 'N/A/ES']","['10.1016/S0031-9422(00)00248-X', ['Manaus/AM', 'Sao Carlos/SP', 'Ribeirao Preto/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Peruibe/SP', 'Cunha/SP', 'Londrina/PR', 'Igarape-acu/PA', 'Recife/PE', 'Rio Claro/SP', 'Maues/AM', 'Campinas/SP', 'Rio Verde/GO', 'Lavras/MG', 'Mogi Guacu/SP', 'Pirenopolis/GO', 'Rifaina/SP', 'Ibirama/SC', 'N/A/SP', 'Cuiaba/MT', 'Corumba/MS', 'Chapada Dos Guimaraes/MT', 'Belem/PA', 'N/A/MG', 'N/A/ES', 'Rio De Janeiro/RJ', 'Teodoro Sampaio/SP', 'Cordeiropolis/SP', 'Vicosa/MG', 'Piracicaba/SP', 'N/A/PE', 'Murici/AL', 'Sao Sebastiao Do Passe/BA', 'N/A/MS', 'N/A/SP, Cedrela fissilis', 'N/A/CE', 'Itirapina/SP', 'Apore/GO', 'N/A/AM', 'Itacoatiara/AM', 'Ibate/SP', 'Itaituba/PA', 'Urucuca/BA', 'Araraquara/SP', 'Sao Miguel Arcanjo/SP', 'Iguape/SP', 'Santarem/PA', 'Sao Paulo/SP', 'Pocos De Caldas/MG', 'Goiania/GO', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus']]",doi_collectionSite
