true,restored,edge_type
"['10.1055/s-0028-1088323', 'Sao Carlos/SP']","['10.1055/s-0028-1088323', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'Rifaina/SP', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Vicosa/MG', 'N/A/MG', 'Sao Sebastiao Do Passe/BA', 'Itacoatiara/AM', 'Itaituba/PA', 'Campinas/SP', 'Recife/PE', 'Rio Verde/GO', 'N/A/SP', 'Iguape/SP', 'Rio De Janeiro/RJ', 'Urucuca/BA', 'N/A/MS', 'Peruibe/SP', 'Cuiaba/MT', 'Maues/AM', 'Cordeiropolis/SP', 'Sao Carlos/SP', 'Londrina/PR', 'Rio Claro/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Paulo/SP', 'Ribeirao Preto/SP', 'Teodoro Sampaio/SP', 'Sao Miguel Arcanjo/SP', 'Corumba/MS', 'Piracicaba/SP', 'Ibate/SP', 'N/A/ES', 'Araraquara/SP', 'Apore/GO', 'Goiania/GO', 'Pocos De Caldas/MG', 'Murici/AL', 'Itirapina/SP', 'Ibirama/SC', 'Santarem/PA', 'Manaus/AM', 'N/A/AM', 'Mogi Guacu/SP', 'Belem/PA']]",doi_collectionSite
"['10.1055/s-2002-36346', 'Recife/PE']","['10.1055/s-2002-36346', ['Igarape-acu/PA', 'Pirenopolis/GO', 'Cunha/SP', 'N/A/SP, Cedrela fissilis', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'Teodoro Sampaio/SP', 'N/A/ES', 'Ibirama/SC', 'Rio Claro/SP', 'Manaus/AM', 'Ibate/SP', 'Sao Miguel Arcanjo/SP', 'Itaituba/PA', 'Itirapina/SP', 'N/A/SP', 'Rifaina/SP', 'Sao Carlos/SP', 'Sao Sebastiao Do Passe/BA', 'Chapada Dos Guimaraes/MT', 'Vicosa/MG', 'Mogi Guacu/SP', 'Belem/PA', 'Recife/PE', 'N/A/MS', 'Urucuca/BA', 'Pocos De Caldas/MG', 'Cordeiropolis/SP', 'Araraquara/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Iguape/SP', 'Corumba/MS', 'Apore/GO', 'N/A/MG', 'Maues/AM', 'Ribeirao Preto/SP', 'Campinas/SP', 'N/A/AM', 'Piracicaba/SP', 'Itacoatiara/AM', 'Rio De Janeiro/RJ', 'Londrina/PR', 'Rio Verde/GO', 'Murici/AL', 'Cuiaba/MT', 'Santarem/PA', 'Sao Paulo/SP', 'Peruibe/SP', 'Goiania/GO']]",doi_collectionSite
"['10.1016/j.chroma.2009.02.009', 'Itacoatiara/AM']","['10.1016/j.chroma.2009.02.009', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'Vicosa/MG', 'Rifaina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itacoatiara/AM', 'Recife/PE', 'N/A/MG', 'Sao Sebastiao Do Passe/BA', 'Rio Verde/GO', 'Peruibe/SP', 'Sao Miguel Arcanjo/SP', 'Urucuca/BA', 'Chapada Dos Guimaraes/MT', 'Maues/AM', 'Rio De Janeiro/RJ', 'Rio Claro/SP', 'Itaituba/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Iguape/SP', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'Cordeiropolis/SP', 'Campinas/SP', 'Araraquara/SP', 'Goiania/GO', 'N/A/AM', 'N/A/MS', 'N/A/SP', 'Apore/GO', 'Belem/PA', 'Corumba/MS', 'Londrina/PR', 'Itirapina/SP', 'Cuiaba/MT', 'Mogi Guacu/SP', 'Teodoro Sampaio/SP', 'Piracicaba/SP', 'Ribeirao Preto/SP', 'Ibirama/SC', 'Murici/AL', 'Santarem/PA', 'N/A/ES', 'Sao Paulo/SP', 'Ibate/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1016/j.jpba.2012.08.028', 'Sao Paulo/SP']","['10.1016/j.jpba.2012.08.028', ['Igarape-acu/PA', 'Pirenopolis/GO', 'Cunha/SP', 'N/A/SP, Cedrela fissilis', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'Vicosa/MG', 'Itacoatiara/AM', 'Rifaina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rio Verde/GO', 'Sao Sebastiao Do Passe/BA', 'Rio Claro/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Londrina/PR', 'Itaituba/PA', 'Maues/AM', 'Urucuca/BA', 'N/A/MG', 'Piracicaba/SP', 'Cordeiropolis/SP', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Pocos De Caldas/MG', 'Corumba/MS', 'N/A/SP', 'Cuiaba/MT', 'Sao Carlos/SP', 'Sao Miguel Arcanjo/SP', 'Peruibe/SP', 'Goiania/GO', 'Itirapina/SP', 'N/A/MS', 'Rio De Janeiro/RJ', 'N/A/AM', 'Santarem/PA', 'Recife/PE', 'N/A/ES', 'Mogi Guacu/SP', 'Ribeirao Preto/SP', 'Murici/AL', 'Belem/PA', 'Teodoro Sampaio/SP', 'Campinas/SP', 'Apore/GO', 'Sao Paulo/SP', 'Araraquara/SP', 'Ibirama/SC', 'Ibate/SP', 'Manaus/AM']]",doi_collectionSite
"['10.5935/0100-4042.20140049', 'Pirenopolis/GO']","['10.5935/0100-4042.20140049', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'Vicosa/MG', 'N/A/PE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itacoatiara/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rifaina/SP', 'Rio Verde/GO', 'Urucuca/BA', 'N/A/MS', 'Sao Miguel Arcanjo/SP', 'Londrina/PR', 'Pocos De Caldas/MG', 'Sao Sebastiao Do Passe/BA', 'Campinas/SP', 'Maues/AM', 'Iguape/SP', 'N/A/MG', 'Cuiaba/MT', 'Rio Claro/SP', 'N/A/ES', 'Goiania/GO', 'Ibate/SP', 'Cordeiropolis/SP', 'Peruibe/SP', 'Ribeirao Preto/SP', 'Itaituba/PA', 'Sao Carlos/SP', 'Apore/GO', 'Itirapina/SP', 'N/A/SP', 'Corumba/MS', 'Chapada Dos Guimaraes/MT', 'Santarem/PA', 'N/A/AM', 'Piracicaba/SP', 'Belem/PA', 'Mogi Guacu/SP', 'Rio De Janeiro/RJ', 'Sao Paulo/SP', 'Araraquara/SP', 'Recife/PE', 'Murici/AL', 'Ibirama/SC', 'Teodoro Sampaio/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1590/S0100-40422009000600037', 'Piracicaba/SP']","['10.1590/S0100-40422009000600037', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'Vicosa/MG', 'Rio Verde/GO', 'Itacoatiara/AM', 'Sao Sebastiao Do Passe/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'Rio Claro/SP', 'Piracicaba/SP', 'Santarem/PA', 'Itaituba/PA', 'Apore/GO', 'Londrina/PR', 'Rio De Janeiro/RJ', 'Cordeiropolis/SP', 'Ribeirao Preto/SP', 'Urucuca/BA', 'Iguape/SP', 'Maues/AM', 'Cuiaba/MT', 'N/A/MS', 'Sao Carlos/SP', 'Corumba/MS', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Murici/AL', 'N/A/AM', 'Itirapina/SP', 'Peruibe/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Chapada Dos Guimaraes/MT', 'Goiania/GO', 'Araraquara/SP', 'Recife/PE', 'Ibirama/SC', 'Belem/PA', 'N/A/SP', 'Sao Paulo/SP', 'Ibate/SP', 'Pocos De Caldas/MG', 'Teodoro Sampaio/SP', 'N/A/ES', 'Mogi Guacu/SP', 'Manaus/AM', 'Campinas/SP']]",doi_collectionSite
"['10.1016/j.jfca.2003.09.013', 'N/A/SP']","['10.1016/j.jfca.2003.09.013', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'Vicosa/MG', 'N/A/PE', 'Lavras/MG', 'Rio Verde/GO', 'Itacoatiara/AM', 'Urucuca/BA', 'Rifaina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Itaituba/PA', 'Sao Sebastiao Do Passe/BA', 'Pocos De Caldas/MG', 'Goiania/GO', 'Belem/PA', 'Corumba/MS', 'Maues/AM', 'Cordeiropolis/SP', 'N/A/AM', 'Peruibe/SP', 'Piracicaba/SP', 'Iguape/SP', 'Rio Claro/SP', 'Londrina/PR', 'Itirapina/SP', 'Ribeirao Preto/SP', 'Ibate/SP', 'Santarem/PA', 'Apore/GO', 'N/A/ES', 'Rio De Janeiro/RJ', 'N/A/SP', 'N/A/MS', 'Sao Carlos/SP', 'N/A/MG', 'Murici/AL', 'Cuiaba/MT', 'Sao Miguel Arcanjo/SP', 'Chapada Dos Guimaraes/MT', 'Araraquara/SP', 'Sao Paulo/SP', 'Campinas/SP', 'Ibirama/SC', 'Mogi Guacu/SP', 'Recife/PE', 'Manaus/AM', 'Teodoro Sampaio/SP']]",doi_collectionSite
"['10.1590/S0100-40422008000400005', 'Manaus/AM']","['10.1590/S0100-40422008000400005', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'N/A/AM', 'Peruibe/SP', 'Urucuca/BA', 'Vicosa/MG', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ibate/SP', 'Pocos De Caldas/MG', 'N/A/MG', 'Sao Sebastiao Do Passe/BA', 'Corumba/MS', 'Itaituba/PA', 'Goiania/GO', 'Rio De Janeiro/RJ', 'Chapada Dos Guimaraes/MT', 'Santarem/PA', 'N/A/ES', 'Rio Verde/GO', 'Recife/PE', 'Rio Claro/SP', 'N/A/SP', 'Sao Carlos/SP', 'Cordeiropolis/SP', 'Sao Paulo/SP', 'Rifaina/SP', 'Piracicaba/SP', 'Londrina/PR', 'Cuiaba/MT', 'Apore/GO', 'Belem/PA', 'Itacoatiara/AM', 'Maues/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Murici/AL', 'Ibirama/SC', 'Araraquara/SP', 'Itirapina/SP', 'Manaus/AM', 'Iguape/SP', 'Ribeirao Preto/SP', 'Teodoro Sampaio/SP', 'Mogi Guacu/SP', 'Campinas/SP', 'N/A/MS', 'Sao Miguel Arcanjo/SP']]",doi_collectionSite
"['10.1590/S0100-40422004000200005', 'Cunha/SP']","['10.1590/S0100-40422004000200005', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'Iguape/SP', 'Sao Sebastiao Do Passe/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Vicosa/MG', 'Rifaina/SP', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Maues/AM', 'Rio De Janeiro/RJ', 'N/A/MS', 'Recife/PE', 'Apore/GO', 'Itacoatiara/AM', 'Rio Verde/GO', 'Urucuca/BA', 'Itaituba/PA', 'Campinas/SP', 'Chapada Dos Guimaraes/MT', 'Cordeiropolis/SP', 'Cuiaba/MT', 'Goiania/GO', 'Peruibe/SP', 'Corumba/MS', 'Ribeirao Preto/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Araraquara/SP', 'Santarem/PA', 'Mogi Guacu/SP', 'Itirapina/SP', 'Londrina/PR', 'Sao Carlos/SP', 'Rio Claro/SP', 'Murici/AL', 'Pocos De Caldas/MG', 'Sao Paulo/SP', 'Teodoro Sampaio/SP', 'N/A/SP', 'Piracicaba/SP', 'Ibate/SP', 'N/A/AM', 'Ibirama/SC', 'N/A/ES', 'Belem/PA', 'Manaus/AM']]",doi_collectionSite
"['10.1248/cpb.56.723', 'Sao Paulo/SP']","['10.1248/cpb.56.723', ['Igarape-acu/PA', 'Pirenopolis/GO', 'N/A/SP, Cedrela fissilis', 'Cunha/SP', 'N/A/CE', 'N/A/PE', 'Lavras/MG', 'Vicosa/MG', 'Peruibe/SP', 'Urucuca/BA', 'Rifaina/SP', 'Rio Verde/GO', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itacoatiara/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Sebastiao Do Passe/BA', 'N/A/MG', 'Rio De Janeiro/RJ', 'Goiania/GO', 'Rio Claro/SP', 'Sao Miguel Arcanjo/SP', 'Sao Carlos/SP', 'Itirapina/SP', 'Iguape/SP', 'Ibate/SP', 'Araraquara/SP', 'N/A/AM', 'Londrina/PR', 'Campinas/SP', 'Pocos De Caldas/MG', 'Itaituba/PA', 'Chapada Dos Guimaraes/MT', 'Cordeiropolis/SP', 'Cuiaba/MT', 'Recife/PE', 'Apore/GO', 'Belem/PA', 'Maues/AM', 'N/A/ES', 'Ribeirao Preto/SP', 'Santarem/PA', 'Corumba/MS', 'N/A/MS', 'Piracicaba/SP', 'Sao Paulo/SP', 'N/A/SP', 'Ibirama/SC', 'Mogi Guacu/SP', 'Teodoro Sampaio/SP', 'Murici/AL', 'Manaus/AM']]",doi_collectionSite
