true,restored,edge_type
"['10.1002/jobm.200800093', 'Cytotoxic']","['10.1002/jobm.200800093', ['Inhibition of Protease', 'Cell growth inhbition', 'Anxiolytic', 'Antileishmanial', 'Antiviral', 'Cytotoxic', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Anti-inflamatory', 'Anticancer', 'Inhibition of Cathepsin L', 'Molluscicidal', 'Antiangiogenic', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Antimalarial', 'Antibacterial', 'Anesthetic', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Inhibition of Acetylcholinesterase', 'Inhibition of Glycosidase', 'Insecticidal', 'Antifungal', 'Antioxidant', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1016/S0031-9422(01)00079-6', 'Cytotoxic']","['10.1016/S0031-9422(01)00079-6', ['Inhibition of phosphorylating electron transport', 'Molluscicidal', 'Anxiolytic', 'Anesthetic', 'Inhibition of basal electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Cell growth inhbition', 'Antimalarial', 'Inhibition of Cathepsin L', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of Protease', 'Anti-inflamatory', 'Antiviral', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Antibacterial', 'Anticancer', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Insecticidal', 'Antifungal', 'Antioxidant', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1002/ps.1278', 'Insecticidal']","['10.1002/ps.1278', ['Anxiolytic', 'Cell growth inhbition', 'Anti-inflamatory', 'Antibacterial', 'Anesthetic', 'Inhibition of phosphorylating electron transport', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin B', 'Inhibition of uncoupled electron transport', 'Inhibition of Protease', 'Inhibition of Cathepsin L', 'Antichagasic', 'Antioxidant', 'Inhibition of basal electron transport', 'Antimalarial', 'Antiviral', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Insecticidal', 'Antileishmanial', 'Antitrypanosomal', 'Anticancer', 'Inhibition of Glycosidase', 'Antifungal', 'Antiangiogenic', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1016/j.phytol.2010.11.003', 'Antifungal']","['10.1016/j.phytol.2010.11.003', ['Anxiolytic', 'Inhibition of Protease', 'Cell growth inhbition', 'Anesthetic', 'Inhibition of phosphorylating electron transport', 'Antiviral', 'Inhibition of uncoupled electron transport', 'Inhibition of basal electron transport', 'Molluscicidal', 'Antileishmanial', 'Inhibition of ATP synthesis', 'Inhibition of Cathepsin L', 'Antimalarial', 'Antitrypanosomal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Cytotoxic', 'Anticancer', 'Antiangiogenic', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Anti-inflamatory', 'Inhibition of Myeloperoxodase', 'Insecticidal', 'Antibacterial', 'Inhibition of Glycosidase', 'Antioxidant', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1016/S0031-9422(00)00226-0', 'Antifungal']","['10.1016/S0031-9422(00)00226-0', ['Antibacterial', 'Inhibition of Myeloperoxodase', 'Anti-inflamatory', 'Cell growth inhbition', 'Antifungal', 'Antioxidant', 'Inhibition of Glycosidase', 'Anxiolytic', 'Insecticidal', 'Inhibition of uncoupled electron transport', 'Anticancer', 'Inhibition of phosphorylating electron transport', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Inhibition of basal electron transport', 'Antiangiogenic', 'Anesthetic', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Antitrypanosomal', 'Inhibition of Protease', 'Antichagasic', 'Cytotoxic', 'Antiviral', 'Antimalarial', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Mutagenic', 'Insect antennae response', 'Antinociceptive', 'Genotoxic']]",doi_bioActivity
"['10.1590/S0103-50532009000100029', 'Antitrypanosomal']","['10.1590/S0103-50532009000100029', ['Cell growth inhbition', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Molluscicidal', 'Anesthetic', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Antibacterial', 'Inhibition of Myeloperoxodase', 'Inhibition of Protease', 'Anti-inflamatory', 'Insecticidal', 'Inhibition of Glycosidase', 'Antiviral', 'Antifungal', 'Antiangiogenic', 'Antitrypanosomal', 'Antileishmanial', 'Cytotoxic', 'Inhibition of Cathepsin L', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin B', 'Antichagasic', 'Antimalarial', 'Anticancer', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1021/np1007476', 'Inhibition of Acetylcholinesterase']","['10.1021/np1007476', ['Antileishmanial', 'Anxiolytic', 'Anti-inflamatory', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of basal electron transport', 'Cell growth inhbition', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of Cathepsin L', 'Anesthetic', 'Molluscicidal', 'Antiangiogenic', 'Antiviral', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Antimalarial', 'Cytotoxic', 'Antibacterial', 'Inhibition of Glycosidase', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Insecticidal', 'Anticancer', 'Antioxidant', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1590/S0103-50532005000800029', 'Antifungal']","['10.1590/S0103-50532005000800029', ['Anxiolytic', 'Cell growth inhbition', 'Molluscicidal', 'Inhibition of Cathepsin L', 'Inhibition of phosphorylating electron transport', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Antichagasic', 'Inhibition of Cathepsin B', 'Anesthetic', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Antimalarial', 'Antiangiogenic', 'Inhibition of Protease', 'Anticancer', 'Anti-inflamatory', 'Inhibition of Myeloperoxodase', 'Cytotoxic', 'Antiviral', 'Antibacterial', 'Insecticidal', 'Inhibition of Glycosidase', 'Antitrypanosomal', 'Antifungal', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1021/np049863m', 'Antioxidant']","['10.1021/np049863m', ['Anxiolytic', 'Cell growth inhbition', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Anesthetic', 'Inhibition of basal electron transport', 'Molluscicidal', 'Inhibition of ATP synthesis', 'Antiviral', 'Inhibition of Protease', 'Antitrypanosomal', 'Antimalarial', 'Inhibition of Cathepsin L', 'Anticancer', 'Antichagasic', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Antileishmanial', 'Antiangiogenic', 'Cytotoxic', 'Inhibition of Myeloperoxodase', 'Antifungal', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Inhibition of Glycosidase', 'Insecticidal', 'Antioxidant', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
"['10.1515/znc-2009-11-1212', 'Antifungal']","['10.1515/znc-2009-11-1212', ['Anxiolytic', 'Inhibition of Protease', 'Antileishmanial', 'Antiviral', 'Cell growth inhbition', 'Inhibition of Cathepsin L', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Antichagasic', 'Cytotoxic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Antiangiogenic', 'Anti-inflamatory', 'Inhibition of basal electron transport', 'Molluscicidal', 'Inhibition of ATP synthesis', 'Anesthetic', 'Anticancer', 'Antitrypanosomal', 'Antibacterial', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Insecticidal', 'Antioxidant', 'Mutagenic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Genotoxic', 'Antinociceptive']]",doi_bioActivity
