true,restored,edge_type
"['10.1093/mutage/gep034', 'Genotoxic']","['10.1093/mutage/gep034', ['Inhibition of Cathepsin V', 'Antinociceptive', 'Antimalarial', 'Inhibition of Cathepsin B', 'Antichagasic', 'Anti-inflamatory', 'Insecticidal', 'Antiallergenic', 'Inhibition of Cathepsin L', 'Antitrypanosomal', 'Cytotoxic', 'Antioxidant', 'Inhibition of Myeloperoxodase', 'Anticancer', 'Inhibition of Glycosidase', 'Molluscicidal', 'Antiangiogenic', 'Antibacterial', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Antifungal', 'Cell growth inhbition', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Antiviral', 'Anesthetic', 'Insect antennae response', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1016/j.jphotobiol.2013.01.006', 'Inhibition of ATP synthesis']","['10.1016/j.jphotobiol.2013.01.006', ['Antinociceptive', 'Molluscicidal', 'Anti-inflamatory', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Antioxidant', 'Insecticidal', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Antiangiogenic', 'Antileishmanial', 'Antimalarial', 'Inhibition of Cathepsin L', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Cytotoxic', 'Inhibition of Glycosidase', 'Antifungal', 'Antitrypanosomal', 'Cell growth inhbition', 'Antibacterial', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Insect antennae response', 'Antiviral', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1021/jf063451x', 'Anti-inflamatory']","['10.1021/jf063451x', ['Inhibition of Cathepsin V', 'Antinociceptive', 'Inhibition of Myeloperoxodase', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Antiallergenic', 'Anticancer', 'Antimalarial', 'Antichagasic', 'Antioxidant', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase', 'Antitrypanosomal', 'Molluscicidal', 'Antiangiogenic', 'Insecticidal', 'Antileishmanial', 'Inhibition of Acetylcholinesterase', 'Cytotoxic', 'Antibacterial', 'Cell growth inhbition', 'Antifungal', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Insect antennae response', 'Antiviral', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1016/j.tiv.2008.01.003', 'Anticancer']","['10.1016/j.tiv.2008.01.003', ['Antiallergenic', 'Antinociceptive', 'Inhibition of Cathepsin B', 'Antichagasic', 'Anti-inflamatory', 'Antimalarial', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Cytotoxic', 'Molluscicidal', 'Anticancer', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Insecticidal', 'Antioxidant', 'Antibacterial', 'Antileishmanial', 'Antifungal', 'Cell growth inhbition', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Antiviral', 'Anesthetic', 'Insect antennae response', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1590/S0103-50532005000800008', 'Antioxidant']","['10.1590/S0103-50532005000800008', ['Inhibition of Cathepsin V', 'Antinociceptive', 'Insecticidal', 'Anti-inflamatory', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin B', 'Antimalarial', 'Antitrypanosomal', 'Antiangiogenic', 'Antichagasic', 'Antioxidant', 'Inhibition of Glycosidase', 'Antiallergenic', 'Antibacterial', 'Cytotoxic', 'Inhibition of Cathepsin L', 'Anticancer', 'Molluscicidal', 'Antileishmanial', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Cell growth inhbition', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Antiviral', 'Insect antennae response', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1590/S0103-50532005000800025', 'Antifungal']","['10.1590/S0103-50532005000800025', ['Antiallergenic', 'Antinociceptive', 'Inhibition of Acetylcholinesterase', 'Anti-inflamatory', 'Molluscicidal', 'Antileishmanial', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin B', 'Anticancer', 'Antiangiogenic', 'Antichagasic', 'Antioxidant', 'Inhibition of Myeloperoxodase', 'Insecticidal', 'Inhibition of Cathepsin L', 'Antimalarial', 'Inhibition of Glycosidase', 'Antibacterial', 'Cytotoxic', 'Antifungal', 'Cell growth inhbition', 'Antitrypanosomal', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Insect antennae response', 'Antiviral', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1016/S0031-9422(03)00153-5', 'Antitrypanosomal']","['10.1016/S0031-9422(03)00153-5', ['Molluscicidal', 'Antiallergenic', 'Antinociceptive', 'Inhibition of Acetylcholinesterase', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antichagasic', 'Inhibition of Cathepsin L', 'Antiangiogenic', 'Antileishmanial', 'Anticancer', 'Antimalarial', 'Cytotoxic', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Antioxidant', 'Antitrypanosomal', 'Antifungal', 'Cell growth inhbition', 'Insecticidal', 'Antibacterial', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Insect antennae response', 'Antiviral', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1055/s-2002-36346', 'Antibacterial']","['10.1055/s-2002-36346', ['Antibacterial', 'Antioxidant', 'Antileishmanial', 'Molluscicidal', 'Inhibition of Myeloperoxodase', 'Antifungal', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Antinociceptive', 'Antiallergenic', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Antitrypanosomal', 'Antichagasic', 'Antimalarial', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin V', 'Insecticidal', 'Anticancer', 'Inhibition of Acetylcholinesterase', 'Cell growth inhbition', 'Cytotoxic', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Insect antennae response', 'Antiviral', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1080/14786410412331271979', 'Cytotoxic']","['10.1080/14786410412331271979', ['Antiallergenic', 'Molluscicidal', 'Antinociceptive', 'Anti-inflamatory', 'Inhibition of Cathepsin V', 'Anticancer', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin B', 'Antioxidant', 'Inhibition of Cathepsin L', 'Antimalarial', 'Antichagasic', 'Insecticidal', 'Cell growth inhbition', 'Antifungal', 'Cytotoxic', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Insect antennae response', 'Antiviral', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1016/S0031-9422(99)00132-6', 'Antifungal']","['10.1016/S0031-9422(99)00132-6', ['Antibacterial', 'Antileishmanial', 'Antioxidant', 'Molluscicidal', 'Antifungal', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin B', 'Antitrypanosomal', 'Antinociceptive', 'Antichagasic', 'Insecticidal', 'Inhibition of Cathepsin L', 'Anti-inflamatory', 'Antimalarial', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Antiallergenic', 'Anticancer', 'Inhibition of Cathepsin V', 'Cell growth inhbition', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Insect antennae response', 'Antiviral', 'Mutagenic', 'Genotoxic', 'Anxiolytic', 'Inhibition of basal electron transport']]",doi_bioActivity
