true,restored,edge_type
"['10.1107/S1600536803019913', 'Antileishmanial']","['10.1107/S1600536803019913', ['Antibacterial', 'Molluscicidal', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antifungal', 'Anxiolytic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Inhibition of ATP synthesis', 'Anesthetic', 'Anti-inflamatory', 'Antiallergenic', 'Antioxidant', 'Mutagenic', 'Antichagasic', 'Insecticidal', 'Inhibition of Cathepsin L', 'Genotoxic', 'Inhibition of Glycosidase', 'Antimalarial', 'Antiangiogenic', 'Inhibition of Cathepsin B', 'Cytotoxic', 'Inhibition of Myeloperoxodase', 'Antitrypanosomal', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Antileishmanial', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Insect antennae response', 'Antiviral', 'Inhibition of Protease']]",doi_bioActivity
"['10.1515/znc-2011-5-607', 'Insecticidal']","['10.1515/znc-2011-5-607', ['Cell growth inhbition', 'Molluscicidal', 'Insect antennae response', 'Antiallergenic', 'Antitrypanosomal', 'Genotoxic', 'Mutagenic', 'Inhibition of Cathepsin B', 'Anticancer', 'Inhibition of Cathepsin L', 'Antinociceptive', 'Insecticidal', 'Antichagasic', 'Antileishmanial', 'Antimalarial', 'Anxiolytic', 'Inhibition of Cathepsin V', 'Anesthetic', 'Inhibition of Glycosidase', 'Inhibition of uncoupled electron transport', 'Antibacterial', 'Cytotoxic', 'Inhibition of Myeloperoxodase', 'Inhibition of Acetylcholinesterase', 'Anti-inflamatory', 'Inhibition of phosphorylating electron transport', 'Antiangiogenic', 'Antifungal', 'Antioxidant', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.2174/187152010794728620', 'Cell growth inhbition']","['10.2174/187152010794728620', ['Antiallergenic', 'Anticancer', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Molluscicidal', 'Mutagenic', 'Genotoxic', 'Cell growth inhbition', 'Inhibition of Cathepsin L', 'Antinociceptive', 'Anxiolytic', 'Inhibition of Cathepsin V', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin B', 'Antibacterial', 'Antichagasic', 'Cytotoxic', 'Insect antennae response', 'Antimalarial', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Anti-inflamatory', 'Antioxidant', 'Inhibition of phosphorylating electron transport', 'Antitrypanosomal', 'Antifungal', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Insecticidal', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.1021/np100840w', 'Cytotoxic']","['10.1021/np100840w', ['Cell growth inhbition', 'Molluscicidal', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Inhibition of Cathepsin V', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Inhibition of Cathepsin L', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Antimalarial', 'Genotoxic', 'Anxiolytic', 'Mutagenic', 'Cytotoxic', 'Insect antennae response', 'Antinociceptive', 'Inhibition of ATP synthesis', 'Antileishmanial', 'Anticancer', 'Anesthetic', 'Antioxidant', 'Anti-inflamatory', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Antibacterial', 'Insecticidal', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.1590/S1519-566X2008000600013', 'Insecticidal']","['10.1590/S1519-566X2008000600013', ['Anxiolytic', 'Antiallergenic', 'Mutagenic', 'Antileishmanial', 'Antimalarial', 'Genotoxic', 'Insect antennae response', 'Molluscicidal', 'Cell growth inhbition', 'Inhibition of Cathepsin V', 'Antichagasic', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin B', 'Antinociceptive', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Inhibition of basal electron transport', 'Anti-inflamatory', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of ATP synthesis', 'Insecticidal', 'Inhibition of Glycosidase', 'Anticancer', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Antifungal', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.1016/S0031-9422(99)00132-6', 'Anticancer']","['10.1016/S0031-9422(99)00132-6', ['Molluscicidal', 'Cell growth inhbition', 'Antibacterial', 'Inhibition of basal electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Anesthetic', 'Antifungal', 'Anti-inflamatory', 'Antioxidant', 'Antiallergenic', 'Mutagenic', 'Inhibition of Glycosidase', 'Antichagasic', 'Insecticidal', 'Inhibition of Cathepsin L', 'Genotoxic', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antimalarial', 'Antileishmanial', 'Antinociceptive', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Insect antennae response', 'Anticancer', 'Antiviral', 'Inhibition of Protease']]",doi_bioActivity
"['10.3390/molecules190812031', 'Insecticidal']","['10.3390/molecules190812031', ['Cell growth inhbition', 'Molluscicidal', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Inhibition of basal electron transport', 'Antiallergenic', 'Anesthetic', 'Mutagenic', 'Cytotoxic', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Antinociceptive', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Inhibition of ATP synthesis', 'Anticancer', 'Antioxidant', 'Insecticidal', 'Inhibition of Cathepsin L', 'Antichagasic', 'Antifungal', 'Antimalarial', 'Antibacterial', 'Antitrypanosomal', 'Anti-inflamatory', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.1016/j.phytochem.2006.06.004', 'Cytotoxic']","['10.1016/j.phytochem.2006.06.004', ['Genotoxic', 'Antiallergenic', 'Anxiolytic', 'Insect antennae response', 'Mutagenic', 'Antiangiogenic', 'Cytotoxic', 'Antinociceptive', 'Inhibition of Glycosidase', 'Inhibition of uncoupled electron transport', 'Cell growth inhbition', 'Molluscicidal', 'Anesthetic', 'Inhibition of phosphorylating electron transport', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin V', 'Anticancer', 'Antichagasic', 'Inhibition of basal electron transport', 'Antileishmanial', 'Inhibition of Myeloperoxodase', 'Antibacterial', 'Insecticidal', 'Antifungal', 'Antimalarial', 'Inhibition of ATP synthesis', 'Antioxidant', 'Antitrypanosomal', 'Anti-inflamatory', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.1590/S0100-40422010001000006', 'Antifungal']","['10.1590/S0100-40422010001000006', ['Cell growth inhbition', 'Molluscicidal', 'Anxiolytic', 'Antibacterial', 'Antiallergenic', 'Inhibition of uncoupled electron transport', 'Mutagenic', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Cytotoxic', 'Antifungal', 'Inhibition of Cathepsin L', 'Antichagasic', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Antimalarial', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Anesthetic', 'Antinociceptive', 'Antioxidant', 'Antileishmanial', 'Inhibition of ATP synthesis', 'Anticancer', 'Anti-inflamatory', 'Insect antennae response', 'Insecticidal', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Antiviral', 'Inhibition of Protease']]",doi_bioActivity
"['10.1023/B:JOEC.0000042400.14451.08', 'Insecticidal']","['10.1023/B:JOEC.0000042400.14451.08', ['Antiallergenic', 'Anxiolytic', 'Insect antennae response', 'Insecticidal', 'Genotoxic', 'Antinociceptive', 'Anesthetic', 'Mutagenic', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Inhibition of phosphorylating electron transport', 'Antichagasic', 'Antimalarial', 'Inhibition of basal electron transport', 'Anticancer', 'Inhibition of Cathepsin V', 'Antileishmanial', 'Molluscicidal', 'Inhibition of ATP synthesis', 'Antibacterial', 'Cell growth inhbition', 'Cytotoxic', 'Antiangiogenic', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Inhibition of Glycosidase', 'Anti-inflamatory', 'Inhibition of Myeloperoxodase', 'Antioxidant', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.1016/S0031-9422(00)00323-X', 'Antifungal']","['10.1016/S0031-9422(00)00323-X', ['Molluscicidal', 'Cell growth inhbition', 'Antibacterial', 'Anxiolytic', 'Inhibition of basal electron transport', 'Inhibition of uncoupled electron transport', 'Antifungal', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Anesthetic', 'Antiallergenic', 'Inhibition of ATP synthesis', 'Antioxidant', 'Mutagenic', 'Antichagasic', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin L', 'Insecticidal', 'Genotoxic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Inhibition of Cathepsin V', 'Cytotoxic', 'Antinociceptive', 'Antitrypanosomal', 'Antileishmanial', 'Inhibition of Acetylcholinesterase', 'Insect antennae response', 'Anticancer', 'Antiviral', 'Inhibition of Protease']]",doi_bioActivity
