true,restored,edge_type
"['10.1021/cc100076k', 'Inhibition of Cathepsin V']","['10.1021/cc100076k', ['Inhibition of Cathepsin V', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin L', 'Anti-inflamatory', 'Antichagasic', 'Molluscicidal', 'Insect antennae response', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Genotoxic', 'Mutagenic', 'Anticancer', 'Antioxidant', 'Insecticidal', 'Antitrypanosomal', 'Cytotoxic', 'Antileishmanial', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Antifungal', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Anxiolytic', 'Inhibition of Protease', 'Inhibition of basal electron transport', 'Antiviral', 'Inhibition of ATP synthesis', 'Antinociceptive']]",doi_bioActivity
"['10.1016/j.chroma.2009.02.009', 'Antimalarial']","['10.1016/j.chroma.2009.02.009', ['Inhibition of Cathepsin V', 'Antiallergenic', 'Insect antennae response', 'Inhibition of Myeloperoxodase', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Molluscicidal', 'Antimalarial', 'Inhibition of Cathepsin L', 'Mutagenic', 'Genotoxic', 'Antiangiogenic', 'Antitrypanosomal', 'Antibacterial', 'Antichagasic', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin B', 'Antileishmanial', 'Anticancer', 'Cytotoxic', 'Insecticidal', 'Antifungal', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Anxiolytic', 'Inhibition of Protease', 'Inhibition of basal electron transport', 'Antiviral', 'Inhibition of ATP synthesis', 'Antinociceptive']]",doi_bioActivity
"['10.1590/s0100-40422008000700015', 'Cytotoxic']","['10.1590/s0100-40422008000700015', ['Antibacterial', 'Inhibition of Cathepsin V', 'Antiallergenic', 'Mutagenic', 'Antifungal', 'Cytotoxic', 'Antiangiogenic', 'Genotoxic', 'Antileishmanial', 'Insecticidal', 'Anticancer', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase', 'Anti-inflamatory', 'Antimalarial', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Molluscicidal', 'Inhibition of Acetylcholinesterase', 'Insect antennae response', 'Antioxidant', 'Inhibition of Cathepsin B', 'Antitrypanosomal', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Anxiolytic', 'Inhibition of Protease', 'Antiviral', 'Inhibition of ATP synthesis', 'Antinociceptive']]",doi_bioActivity
"['10.1016/S0031-9422(00)00248-X', 'Antitrypanosomal']","['10.1016/S0031-9422(00)00248-X', ['Antibacterial', 'Inhibition of Cathepsin V', 'Antioxidant', 'Antifungal', 'Insecticidal', 'Anticancer', 'Antileishmanial', 'Inhibition of Cathepsin L', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Molluscicidal', 'Inhibition of Glycosidase', 'Antimalarial', 'Cytotoxic', 'Antiallergenic', 'Mutagenic', 'Inhibition of Cathepsin B', 'Genotoxic', 'Antitrypanosomal', 'Antiangiogenic', 'Anti-inflamatory', 'Insect antennae response', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Anxiolytic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive']]",doi_bioActivity
"['10.1590/S0100-40422005000600011', 'Antifungal']","['10.1590/S0100-40422005000600011', ['Inhibition of Cathepsin V', 'Antibacterial', 'Insecticidal', 'Inhibition of Cathepsin L', 'Antichagasic', 'Mutagenic', 'Antimalarial', 'Antiallergenic', 'Antiangiogenic', 'Genotoxic', 'Cytotoxic', 'Antifungal', 'Anticancer', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Anti-inflamatory', 'Molluscicidal', 'Insect antennae response', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Antitrypanosomal', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Anxiolytic', 'Inhibition of Protease', 'Inhibition of ATP synthesis', 'Antiviral', 'Antinociceptive']]",doi_bioActivity
"['10.1107/S1600536803019913', 'Antileishmanial']","['10.1107/S1600536803019913', ['Antibacterial', 'Inhibition of Cathepsin V', 'Antioxidant', 'Antifungal', 'Insecticidal', 'Inhibition of Myeloperoxodase', 'Anticancer', 'Antileishmanial', 'Mutagenic', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase', 'Antichagasic', 'Molluscicidal', 'Genotoxic', 'Cytotoxic', 'Antiallergenic', 'Antimalarial', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Antiangiogenic', 'Antitrypanosomal', 'Insect antennae response', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Anxiolytic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive']]",doi_bioActivity
"['10.1021/np800106x', 'Antibacterial']","['10.1021/np800106x', ['Inhibition of Cathepsin V', 'Antiallergenic', 'Molluscicidal', 'Insect antennae response', 'Anti-inflamatory', 'Cytotoxic', 'Mutagenic', 'Genotoxic', 'Inhibition of Acetylcholinesterase', 'Antiangiogenic', 'Antimalarial', 'Inhibition of Cathepsin L', 'Antifungal', 'Insecticidal', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antibacterial', 'Antichagasic', 'Anticancer', 'Antitrypanosomal', 'Inhibition of Cathepsin B', 'Antioxidant', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Anxiolytic', 'Inhibition of basal electron transport', 'Inhibition of Protease', 'Antiviral', 'Inhibition of ATP synthesis', 'Antinociceptive']]",doi_bioActivity
"['10.1590/S0103-50532005000800018', 'Antioxidant']","['10.1590/S0103-50532005000800018', ['Inhibition of Cathepsin V', 'Antiallergenic', 'Molluscicidal', 'Inhibition of Glycosidase', 'Antimalarial', 'Anti-inflamatory', 'Inhibition of Myeloperoxodase', 'Genotoxic', 'Mutagenic', 'Inhibition of Cathepsin L', 'Antileishmanial', 'Insect antennae response', 'Antiangiogenic', 'Inhibition of Acetylcholinesterase', 'Cytotoxic', 'Antioxidant', 'Antichagasic', 'Antitrypanosomal', 'Antibacterial', 'Inhibition of Cathepsin B', 'Anticancer', 'Insecticidal', 'Antifungal', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Anxiolytic', 'Inhibition of basal electron transport', 'Inhibition of Protease', 'Antiviral', 'Inhibition of ATP synthesis', 'Antinociceptive']]",doi_bioActivity
"['10.1021/np0103970', 'Antitrypanosomal']","['10.1021/np0103970', ['Inhibition of Cathepsin V', 'Antiallergenic', 'Antimalarial', 'Molluscicidal', 'Anti-inflamatory', 'Inhibition of Cathepsin L', 'Mutagenic', 'Antichagasic', 'Genotoxic', 'Antiangiogenic', 'Insect antennae response', 'Cytotoxic', 'Antitrypanosomal', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Antifungal', 'Insecticidal', 'Antileishmanial', 'Anticancer', 'Inhibition of Acetylcholinesterase', 'Inhibition of Glycosidase', 'Antibacterial', 'Antioxidant', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Anxiolytic', 'Inhibition of Protease', 'Antiviral', 'Inhibition of ATP synthesis', 'Antinociceptive']]",doi_bioActivity
"['10.1080/14786410412331271979', 'Cytotoxic']","['10.1080/14786410412331271979', ['Antiallergenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Molluscicidal', 'Anticancer', 'Antibacterial', 'Mutagenic', 'Antimalarial', 'Genotoxic', 'Inhibition of Cathepsin L', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Antichagasic', 'Cytotoxic', 'Inhibition of Cathepsin B', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Antileishmanial', 'Anti-inflamatory', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Insecticidal', 'Antioxidant', 'Anesthetic', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Cell growth inhbition', 'Anxiolytic', 'Inhibition of basal electron transport', 'Inhibition of Protease', 'Antiviral', 'Inhibition of ATP synthesis', 'Antinociceptive']]",doi_bioActivity
