true,restored,edge_type
"['10.1021/np1007476', 'Antioxidant']","['10.1021/np1007476', ['Antiallergenic', 'Inhibition of Cathepsin V', 'Molluscicidal', 'Inhibition of ATP synthesis', 'Mutagenic', 'Inhibition of uncoupled electron transport', 'Genotoxic', 'Antiangiogenic', 'Antichagasic', 'Inhibition of basal electron transport', 'Antimalarial', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin L', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Cytotoxic', 'Antifungal', 'Anticancer', 'Insecticidal', 'Antitrypanosomal', 'Antibacterial', 'Antioxidant', 'Anesthetic', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
"['10.1021/np070312g', 'Antioxidant']","['10.1021/np070312g', ['Antiallergenic', 'Inhibition of Cathepsin V', 'Anti-inflamatory', 'Molluscicidal', 'Mutagenic', 'Inhibition of ATP synthesis', 'Inhibition of uncoupled electron transport', 'Genotoxic', 'Inhibition of Myeloperoxodase', 'Antileishmanial', 'Inhibition of Glycosidase', 'Inhibition of basal electron transport', 'Antioxidant', 'Antimalarial', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Inhibition of phosphorylating electron transport', 'Antichagasic', 'Antiangiogenic', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin B', 'Cytotoxic', 'Antibacterial', 'Anticancer', 'Insecticidal', 'Antifungal', 'Anesthetic', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
"['10.1002/hlca.200890147', 'Antifungal']","['10.1002/hlca.200890147', ['Mutagenic', 'Genotoxic', 'Antiallergenic', 'Insecticidal', 'Cytotoxic', 'Molluscicidal', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of ATP synthesis', 'Anti-inflamatory', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Glycosidase', 'Antifungal', 'Inhibition of phosphorylating electron transport', 'Inhibition of Myeloperoxodase', 'Antitrypanosomal', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Antimalarial', 'Anticancer', 'Antioxidant', 'Antibacterial', 'Anesthetic', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
"['10.1515/znc-2002-5-602', 'Insecticidal']","['10.1515/znc-2002-5-602', ['Molluscicidal', 'Anti-inflamatory', 'Antiallergenic', 'Inhibition of ATP synthesis', 'Inhibition of uncoupled electron transport', 'Mutagenic', 'Inhibition of Cathepsin L', 'Antichagasic', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Inhibition of basal electron transport', 'Genotoxic', 'Antitrypanosomal', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Inhibition of Cathepsin V', 'Inhibition of Myeloperoxodase', 'Cytotoxic', 'Antiangiogenic', 'Insecticidal', 'Antioxidant', 'Inhibition of Glycosidase', 'Anticancer', 'Antibacterial', 'Antifungal', 'Anesthetic', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
"['10.1590/S0103-50532002000100010', 'Antitrypanosomal']","['10.1590/S0103-50532002000100010', ['Antiallergenic', 'Molluscicidal', 'Mutagenic', 'Inhibition of ATP synthesis', 'Genotoxic', 'Anti-inflamatory', 'Inhibition of uncoupled electron transport', 'Insecticidal', 'Inhibition of basal electron transport', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Inhibition of phosphorylating electron transport', 'Antiangiogenic', 'Cytotoxic', 'Antimalarial', 'Antibacterial', 'Inhibition of Cathepsin L', 'Antichagasic', 'Antitrypanosomal', 'Inhibition of Cathepsin V', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Antioxidant', 'Antifungal', 'Anticancer', 'Anesthetic', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
"['10.1021/jf60217a066', 'Insect antennae response']","['10.1021/jf60217a066', ['Insecticidal', 'Mutagenic', 'Genotoxic', 'Antiallergenic', 'Anti-inflamatory', 'Molluscicidal', 'Cytotoxic', 'Antileishmanial', 'Inhibition of ATP synthesis', 'Antibacterial', 'Inhibition of Acetylcholinesterase', 'Inhibition of uncoupled electron transport', 'Antitrypanosomal', 'Inhibition of basal electron transport', 'Inhibition of phosphorylating electron transport', 'Antichagasic', 'Antimalarial', 'Anesthetic', 'Antiangiogenic', 'Anticancer', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin V', 'Inhibition of Myeloperoxodase', 'Inhibition of Glycosidase', 'Antioxidant', 'Antifungal', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
"['10.1016/S0031-9422(98)00069-7', 'Inhibition of Glycosidase']","['10.1016/S0031-9422(98)00069-7', ['Insecticidal', 'Anti-inflamatory', 'Inhibition of ATP synthesis', 'Inhibition of uncoupled electron transport', 'Inhibition of Myeloperoxodase', 'Antitrypanosomal', 'Anesthetic', 'Inhibition of basal electron transport', 'Inhibition of phosphorylating electron transport', 'Molluscicidal', 'Inhibition of Cathepsin V', 'Antiallergenic', 'Genotoxic', 'Mutagenic', 'Antioxidant', 'Inhibition of Glycosidase', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Antiangiogenic', 'Antimalarial', 'Cell growth inhbition', 'Inhibition of Cathepsin L', 'Antichagasic', 'Inhibition of Cathepsin B', 'Antifungal', 'Antibacterial', 'Cytotoxic', 'Anticancer', 'Anxiolytic', 'Inhibition of Protease', 'Antiviral', 'Insect antennae response', 'Antinociceptive']]",doi_bioActivity
"['10.1590/S0100-40422012000700020', 'Inhibition of Acetylcholinesterase']","['10.1590/S0100-40422012000700020', ['Antiallergenic', 'Mutagenic', 'Genotoxic', 'Insecticidal', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Inhibition of Acetylcholinesterase', 'Inhibition of uncoupled electron transport', 'Antiangiogenic', 'Anti-inflamatory', 'Cytotoxic', 'Inhibition of basal electron transport', 'Antileishmanial', 'Inhibition of Glycosidase', 'Inhibition of phosphorylating electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin L', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Anticancer', 'Antitrypanosomal', 'Antifungal', 'Antibacterial', 'Antioxidant', 'Anesthetic', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
"['10.1021/np9703656', 'Antifungal']","['10.1021/np9703656', ['Anesthetic', 'Cell growth inhbition', 'Insecticidal', 'Antitrypanosomal', 'Insect antennae response', 'Antifungal', 'Antiallergenic', 'Antiangiogenic', 'Antibacterial', 'Anti-inflamatory', 'Inhibition of Myeloperoxodase', 'Cytotoxic', 'Genotoxic', 'Inhibition of ATP synthesis', 'Anticancer', 'Inhibition of Glycosidase', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin V', 'Mutagenic', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Inhibition of uncoupled electron transport', 'Antimalarial', 'Antichagasic', 'Molluscicidal', 'Inhibition of Cathepsin L', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antinociceptive', 'Anxiolytic', 'Inhibition of Protease', 'Antiviral']]",doi_bioActivity
"['10.1016/j.biortech.2010.01.041', 'Antiviral']","['10.1016/j.biortech.2010.01.041', ['Mutagenic', 'Genotoxic', 'Antileishmanial', 'Antiallergenic', 'Anti-inflamatory', 'Inhibition of Acetylcholinesterase', 'Inhibition of uncoupled electron transport', 'Antichagasic', 'Inhibition of ATP synthesis', 'Inhibition of Cathepsin L', 'Antimalarial', 'Inhibition of Cathepsin B', 'Molluscicidal', 'Inhibition of basal electron transport', 'Antioxidant', 'Inhibition of phosphorylating electron transport', 'Insecticidal', 'Antitrypanosomal', 'Inhibition of Cathepsin V', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Cytotoxic', 'Anticancer', 'Antibacterial', 'Antifungal', 'Anesthetic', 'Cell growth inhbition', 'Inhibition of Protease', 'Anxiolytic', 'Antiviral', 'Antinociceptive', 'Insect antennae response']]",doi_bioActivity
