true,restored,edge_type
"['10.1002/cbdv.200590016', 'Antioxidant']","['10.1002/cbdv.200590016', ['Insecticidal', 'Antifungal', 'Inhibition of Glycosidase', 'Cytotoxic', 'Antioxidant', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Antiallergenic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Anxiolytic', 'Anti-inflamatory', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Antileishmanial', 'Antibacterial', 'Inhibition of Cathepsin B', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1590/S0103-50532007000700017', 'Antifungal']","['10.1590/S0103-50532007000700017', ['Anticancer', 'Antioxidant', 'Antitrypanosomal', 'Antiallergenic', 'Inhibition of Glycosidase', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Insecticidal', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Antileishmanial', 'Antibacterial', 'Inhibition of ATP synthesis', 'Anesthetic', 'Molluscicidal', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1021/np800106x', 'Antibacterial']","['10.1021/np800106x', ['Anticancer', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Antiallergenic', 'Inhibition of Glycosidase', 'Insecticidal', 'Antifungal', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Genotoxic', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1590/S0100-46702007000300002', 'Antifungal']","['10.1590/S0100-46702007000300002', ['Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Antiviral', 'Genotoxic', 'Inhibition of Protease', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase', 'Antiallergenic', 'Anticancer', 'Antifungal', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Antitrypanosomal', 'Cytotoxic']]",doi_bioActivity
"['10.1107/S1600536803019913', 'Antileishmanial']","['10.1107/S1600536803019913', ['Insecticidal', 'Antifungal', 'Cytotoxic', 'Inhibition of Glycosidase', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Anticancer', 'Antiallergenic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Anti-inflamatory', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Antibacterial', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.3390/molecules190812031', 'Insecticidal']","['10.3390/molecules190812031', ['Inhibition of Glycosidase', 'Antioxidant', 'Insecticidal', 'Antitrypanosomal', 'Anticancer', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Antiallergenic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Anti-inflamatory', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1590/S0103-50532009000400008', 'Antitrypanosomal']","['10.1590/S0103-50532009000400008', ['Antiallergenic', 'Anticancer', 'Antitrypanosomal', 'Antioxidant', 'Insecticidal', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Inhibition of Glycosidase', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Anti-inflamatory', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1016/0040-4020(95)00254-6', 'Cytotoxic']","['10.1016/0040-4020(95)00254-6', ['Antioxidant', 'Anticancer', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of Glycosidase', 'Inhibition of Acetylcholinesterase', 'Antiallergenic', 'Insecticidal', 'Antifungal', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Genotoxic', 'Inhibition of Cathepsin B', 'Antileishmanial', 'Antibacterial', 'Inhibition of ATP synthesis', 'Anesthetic', 'Molluscicidal', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1590/S0102-695X2010005000017', 'Inhibition of Glycosidase']","['10.1590/S0102-695X2010005000017', ['Antiallergenic', 'Anticancer', 'Antioxidant', 'Cytotoxic', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Insecticidal', 'Antifungal', 'Inhibition of Glycosidase', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Anti-inflamatory', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1016/S0031-9422(99)00132-6', 'Cytotoxic']","['10.1016/S0031-9422(99)00132-6', ['Insecticidal', 'Antifungal', 'Inhibition of Glycosidase', 'Cytotoxic', 'Antioxidant', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Antiallergenic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Anxiolytic', 'Anti-inflamatory', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Antileishmanial', 'Antibacterial', 'Inhibition of Cathepsin B', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1590/S0102-695X2007000300003', 'Antioxidant']","['10.1590/S0102-695X2007000300003', ['Antioxidant', 'Cytotoxic', 'Antiallergenic', 'Insecticidal', 'Antitrypanosomal', 'Anticancer', 'Inhibition of Glycosidase', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Insect antennae response', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Genotoxic', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1021/np0103970', 'Antitrypanosomal']","['10.1021/np0103970', ['Antioxidant', 'Antitrypanosomal', 'Antiallergenic', 'Inhibition of Acetylcholinesterase', 'Insecticidal', 'Anticancer', 'Inhibition of Glycosidase', 'Antifungal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Antiangiogenic', 'Mutagenic', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Genotoxic', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Anesthetic', 'Inhibition of Cathepsin L']]",doi_bioActivity
