true,restored,edge_type
"['10.1016/S0031-9422(00)00225-9', 'Mogi Guacu/SP']","['10.1016/S0031-9422(00)00225-9', ['Santarem/PA', 'Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Lavras/MG', 'Iguape/SP', 'Chapada Dos Guimaraes/MT', 'N/A/ES', 'Cuiaba/MT', 'Corumba/MS', 'Urucuca/BA', 'Teodoro Sampaio/SP', 'Belem/PA', 'Manaus/AM', 'Recife/PE', 'Sao Carlos/SP', 'Rifaina/SP', 'Rio De Janeiro/RJ', 'Itirapina/SP', 'Rio Claro/SP', 'Piracicaba/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ibirama/SC', 'N/A/AM', 'Pirenopolis/GO', 'Araraquara/SP', 'Itacoatiara/AM', 'Rio Verde/GO', 'Murici/AL', 'Mogi Guacu/SP', 'Sao Miguel Arcanjo/SP', 'Sao Paulo/SP', 'N/A/SP', 'Londrina/PR', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Ribeirao Preto/SP', 'Ibate/SP', 'Sao Sebastiao Do Passe/BA', 'Apore/GO', 'Campinas/SP', 'Pocos De Caldas/MG', 'Peruibe/SP', 'Goiania/GO', 'N/A/MG', 'Cordeiropolis/SP', 'Cunha/SP', 'N/A/PE', 'Maues/AM', 'N/A/MS', 'Itaituba/PA']]",doi_collectionSite
"['10.1016/j.bmc.2010.12.056', 'Campinas/SP']","['10.1016/j.bmc.2010.12.056', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'N/A/PE', 'Lavras/MG', 'Urucuca/BA', 'Corumba/MS', 'Cuiaba/MT', 'N/A/MG', 'Itaituba/PA', 'N/A/CE', 'Sao Miguel Arcanjo/SP', 'Maues/AM', 'N/A/MS', 'Londrina/PR', 'Cunha/SP', 'Pocos De Caldas/MG', 'Sao Sebastiao Do Passe/BA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Campinas/SP', 'Rifaina/SP', 'Rio Claro/SP', 'Apore/GO', 'Ribeirao Preto/SP', 'Rio Verde/GO', 'Cordeiropolis/SP', 'Araraquara/SP', 'N/A/SP, Cedrela fissilis', 'Rio De Janeiro/RJ', 'Itacoatiara/AM', 'N/A/SP', 'Recife/PE', 'Pirenopolis/GO', 'Mogi Guacu/SP', 'N/A/AM', 'Belem/PA', 'Murici/AL', 'Ibirama/SC', 'Piracicaba/SP', 'Sao Carlos/SP', 'Itirapina/SP', 'Sao Paulo/SP', 'Peruibe/SP', 'N/A/ES', 'Teodoro Sampaio/SP', 'Ibate/SP', 'Goiania/GO', 'Manaus/AM']]",doi_collectionSite
"['10.5935/0103-5053.19930018', 'N/A/ES']","['10.5935/0103-5053.19930018', ['Igarape-acu/PA', 'Santarem/PA', 'Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Chapada Dos Guimaraes/MT', 'Corumba/MS', 'Iguape/SP', 'Urucuca/BA', 'Lavras/MG', 'Cuiaba/MT', 'N/A/CE', 'Maues/AM', 'Teodoro Sampaio/SP', 'Recife/PE', 'Apore/GO', 'Belem/PA', 'N/A/MG', 'Ibate/SP', 'Campinas/SP', 'Rifaina/SP', 'Itaituba/PA', 'Peruibe/SP', 'Goiania/GO', 'Itirapina/SP', 'N/A/SP', 'Manaus/AM', 'Cunha/SP', 'Araraquara/SP', 'N/A/MS', 'Rio De Janeiro/RJ', 'Rio Claro/SP', 'Mogi Guacu/SP', 'Ibirama/SC', 'Sao Paulo/SP', 'N/A/ES', 'Ribeirao Preto/SP', 'Sao Carlos/SP', 'Cordeiropolis/SP', 'Sao Sebastiao Do Passe/BA', 'Sao Miguel Arcanjo/SP', 'Londrina/PR', 'N/A/PE', 'Rio Verde/GO', 'N/A/SP, Cedrela fissilis', 'N/A/AM', 'Murici/AL', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Itacoatiara/AM', 'Pirenopolis/GO', 'Piracicaba/SP', 'Pocos De Caldas/MG']]",doi_collectionSite
"['10.1515/znc-2002-5-602', 'Londrina/PR']","['10.1515/znc-2002-5-602', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Santarem/PA', 'Igarape-acu/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Corumba/MS', 'Urucuca/BA', 'Cuiaba/MT', 'Peruibe/SP', 'Itirapina/SP', 'Pirenopolis/GO', 'N/A/CE', 'Cunha/SP', 'Sao Sebastiao Do Passe/BA', 'Goiania/GO', 'Itacoatiara/AM', 'Campinas/SP', 'N/A/PE', 'N/A/MS', 'Rio De Janeiro/RJ', 'Rio Verde/GO', 'Apore/GO', 'Ibirama/SC', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Paulo/SP', 'Itaituba/PA', 'N/A/MG', 'Maues/AM', 'Rifaina/SP', 'Sao Miguel Arcanjo/SP', 'Rio Claro/SP', 'Murici/AL', 'Pocos De Caldas/MG', 'Cordeiropolis/SP', 'Ibate/SP', 'N/A/AM', 'Manaus/AM', 'Londrina/PR', 'N/A/ES', 'N/A/SP, Cedrela fissilis', 'Teodoro Sampaio/SP', 'Mogi Guacu/SP', 'Araraquara/SP', 'Belem/PA', 'N/A/SP', 'Recife/PE', 'Ribeirao Preto/SP', 'Sao Carlos/SP', 'Piracicaba/SP']]",doi_collectionSite
"['10.1590/S0103-50532007000700017', 'Mogi Guacu/SP']","['10.1590/S0103-50532007000700017', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Urucuca/BA', 'Corumba/MS', 'Cuiaba/MT', 'N/A/CE', 'Apore/GO', 'N/A/MG', 'Campinas/SP', 'Sao Sebastiao Do Passe/BA', 'Rio De Janeiro/RJ', 'Itaituba/PA', 'Itirapina/SP', 'N/A/PE', 'Cunha/SP', 'Rifaina/SP', 'Maues/AM', 'Rio Verde/GO', 'Sao Miguel Arcanjo/SP', 'N/A/MS', 'Rio Claro/SP', 'Peruibe/SP', 'Londrina/PR', 'N/A/SP, Cedrela fissilis', 'Cordeiropolis/SP', 'Goiania/GO', 'Recife/PE', 'Mogi Guacu/SP', 'Sao Paulo/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Carlos/SP', 'Teodoro Sampaio/SP', 'Ribeirao Preto/SP', 'N/A/SP', 'Murici/AL', 'Ibirama/SC', 'Ibate/SP', 'Piracicaba/SP', 'Pirenopolis/GO', 'N/A/ES', 'Itacoatiara/AM', 'Araraquara/SP', 'Pocos De Caldas/MG', 'Belem/PA', 'N/A/AM', 'Manaus/AM']]",doi_collectionSite
"['10.1016/j.micres.2004.06.003', 'Sao Carlos/SP']","['10.1016/j.micres.2004.06.003', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Urucuca/BA', 'Corumba/MS', 'Cuiaba/MT', 'N/A/MG', 'N/A/CE', 'Itaituba/PA', 'N/A/PE', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Londrina/PR', 'Sao Miguel Arcanjo/SP', 'Rio Verde/GO', 'Cunha/SP', 'Campinas/SP', 'Maues/AM', 'Pirenopolis/GO', 'Rio Claro/SP', 'Rio De Janeiro/RJ', 'Itacoatiara/AM', 'Itirapina/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Apore/GO', 'Cordeiropolis/SP', 'Recife/PE', 'N/A/SP, Cedrela fissilis', 'Sao Paulo/SP', 'Peruibe/SP', 'Pocos De Caldas/MG', 'Ribeirao Preto/SP', 'Ibirama/SC', 'Teodoro Sampaio/SP', 'Murici/AL', 'N/A/SP', 'Piracicaba/SP', 'N/A/ES', 'Araraquara/SP', 'Ibate/SP', 'Goiania/GO', 'Sao Carlos/SP', 'Manaus/AM', 'N/A/AM', 'Mogi Guacu/SP', 'Belem/PA']]",doi_collectionSite
"['10.1021/np50086a012', 'N/A/MG']","['10.1021/np50086a012', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Corumba/MS', 'Urucuca/BA', 'Cuiaba/MT', 'N/A/PE', 'Campinas/SP', 'N/A/CE', 'Cunha/SP', 'N/A/MG', 'Rio De Janeiro/RJ', 'Sao Miguel Arcanjo/SP', 'Sao Sebastiao Do Passe/BA', 'Apore/GO', 'Itaituba/PA', 'Maues/AM', 'Londrina/PR', 'Rio Verde/GO', 'N/A/MS', 'Araraquara/SP', 'Sao Paulo/SP', 'Cordeiropolis/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rifaina/SP', 'Rio Claro/SP', 'Pocos De Caldas/MG', 'Ribeirao Preto/SP', 'Belem/PA', 'Peruibe/SP', 'Recife/PE', 'N/A/SP, Cedrela fissilis', 'Itirapina/SP', 'Murici/AL', 'Ibirama/SC', 'Itacoatiara/AM', 'Pirenopolis/GO', 'Mogi Guacu/SP', 'Goiania/GO', 'N/A/ES', 'Piracicaba/SP', 'N/A/SP', 'Teodoro Sampaio/SP', 'Ibate/SP', 'Sao Carlos/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1016/S0031-9422(98)00069-7', 'Corumba/MS']","['10.1016/S0031-9422(98)00069-7', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Corumba/MS', 'Urucuca/BA', 'Cuiaba/MT', 'Rio De Janeiro/RJ', 'Sao Sebastiao Do Passe/BA', 'Itirapina/SP', 'Peruibe/SP', 'Goiania/GO', 'Rio Verde/GO', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Pirenopolis/GO', 'Itacoatiara/AM', 'N/A/SP, Cedrela fissilis', 'Rio Claro/SP', 'N/A/CE', 'Apore/GO', 'Rifaina/SP', 'Campinas/SP', 'Cunha/SP', 'N/A/MG', 'Ibirama/SC', 'N/A/ES', 'Sao Miguel Arcanjo/SP', 'Sao Paulo/SP', 'Cordeiropolis/SP', 'Ibate/SP', 'Itaituba/PA', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'Londrina/PR', 'Belem/PA', 'Recife/PE', 'N/A/PE', 'Piracicaba/SP', 'Manaus/AM', 'Maues/AM', 'Murici/AL', 'N/A/SP', 'Teodoro Sampaio/SP', 'N/A/MS', 'Araraquara/SP', 'Mogi Guacu/SP', 'Ribeirao Preto/SP']]",doi_collectionSite
"['10.1016/0040-4020(95)00254-6', 'Sao Paulo/SP']","['10.1016/0040-4020(95)00254-6', ['Vicosa/MG', 'Igarape-acu/PA', 'Santarem/PA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Corumba/MS', 'Urucuca/BA', 'Cuiaba/MT', 'Apore/GO', 'N/A/PE', 'Campinas/SP', 'Itirapina/SP', 'N/A/MS', 'Maues/AM', 'N/A/CE', 'N/A/MG', 'Cunha/SP', 'Sao Sebastiao Do Passe/BA', 'Goiania/GO', 'Rio Claro/SP', 'Sao Miguel Arcanjo/SP', 'Rio De Janeiro/RJ', 'Mogi Guacu/SP', 'Rio Verde/GO', 'Belem/PA', 'Peruibe/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Itaituba/PA', 'Ribeirao Preto/SP', 'Rifaina/SP', 'Recife/PE', 'Ibirama/SC', 'Londrina/PR', 'Teodoro Sampaio/SP', 'Murici/AL', 'N/A/AM', 'Cordeiropolis/SP', 'N/A/SP', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'N/A/ES', 'Sao Paulo/SP', 'N/A/SP, Cedrela fissilis', 'Pirenopolis/GO', 'Piracicaba/SP', 'Araraquara/SP', 'Itacoatiara/AM', 'Ibate/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1055/s-0034-1368301', 'Ribeirao Preto/SP']","['10.1055/s-0034-1368301', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Urucuca/BA', 'Corumba/MS', 'Cuiaba/MT', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'N/A/PE', 'Rio Verde/GO', 'Rifaina/SP', 'Londrina/PR', 'Sao Sebastiao Do Passe/BA', 'Recife/PE', 'Rio Claro/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Maues/AM', 'Itaituba/PA', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'N/A/MS', 'Itirapina/SP', 'Rio De Janeiro/RJ', 'Itacoatiara/AM', 'Ibirama/SC', 'Cunha/SP', 'Sao Carlos/SP', 'Pirenopolis/GO', 'Peruibe/SP', 'N/A/ES', 'Cordeiropolis/SP', 'Campinas/SP', 'N/A/SP', 'Piracicaba/SP', 'Apore/GO', 'Teodoro Sampaio/SP', 'Araraquara/SP', 'Mogi Guacu/SP', 'Murici/AL', 'Belem/PA', 'Ribeirao Preto/SP', 'N/A/AM', 'Sao Paulo/SP', 'Pocos De Caldas/MG', 'Goiania/GO', 'Manaus/AM', 'Ibate/SP']]",doi_collectionSite
"['10.1016/j.jfca.2003.09.013', 'N/A/SP']","['10.1016/j.jfca.2003.09.013', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Urucuca/BA', 'Lavras/MG', 'Corumba/MS', 'Cuiaba/MT', 'N/A/CE', 'Itaituba/PA', 'N/A/MG', 'Ibate/SP', 'Apore/GO', 'Rio Verde/GO', 'Sao Miguel Arcanjo/SP', 'Londrina/PR', 'N/A/SP, Cedrela fissilis', 'Maues/AM', 'N/A/PE', 'N/A/MS', 'Cunha/SP', 'Sao Sebastiao Do Passe/BA', 'Sao Paulo/SP', 'Peruibe/SP', 'Cordeiropolis/SP', 'Rifaina/SP', 'Sao Carlos/SP', 'N/A/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rio Claro/SP', 'Campinas/SP', 'Recife/PE', 'Itacoatiara/AM', 'Rio De Janeiro/RJ', 'Piracicaba/SP', 'N/A/AM', 'Pirenopolis/GO', 'Pocos De Caldas/MG', 'Itirapina/SP', 'Ribeirao Preto/SP', 'Belem/PA', 'Araraquara/SP', 'Goiania/GO', 'Mogi Guacu/SP', 'N/A/ES', 'Murici/AL', 'Ibirama/SC', 'Manaus/AM', 'Teodoro Sampaio/SP']]",doi_collectionSite
"['10.1016/S0031-9422(99)00132-6', 'Ibate/SP']","['10.1016/S0031-9422(99)00132-6', ['Santarem/PA', 'Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Lavras/MG', 'Iguape/SP', 'Chapada Dos Guimaraes/MT', 'N/A/ES', 'Cuiaba/MT', 'Corumba/MS', 'Urucuca/BA', 'Teodoro Sampaio/SP', 'Manaus/AM', 'Belem/PA', 'Recife/PE', 'Rio De Janeiro/RJ', 'Sao Carlos/SP', 'Itirapina/SP', 'Rifaina/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/AM', 'Rio Claro/SP', 'Ibirama/SC', 'Itacoatiara/AM', 'Araraquara/SP', 'Mogi Guacu/SP', 'Sao Paulo/SP', 'Murici/AL', 'N/A/SP', 'Ribeirao Preto/SP', 'Ibate/SP', 'Rio Verde/GO', 'Pocos De Caldas/MG', 'Sao Miguel Arcanjo/SP', 'N/A/CE', 'Apore/GO', 'Campinas/SP', 'Goiania/GO', 'Londrina/PR', 'Peruibe/SP', 'Cunha/SP', 'N/A/SP, Cedrela fissilis', 'Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Maues/AM', 'Cordeiropolis/SP', 'N/A/MG', 'N/A/PE', 'Itaituba/PA']]",doi_collectionSite
"['10.1515/znc-2011-5-607', 'Sao Paulo/SP']","['10.1515/znc-2011-5-607', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Urucuca/BA', 'Lavras/MG', 'Corumba/MS', 'Cuiaba/MT', 'N/A/CE', 'Sao Sebastiao Do Passe/BA', 'N/A/MG', 'N/A/PE', 'Rio Verde/GO', 'Itaituba/PA', 'Sao Miguel Arcanjo/SP', 'Apore/GO', 'N/A/SP, Cedrela fissilis', 'Maues/AM', 'Campinas/SP', 'Londrina/PR', 'Rio De Janeiro/RJ', 'Itirapina/SP', 'Rifaina/SP', 'Cunha/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ibirama/SC', 'Cordeiropolis/SP', 'N/A/MS', 'Goiania/GO', 'Rio Claro/SP', 'N/A/AM', 'Pocos De Caldas/MG', 'Piracicaba/SP', 'Pirenopolis/GO', 'Sao Carlos/SP', 'Recife/PE', 'Itacoatiara/AM', 'N/A/SP', 'Murici/AL', 'Peruibe/SP', 'Belem/PA', 'Ribeirao Preto/SP', 'Ibate/SP', 'Sao Paulo/SP', 'Araraquara/SP', 'Mogi Guacu/SP', 'N/A/ES', 'Teodoro Sampaio/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1021/jf60217a066', 'Igarape-acu/PA']","['10.1021/jf60217a066', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Urucuca/BA', 'Lavras/MG', 'Corumba/MS', 'Cuiaba/MT', 'N/A/MG', 'N/A/SP, Cedrela fissilis', 'N/A/CE', 'Itaituba/PA', 'Sao Sebastiao Do Passe/BA', 'Londrina/PR', 'Sao Miguel Arcanjo/SP', 'Rio Verde/GO', 'Rifaina/SP', 'Rio De Janeiro/RJ', 'N/A/PE', 'Cordeiropolis/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Apore/GO', 'Rio Claro/SP', 'Cunha/SP', 'Itacoatiara/AM', 'Pocos De Caldas/MG', 'Maues/AM', 'Sao Carlos/SP', 'Pirenopolis/GO', 'Campinas/SP', 'Piracicaba/SP', 'N/A/SP', 'N/A/MS', 'Recife/PE', 'Itirapina/SP', 'Ibate/SP', 'N/A/AM', 'Araraquara/SP', 'Peruibe/SP', 'Ribeirao Preto/SP', 'Murici/AL', 'N/A/ES', 'Sao Paulo/SP', 'Teodoro Sampaio/SP', 'Manaus/AM', 'Goiania/GO', 'Ibirama/SC', 'Mogi Guacu/SP', 'Belem/PA']]",doi_collectionSite
"['10.1590/S1519-566X2008000600013', 'Itacoatiara/AM']","['10.1590/S1519-566X2008000600013', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Urucuca/BA', 'Corumba/MS', 'Cuiaba/MT', 'N/A/MG', 'Rifaina/SP', 'N/A/ES', 'N/A/PE', 'Londrina/PR', 'N/A/CE', 'Sao Sebastiao Do Passe/BA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/SP', 'Recife/PE', 'Maues/AM', 'Itaituba/PA', 'Rio Claro/SP', 'Sao Miguel Arcanjo/SP', 'Rio Verde/GO', 'Teodoro Sampaio/SP', 'Mogi Guacu/SP', 'Rio De Janeiro/RJ', 'N/A/SP, Cedrela fissilis', 'N/A/MS', 'Belem/PA', 'Cordeiropolis/SP', 'Pocos De Caldas/MG', 'Itacoatiara/AM', 'Itirapina/SP', 'Pirenopolis/GO', 'Sao Carlos/SP', 'Ibirama/SC', 'N/A/AM', 'Cunha/SP', 'Murici/AL', 'Araraquara/SP', 'Manaus/AM', 'Peruibe/SP', 'Apore/GO', 'Piracicaba/SP', 'Ribeirao Preto/SP', 'Sao Paulo/SP', 'Goiania/GO', 'Ibate/SP', 'Campinas/SP']]",doi_collectionSite
"['10.1055/s-0028-1088323', 'Sao Carlos/SP']","['10.1055/s-0028-1088323', ['Vicosa/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Santarem/PA', 'Chapada Dos Guimaraes/MT', 'Iguape/SP', 'Lavras/MG', 'Urucuca/BA', 'Corumba/MS', 'Cuiaba/MT', 'N/A/MG', 'Peruibe/SP', 'Itaituba/PA', 'Itacoatiara/AM', 'N/A/CE', 'Pirenopolis/GO', 'Campinas/SP', 'Sao Paulo/SP', 'Rifaina/SP', 'Ibate/SP', 'N/A/PE', 'Rio Verde/GO', 'N/A/MS', 'Sao Sebastiao Do Passe/BA', 'Cunha/SP', 'Sao Miguel Arcanjo/SP', 'Rio De Janeiro/RJ', 'Londrina/PR', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Recife/PE', 'N/A/SP, Cedrela fissilis', 'Pocos De Caldas/MG', 'Manaus/AM', 'N/A/SP', 'Murici/AL', 'N/A/ES', 'Itirapina/SP', 'Cordeiropolis/SP', 'Rio Claro/SP', 'Ibirama/SC', 'Maues/AM', 'Ribeirao Preto/SP', 'N/A/AM', 'Apore/GO', 'Goiania/GO', 'Teodoro Sampaio/SP', 'Sao Carlos/SP', 'Mogi Guacu/SP', 'Araraquara/SP', 'Piracicaba/SP', 'Belem/PA']]",doi_collectionSite
