true,restored,edge_type
"['10.1021/jf00030a035', 'Anticancer']","['10.1021/jf00030a035', ['Cell growth inhbition', 'Antiallergenic', 'Insect antennae response', 'Mutagenic', 'Genotoxic', 'Anticancer', 'Antichagasic', 'Inhibition of Cathepsin B', 'Anxiolytic', 'Antinociceptive', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Antiviral', 'Anti-inflamatory', 'Molluscicidal', 'Antimalarial', 'Inhibition of Glycosidase', 'Cytotoxic', 'Antioxidant', 'Inhibition of Protease', 'Insecticidal', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Anesthetic', 'Antifungal', 'Inhibition of phosphorylating electron transport', 'Inhibition of ATP synthesis', 'Inhibition of uncoupled electron transport', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1590/S0103-50532005000400031', 'Insecticidal']","['10.1590/S0103-50532005000400031', ['Antiallergenic', 'Insect antennae response', 'Anxiolytic', 'Mutagenic', 'Insecticidal', 'Cell growth inhbition', 'Genotoxic', 'Anesthetic', 'Antinociceptive', 'Molluscicidal', 'Antitrypanosomal', 'Antiviral', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Antibacterial', 'Inhibition of Cathepsin V', 'Inhibition of phosphorylating electron transport', 'Anticancer', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Antichagasic', 'Antimalarial', 'Inhibition of Protease', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Antifungal', 'Inhibition of Cathepsin L', 'Cytotoxic', 'Antioxidant']]",doi_bioActivity
"['10.1016/S0031-9422(97)00238-0', 'Antifungal']","['10.1016/S0031-9422(97)00238-0', ['Antiallergenic', 'Anxiolytic', 'Cell growth inhbition', 'Antiangiogenic', 'Antichagasic', 'Insect antennae response', 'Mutagenic', 'Antinociceptive', 'Inhibition of Cathepsin B', 'Antibacterial', 'Inhibition of Acetylcholinesterase', 'Antiviral', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin V', 'Genotoxic', 'Cytotoxic', 'Anesthetic', 'Inhibition of Cathepsin L', 'Antimalarial', 'Antitrypanosomal', 'Anticancer', 'Molluscicidal', 'Anti-inflamatory', 'Inhibition of Protease', 'Inhibition of Myeloperoxodase', 'Inhibition of uncoupled electron transport', 'Insecticidal', 'Antifungal', 'Antileishmanial', 'Inhibition of phosphorylating electron transport', 'Antioxidant', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis']]",doi_bioActivity
"['10.1021/np0303963', 'Cytotoxic']","['10.1021/np0303963', ['Insect antennae response', 'Antiallergenic', 'Anxiolytic', 'Cell growth inhbition', 'Mutagenic', 'Antinociceptive', 'Antiviral', 'Genotoxic', 'Anesthetic', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Molluscicidal', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Anti-inflamatory', 'Antichagasic', 'Inhibition of Protease', 'Inhibition of Myeloperoxodase', 'Antibacterial', 'Inhibition of Cathepsin V', 'Insecticidal', 'Inhibition of uncoupled electron transport', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antioxidant', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Anticancer', 'Inhibition of ATP synthesis', 'Inhibition of Cathepsin L', 'Inhibition of basal electron transport', 'Cytotoxic', 'Antifungal']]",doi_bioActivity
"['10.5935/0103-5053.19960024', 'Antifungal']","['10.5935/0103-5053.19960024', ['Cell growth inhbition', 'Insect antennae response', 'Antiviral', 'Inhibition of Protease', 'Antitrypanosomal', 'Antiallergenic', 'Insecticidal', 'Antinociceptive', 'Antichagasic', 'Mutagenic', 'Antimalarial', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Genotoxic', 'Anxiolytic', 'Antibacterial', 'Inhibition of basal electron transport', 'Anti-inflamatory', 'Cytotoxic', 'Anticancer', 'Inhibition of phosphorylating electron transport', 'Inhibition of Myeloperoxodase', 'Inhibition of ATP synthesis', 'Antifungal', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin V', 'Molluscicidal', 'Antioxidant']]",doi_bioActivity
"['10.1002/ps.1278', 'Insecticidal']","['10.1002/ps.1278', ['Insect antennae response', 'Cell growth inhbition', 'Antiallergenic', 'Anxiolytic', 'Mutagenic', 'Antinociceptive', 'Genotoxic', 'Anesthetic', 'Antibacterial', 'Antichagasic', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Anti-inflamatory', 'Antioxidant', 'Antiviral', 'Inhibition of Cathepsin B', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Antileishmanial', 'Anticancer', 'Antimalarial', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Inhibition of phosphorylating electron transport', 'Antitrypanosomal', 'Inhibition of Glycosidase', 'Molluscicidal', 'Cytotoxic', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Inhibition of Cathepsin V', 'Antifungal']]",doi_bioActivity
"['10.4067/S0717-97072009000300004', 'Inhibition of Glycosidase']","['10.4067/S0717-97072009000300004', ['Antiallergenic', 'Insect antennae response', 'Antinociceptive', 'Inhibition of Acetylcholinesterase', 'Cell growth inhbition', 'Anti-inflamatory', 'Anesthetic', 'Anxiolytic', 'Antiviral', 'Antioxidant', 'Mutagenic', 'Molluscicidal', 'Antichagasic', 'Inhibition of Protease', 'Antimalarial', 'Antileishmanial', 'Genotoxic', 'Inhibition of Cathepsin B', 'Antiangiogenic', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of phosphorylating electron transport', 'Antitrypanosomal', 'Inhibition of basal electron transport', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin V', 'Antibacterial', 'Inhibition of ATP synthesis', 'Insecticidal', 'Inhibition of Glycosidase', 'Anticancer', 'Cytotoxic', 'Antifungal']]",doi_bioActivity
"['10.1080/14786410903335232', 'Anticancer']","['10.1080/14786410903335232', ['Antiallergenic', 'Antinociceptive', 'Cell growth inhbition', 'Antiviral', 'Antichagasic', 'Antimalarial', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Inhibition of Cathepsin B', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Inhibition of Protease', 'Anti-inflamatory', 'Molluscicidal', 'Mutagenic', 'Anesthetic', 'Anticancer', 'Antibacterial', 'Antioxidant', 'Genotoxic', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Antileishmanial', 'Cytotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Insecticidal', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Antifungal']]",doi_bioActivity
"['10.1016/j.micres.2004.06.003', 'Antibacterial']","['10.1016/j.micres.2004.06.003', ['Antiallergenic', 'Cell growth inhbition', 'Antichagasic', 'Anxiolytic', 'Antiangiogenic', 'Inhibition of Cathepsin B', 'Anticancer', 'Antinociceptive', 'Antiviral', 'Inhibition of Cathepsin L', 'Mutagenic', 'Anesthetic', 'Insect antennae response', 'Inhibition of Glycosidase', 'Cytotoxic', 'Antimalarial', 'Inhibition of Acetylcholinesterase', 'Inhibition of Protease', 'Insecticidal', 'Genotoxic', 'Inhibition of uncoupled electron transport', 'Antibacterial', 'Inhibition of Cathepsin V', 'Inhibition of Myeloperoxodase', 'Inhibition of phosphorylating electron transport', 'Antifungal', 'Molluscicidal', 'Antitrypanosomal', 'Anti-inflamatory', 'Antioxidant', 'Inhibition of basal electron transport', 'Antileishmanial', 'Inhibition of ATP synthesis']]",doi_bioActivity
"['10.1590/S0100-40421998000600005', 'Antifungal']","['10.1590/S0100-40421998000600005', ['Anxiolytic', 'Inhibition of uncoupled electron transport', 'Anesthetic', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Inhibition of basal electron transport', 'Molluscicidal', 'Cell growth inhbition', 'Antiviral', 'Antichagasic', 'Inhibition of ATP synthesis', 'Antiallergenic', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Inhibition of Cathepsin B', 'Antimalarial', 'Insecticidal', 'Antinociceptive', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin L', 'Inhibition of Protease', 'Inhibition of Glycosidase', 'Mutagenic', 'Anti-inflamatory', 'Antioxidant', 'Cytotoxic', 'Antiangiogenic', 'Anticancer', 'Antibacterial', 'Genotoxic', 'Antifungal', 'Antileishmanial', 'Inhibition of Cathepsin V']]",doi_bioActivity
