true,restored,edge_type
"['10.3390/molecules15129205', 'Inhibition of Acetylcholinesterase']","['10.3390/molecules15129205', ['Insect antennae response', 'Anxiolytic', 'Antiallergenic', 'Genotoxic', 'Antinociceptive', 'Anesthetic', 'Mutagenic', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Inhibition of Cathepsin B', 'Antichagasic', 'Inhibition of Cathepsin L', 'Inhibition of ATP synthesis', 'Inhibition of Protease', 'Cell growth inhbition', 'Inhibition of basal electron transport', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Anticancer', 'Inhibition of Glycosidase', 'Molluscicidal', 'Insecticidal', 'Antibacterial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Anti-inflamatory', 'Antifungal', 'Antileishmanial', 'Cytotoxic']]",doi_bioActivity
"['10.1055/s-0029-1185364', 'Antitrypanosomal']","['10.1055/s-0029-1185364', ['Insect antennae response', 'Genotoxic', 'Antiallergenic', 'Antinociceptive', 'Cell growth inhbition', 'Anxiolytic', 'Anesthetic', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Mutagenic', 'Molluscicidal', 'Antiangiogenic', 'Antiviral', 'Antibacterial', 'Inhibition of basal electron transport', 'Antimalarial', 'Inhibition of ATP synthesis', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Inhibition of Glycosidase', 'Anti-inflamatory', 'Antichagasic', 'Antifungal', 'Inhibition of Cathepsin B', 'Anticancer', 'Inhibition of Cathepsin L', 'Cytotoxic', 'Inhibition of Myeloperoxodase', 'Antioxidant', 'Insecticidal', 'Antileishmanial']]",doi_bioActivity
"['10.1590/S0103-50532010000500016', 'Insecticidal']","['10.1590/S0103-50532010000500016', ['Insect antennae response', 'Cell growth inhbition', 'Genotoxic', 'Antiallergenic', 'Anxiolytic', 'Antinociceptive', 'Anesthetic', 'Mutagenic', 'Insecticidal', 'Antimalarial', 'Antichagasic', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Antiangiogenic', 'Inhibition of Cathepsin B', 'Antitrypanosomal', 'Inhibition of Cathepsin L', 'Inhibition of phosphorylating electron transport', 'Inhibition of Cathepsin V', 'Antifungal', 'Inhibition of Glycosidase', 'Inhibition of basal electron transport', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of uncoupled electron transport', 'Antileishmanial', 'Anti-inflamatory', 'Molluscicidal', 'Inhibition of Myeloperoxodase', 'Cytotoxic', 'Antioxidant']]",doi_bioActivity
"['10.1590/S0103-50532005000400005', 'Antioxidant']","['10.1590/S0103-50532005000400005', ['Insect antennae response', 'Cell growth inhbition', 'Antinociceptive', 'Anti-inflamatory', 'Genotoxic', 'Anesthetic', 'Inhibition of phosphorylating electron transport', 'Molluscicidal', 'Inhibition of basal electron transport', 'Inhibition of Cathepsin V', 'Antileishmanial', 'Anxiolytic', 'Inhibition of Myeloperoxodase', 'Inhibition of ATP synthesis', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antitrypanosomal', 'Antiallergenic', 'Mutagenic', 'Inhibition of uncoupled electron transport', 'Insecticidal', 'Inhibition of Protease', 'Antiviral', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Cytotoxic', 'Antibacterial', 'Antimalarial', 'Antifungal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Anticancer']]",doi_bioActivity
"['10.1021/np0103970', 'Antitrypanosomal']","['10.1021/np0103970', ['Insect antennae response', 'Cell growth inhbition', 'Genotoxic', 'Inhibition of Protease', 'Antinociceptive', 'Antiallergenic', 'Molluscicidal', 'Anxiolytic', 'Antiviral', 'Mutagenic', 'Antiangiogenic', 'Anesthetic', 'Inhibition of phosphorylating electron transport', 'Cytotoxic', 'Antichagasic', 'Antimalarial', 'Inhibition of basal electron transport', 'Insecticidal', 'Inhibition of ATP synthesis', 'Antifungal', 'Inhibition of Glycosidase', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin B', 'Anticancer', 'Antitrypanosomal', 'Anti-inflamatory', 'Inhibition of Myeloperoxodase', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Antioxidant', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin V']]",doi_bioActivity
"['10.4067/S0717-97072009000300004', 'Inhibition of Glycosidase']","['10.4067/S0717-97072009000300004', ['Insect antennae response', 'Anxiolytic', 'Antinociceptive', 'Antiallergenic', 'Genotoxic', 'Anesthetic', 'Inhibition of Protease', 'Antiviral', 'Cell growth inhbition', 'Mutagenic', 'Inhibition of phosphorylating electron transport', 'Inhibition of Acetylcholinesterase', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Inhibition of uncoupled electron transport', 'Insecticidal', 'Molluscicidal', 'Inhibition of Cathepsin V', 'Anti-inflamatory', 'Antimalarial', 'Antitrypanosomal', 'Antifungal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase', 'Anticancer', 'Cytotoxic', 'Antibacterial', 'Inhibition of Myeloperoxodase', 'Antioxidant']]",doi_bioActivity
"['10.1590/s0100-40422008000700015', 'Cytotoxic']","['10.1590/s0100-40422008000700015', ['Insect antennae response', 'Genotoxic', 'Cell growth inhbition', 'Anxiolytic', 'Mutagenic', 'Cytotoxic', 'Antiangiogenic', 'Antibacterial', 'Antiallergenic', 'Antichagasic', 'Antifungal', 'Molluscicidal', 'Inhibition of Cathepsin B', 'Inhibition of Glycosidase', 'Antinociceptive', 'Inhibition of basal electron transport', 'Inhibition of phosphorylating electron transport', 'Insecticidal', 'Antimalarial', 'Anticancer', 'Inhibition of ATP synthesis', 'Anesthetic', 'Inhibition of Protease', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin V', 'Inhibition of uncoupled electron transport', 'Inhibition of Myeloperoxodase', 'Antiviral', 'Antileishmanial', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Antitrypanosomal', 'Anti-inflamatory']]",doi_bioActivity
"['10.1021/np0303963', 'Cytotoxic']","['10.1021/np0303963', ['Insect antennae response', 'Genotoxic', 'Anxiolytic', 'Antinociceptive', 'Antiallergenic', 'Cell growth inhbition', 'Mutagenic', 'Inhibition of Protease', 'Antichagasic', 'Antiviral', 'Antimalarial', 'Inhibition of Glycosidase', 'Anesthetic', 'Anticancer', 'Antiangiogenic', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Antileishmanial', 'Inhibition of Cathepsin L', 'Inhibition of ATP synthesis', 'Antifungal', 'Inhibition of Acetylcholinesterase', 'Inhibition of basal electron transport', 'Cytotoxic', 'Inhibition of Myeloperoxodase', 'Insecticidal', 'Inhibition of uncoupled electron transport', 'Molluscicidal', 'Antitrypanosomal', 'Anti-inflamatory', 'Inhibition of Cathepsin V', 'Antioxidant', 'Antibacterial']]",doi_bioActivity
"['10.1016/S0031-9422(03)00153-5', 'Antitrypanosomal']","['10.1016/S0031-9422(03)00153-5', ['Insect antennae response', 'Cell growth inhbition', 'Antinociceptive', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Genotoxic', 'Anti-inflamatory', 'Anesthetic', 'Inhibition of ATP synthesis', 'Antiangiogenic', 'Anxiolytic', 'Antiallergenic', 'Inhibition of uncoupled electron transport', 'Inhibition of Protease', 'Molluscicidal', 'Inhibition of Glycosidase', 'Antiviral', 'Mutagenic', 'Antioxidant', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Antifungal', 'Inhibition of Cathepsin V', 'Antimalarial', 'Antibacterial', 'Antichagasic', 'Cytotoxic', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Insecticidal']]",doi_bioActivity
"['10.1016/j.bse.2006.06.007', 'Antifungal']","['10.1016/j.bse.2006.06.007', ['Insect antennae response', 'Genotoxic', 'Cell growth inhbition', 'Antinociceptive', 'Anxiolytic', 'Antiallergenic', 'Inhibition of Protease', 'Antiviral', 'Mutagenic', 'Anesthetic', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antichagasic', 'Antiangiogenic', 'Antitrypanosomal', 'Anticancer', 'Molluscicidal', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin B', 'Inhibition of ATP synthesis', 'Inhibition of Acetylcholinesterase', 'Inhibition of basal electron transport', 'Insecticidal', 'Inhibition of Cathepsin V', 'Antibacterial', 'Cytotoxic', 'Inhibition of Cathepsin L', 'Inhibition of uncoupled electron transport', 'Anti-inflamatory', 'Antifungal', 'Antileishmanial', 'Inhibition of Myeloperoxodase', 'Antioxidant']]",doi_bioActivity
