true,restored,edge_type
"['10.1016/j.jphotobiol.2013.01.006', 'N/A/ES']","['10.1016/j.jphotobiol.2013.01.006', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'Cordeiropolis/SP', 'N/A/CE', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/PE', 'Rifaina/SP', 'Urucuca/BA', 'Sao Sebastiao Do Passe/BA', 'Igarape-acu/PA', 'Belem/PA', 'Cuiaba/MT', 'Maues/AM', 'Cunha/SP', 'N/A/MG', 'Iguape/SP', 'Itirapina/SP', 'Corumba/MS', 'Lavras/MG', 'N/A/AM', 'Murici/AL', 'Vicosa/MG', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'Goiania/GO', 'Sao Miguel Arcanjo/SP', 'Peruibe/SP', 'N/A/MS', 'Ibirama/SC', 'Piracicaba/SP', 'Recife/PE', 'Itaituba/PA', 'N/A/SP', 'Santarem/PA', 'Ibate/SP', 'Ribeirao Preto/SP', 'Chapada Dos Guimaraes/MT', 'Sao Paulo/SP', 'Campinas/SP', 'Apore/GO', 'Teodoro Sampaio/SP', 'Araraquara/SP', 'Mogi Guacu/SP', 'Sao Carlos/SP', 'N/A/ES', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Pirenopolis/GO', 'Pocos De Caldas/MG', 'Itacoatiara/AM', 'Rio Claro/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1021/np50086a012', 'N/A/MG']","['10.1021/np50086a012', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'N/A/CE', 'Cordeiropolis/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/PE', 'Rifaina/SP', 'Urucuca/BA', 'Sao Sebastiao Do Passe/BA', 'Belem/PA', 'Igarape-acu/PA', 'Cuiaba/MT', 'Maues/AM', 'N/A/MG', 'Cunha/SP', 'Vicosa/MG', 'Itirapina/SP', 'Iguape/SP', 'Corumba/MS', 'Lavras/MG', 'Rio Verde/GO', 'Murici/AL', 'N/A/AM', 'Sao Miguel Arcanjo/SP', 'Peruibe/SP', 'Recife/PE', 'N/A/MS', 'Goiania/GO', 'N/A/SP', 'Ribeirao Preto/SP', 'Rio De Janeiro/RJ', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rio Claro/SP', 'Santarem/PA', 'Apore/GO', 'Itaituba/PA', 'Campinas/SP', 'Sao Paulo/SP', 'Piracicaba/SP', 'Chapada Dos Guimaraes/MT', 'Mogi Guacu/SP', 'Ibate/SP', 'Ibirama/SC', 'Pocos De Caldas/MG', 'Pirenopolis/GO', 'Itacoatiara/AM', 'Sao Carlos/SP', 'Araraquara/SP', 'N/A/ES', 'Teodoro Sampaio/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1590/S0103-50532005000400031', 'Londrina/PR']","['10.1590/S0103-50532005000400031', ['Rio Verde/GO', 'Vicosa/MG', 'N/A/SP, Cedrela fissilis', 'Cordeiropolis/SP', 'N/A/CE', 'Londrina/PR', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/PE', 'Urucuca/BA', 'Sao Sebastiao Do Passe/BA', 'Rifaina/SP', 'Belem/PA', 'Igarape-acu/PA', 'Cuiaba/MT', 'Maues/AM', 'Cunha/SP', 'Itirapina/SP', 'N/A/MG', 'Iguape/SP', 'Corumba/MS', 'Lavras/MG', 'Ibirama/SC', 'Recife/PE', 'Rio Claro/SP', 'Piracicaba/SP', 'Sao Miguel Arcanjo/SP', 'Murici/AL', 'N/A/AM', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP', 'Itacoatiara/AM', 'Sao Paulo/SP', 'Santarem/PA', 'N/A/SP', 'Araraquara/SP', 'Pirenopolis/GO', 'Itaituba/PA', 'Sao Carlos/SP', 'Apore/GO', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Goiania/GO', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Pocos De Caldas/MG', 'Campinas/SP', 'Mogi Guacu/SP', 'Ibate/SP', 'Teodoro Sampaio/SP', 'Manaus/AM', 'N/A/ES']]",doi_collectionSite
"['10.1021/np060254j', 'Rifaina/SP']","['10.1021/np060254j', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'Cordeiropolis/SP', 'N/A/CE', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Rifaina/SP', 'Belem/PA', 'Igarape-acu/PA', 'Urucuca/BA', 'Cuiaba/MT', 'Maues/AM', 'Cunha/SP', 'Iguape/SP', 'Vicosa/MG', 'N/A/MG', 'Corumba/MS', 'Itirapina/SP', 'Lavras/MG', 'Rio Verde/GO', 'Sao Miguel Arcanjo/SP', 'N/A/AM', 'Murici/AL', 'Ibirama/SC', 'N/A/SP', 'Recife/PE', 'Itaituba/PA', 'Itacoatiara/AM', 'Peruibe/SP', 'Pocos De Caldas/MG', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Pirenopolis/GO', 'Sao Carlos/SP', 'Rio Claro/SP', 'Campinas/SP', 'N/A/ES', 'Mogi Guacu/SP', 'Chapada Dos Guimaraes/MT', 'Sao Paulo/SP', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP', 'Teodoro Sampaio/SP', 'Piracicaba/SP', 'Manaus/AM', 'Araraquara/SP', 'N/A/MS', 'Apore/GO', 'Ibate/SP', 'Santarem/PA', 'Goiania/GO']]",doi_collectionSite
"['10.1590/S0100-40422008000400018', 'Sao Paulo/SP']","['10.1590/S0100-40422008000400018', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'Cordeiropolis/SP', 'N/A/CE', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Belem/PA', 'Igarape-acu/PA', 'Urucuca/BA', 'Cuiaba/MT', 'Cunha/SP', 'Iguape/SP', 'Maues/AM', 'N/A/MG', 'Corumba/MS', 'Itirapina/SP', 'Lavras/MG', 'N/A/AM', 'Murici/AL', 'Vicosa/MG', 'Santarem/PA', 'Pocos De Caldas/MG', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Paulo/SP', 'Pirenopolis/GO', 'Sao Miguel Arcanjo/SP', 'Ibate/SP', 'Itacoatiara/AM', 'Rio Verde/GO', 'N/A/ES', 'Teodoro Sampaio/SP', 'Apore/GO', 'Rio Claro/SP', 'Rio De Janeiro/RJ', 'Ibirama/SC', 'N/A/SP', 'Manaus/AM', 'Goiania/GO', 'Campinas/SP', 'Peruibe/SP', 'Piracicaba/SP', 'Ribeirao Preto/SP', 'N/A/MS', 'Itaituba/PA', 'Sao Carlos/SP', 'Chapada Dos Guimaraes/MT', 'Araraquara/SP', 'Mogi Guacu/SP', 'Recife/PE']]",doi_collectionSite
"['10.1016/S0031-9422(98)00069-7', 'Corumba/MS']","['10.1016/S0031-9422(98)00069-7', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'N/A/CE', 'Cordeiropolis/SP', 'Rifaina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Igarape-acu/PA', 'Belem/PA', 'N/A/MG', 'Cuiaba/MT', 'Cunha/SP', 'Itirapina/SP', 'Maues/AM', 'Iguape/SP', 'Corumba/MS', 'Lavras/MG', 'N/A/AM', 'Murici/AL', 'Vicosa/MG', 'Santarem/PA', 'Apore/GO', 'Goiania/GO', 'Rio Verde/GO', 'Itacoatiara/AM', 'Campinas/SP', 'Teodoro Sampaio/SP', 'Pirenopolis/GO', 'Pocos De Caldas/MG', 'Rio De Janeiro/RJ', 'N/A/SP', 'Sao Miguel Arcanjo/SP', 'Piracicaba/SP', 'Rio Claro/SP', 'Peruibe/SP', 'Manaus/AM', 'Araraquara/SP', 'Ibirama/SC', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ibate/SP', 'Sao Paulo/SP', 'N/A/MS', 'N/A/ES', 'Itaituba/PA', 'Ribeirao Preto/SP', 'Chapada Dos Guimaraes/MT', 'Sao Carlos/SP', 'Mogi Guacu/SP', 'Recife/PE']]",doi_collectionSite
"['10.1515/znc-2002-5-602', 'Cuiaba/MT']","['10.1515/znc-2002-5-602', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'Cordeiropolis/SP', 'N/A/CE', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Peruibe/SP', 'Igarape-acu/PA', 'Belem/PA', 'Urucuca/BA', 'Cuiaba/MT', 'Iguape/SP', 'Cunha/SP', 'N/A/MG', 'Maues/AM', 'Corumba/MS', 'Itirapina/SP', 'Lavras/MG', 'Goiania/GO', 'N/A/AM', 'Murici/AL', 'Ibate/SP', 'Santarem/PA', 'Rio Verde/GO', 'Vicosa/MG', 'N/A/SP', 'Rio De Janeiro/RJ', 'Campinas/SP', 'N/A/ES', 'Rio Claro/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ibirama/SC', 'Recife/PE', 'Sao Paulo/SP', 'N/A/MS', 'Itaituba/PA', 'Mogi Guacu/SP', 'Pirenopolis/GO', 'Apore/GO', 'Sao Miguel Arcanjo/SP', 'Chapada Dos Guimaraes/MT', 'Teodoro Sampaio/SP', 'Piracicaba/SP', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'Itacoatiara/AM', 'Ribeirao Preto/SP', 'Araraquara/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1016/0031-9422(73)85048-4', 'N/A/AM']","['10.1016/0031-9422(73)85048-4', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'N/A/CE', 'Cordeiropolis/SP', 'Rifaina/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'Igarape-acu/PA', 'Belem/PA', 'N/A/MG', 'Cuiaba/MT', 'Cunha/SP', 'Iguape/SP', 'Maues/AM', 'Itirapina/SP', 'Corumba/MS', 'Lavras/MG', 'N/A/AM', 'Murici/AL', 'Santarem/PA', 'Apore/GO', 'Vicosa/MG', 'Pirenopolis/GO', 'Goiania/GO', 'Pocos De Caldas/MG', 'Rio Verde/GO', 'Itacoatiara/AM', 'Rio Claro/SP', 'N/A/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Peruibe/SP', 'Campinas/SP', 'Rio De Janeiro/RJ', 'Piracicaba/SP', 'Ibate/SP', 'Teodoro Sampaio/SP', 'Mogi Guacu/SP', 'Sao Miguel Arcanjo/SP', 'Ibirama/SC', 'Manaus/AM', 'N/A/ES', 'Sao Paulo/SP', 'Recife/PE', 'Itaituba/PA', 'Chapada Dos Guimaraes/MT', 'N/A/MS', 'Araraquara/SP', 'Ribeirao Preto/SP', 'Sao Carlos/SP']]",doi_collectionSite
"['10.1002/cbdv.200800342', 'Sao Miguel Arcanjo/SP']","['10.1002/cbdv.200800342', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'Cordeiropolis/SP', 'N/A/CE', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/PE', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'Igarape-acu/PA', 'Belem/PA', 'Urucuca/BA', 'Cuiaba/MT', 'Cunha/SP', 'Iguape/SP', 'N/A/MG', 'Maues/AM', 'Corumba/MS', 'Itirapina/SP', 'Lavras/MG', 'N/A/AM', 'Murici/AL', 'Peruibe/SP', 'Campinas/SP', 'Apore/GO', 'Mogi Guacu/SP', 'Vicosa/MG', 'Santarem/PA', 'Goiania/GO', 'Rio De Janeiro/RJ', 'N/A/SP', 'Ibate/SP', 'Sao Miguel Arcanjo/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rio Verde/GO', 'Teodoro Sampaio/SP', 'N/A/ES', 'Itaituba/PA', 'Ibirama/SC', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'Recife/PE', 'Sao Paulo/SP', 'Rio Claro/SP', 'Pirenopolis/GO', 'Ribeirao Preto/SP', 'Pocos De Caldas/MG', 'Araraquara/SP', 'Piracicaba/SP', 'Sao Carlos/SP', 'Itacoatiara/AM', 'Manaus/AM']]",doi_collectionSite
"['10.1590/S0100-40422005000400009', 'Itirapina/SP']","['10.1590/S0100-40422005000400009', ['N/A/SP, Cedrela fissilis', 'Londrina/PR', 'Cordeiropolis/SP', 'N/A/CE', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/PE', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'Igarape-acu/PA', 'Belem/PA', 'Urucuca/BA', 'Cuiaba/MT', 'Cunha/SP', 'Iguape/SP', 'Maues/AM', 'N/A/MG', 'Corumba/MS', 'Itirapina/SP', 'Lavras/MG', 'Goiania/GO', 'N/A/AM', 'Murici/AL', 'Rio Verde/GO', 'Santarem/PA', 'Peruibe/SP', 'Vicosa/MG', 'Ibirama/SC', 'N/A/ES', 'Pocos De Caldas/MG', 'Ibate/SP', 'Apore/GO', 'Sao Carlos/SP', 'Piracicaba/SP', 'N/A/SP', 'Teodoro Sampaio/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Recife/PE', 'Rio De Janeiro/RJ', 'Itaituba/PA', 'Pirenopolis/GO', 'Itacoatiara/AM', 'Rio Claro/SP', 'Sao Miguel Arcanjo/SP', 'Mogi Guacu/SP', 'N/A/MS', 'Sao Paulo/SP', 'Campinas/SP', 'Manaus/AM', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP', 'Araraquara/SP']]",doi_collectionSite
