true,restored,edge_type
"['10.1590/S0103-50532002000100019', 'Rio Claro/SP']","['10.1590/S0103-50532002000100019', ['N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/ES', 'Itaituba/PA', 'Murici/AL', 'Cuiaba/MT', 'Pirenopolis/GO', 'Itacoatiara/AM', 'Rio Verde/GO', 'Santarem/PA', 'Cordeiropolis/SP', 'N/A/MS', 'Belem/PA', 'Londrina/PR', 'Manaus/AM', 'Vicosa/MG', 'Igarape-acu/PA', 'N/A/PE', 'Cunha/SP', 'Corumba/MS', 'Rio Claro/SP', 'Rio De Janeiro/RJ', 'Maues/AM', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Peruibe/SP', 'N/A/SP', 'Ibirama/SC', 'Teodoro Sampaio/SP', 'Iguape/SP', 'Sao Sebastiao Do Passe/BA', 'Urucuca/BA', 'N/A/SP, Cedrela fissilis', 'Ibate/SP', 'Ribeirao Preto/SP', 'N/A/MG', 'Pocos De Caldas/MG', 'Campinas/SP', 'Apore/GO', 'Sao Carlos/SP', 'Chapada Dos Guimaraes/MT', 'Sao Paulo/SP', 'Piracicaba/SP', 'Goiania/GO', 'Rifaina/SP', 'Sao Miguel Arcanjo/SP', 'Itirapina/SP', 'Mogi Guacu/SP', 'Recife/PE', 'Araraquara/SP']]",doi_collectionSite
"['10.1107/S160053680302107X', 'Manaus/AM']","['10.1107/S160053680302107X', ['Recife/PE', 'N/A/MG', 'Piracicaba/SP', 'Itirapina/SP', 'Araraquara/SP', 'N/A/CE', 'Rifaina/SP', 'Chapada Dos Guimaraes/MT', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Cuiaba/MT', 'Itaituba/PA', 'N/A/ES', 'Murici/AL', 'Rio Verde/GO', 'Ribeirao Preto/SP', 'Pirenopolis/GO', 'Cordeiropolis/SP', 'Itacoatiara/AM', 'Sao Miguel Arcanjo/SP', 'N/A/MS', 'Vicosa/MG', 'Londrina/PR', 'Rio De Janeiro/RJ', 'N/A/PE', 'Mogi Guacu/SP', 'Rio Claro/SP', 'Sao Paulo/SP', 'N/A/AM', 'Corumba/MS', 'Manaus/AM', 'Santarem/PA', 'Belem/PA', 'Igarape-acu/PA', 'Cunha/SP', 'Sao Sebastiao Do Passe/BA', 'Maues/AM', 'Peruibe/SP', 'Apore/GO', 'Teodoro Sampaio/SP', 'N/A/SP', 'Ibirama/SC', 'Pocos De Caldas/MG', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Iguape/SP', 'Sao Carlos/SP', 'N/A/SP, Cedrela fissilis', 'Goiania/GO', 'Urucuca/BA', 'Ibate/SP', 'Campinas/SP']]",doi_collectionSite
"['10.1590/S0102-695X2012005000106', 'Ribeirao Preto/SP']","['10.1590/S0102-695X2012005000106', ['N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'N/A/ES', 'Pirenopolis/GO', 'Murici/AL', 'Cuiaba/MT', 'Cordeiropolis/SP', 'Belem/PA', 'Santarem/PA', 'N/A/MS', 'Itacoatiara/AM', 'Manaus/AM', 'Rio Verde/GO', 'Londrina/PR', 'Igarape-acu/PA', 'N/A/PE', 'Vicosa/MG', 'Rio Claro/SP', 'Corumba/MS', 'Maues/AM', 'Rio De Janeiro/RJ', 'Cunha/SP', 'Rifaina/SP', 'N/A/AM', 'Sao Carlos/SP', 'Iguape/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Peruibe/SP', 'Campinas/SP', 'Teodoro Sampaio/SP', 'N/A/SP', 'Ibirama/SC', 'Urucuca/BA', 'Araraquara/SP', 'Pocos De Caldas/MG', 'Sao Sebastiao Do Passe/BA', 'Ibate/SP', 'Recife/PE', 'Ribeirao Preto/SP', 'Chapada Dos Guimaraes/MT', 'N/A/SP, Cedrela fissilis', 'Piracicaba/SP', 'Sao Miguel Arcanjo/SP', 'N/A/MG', 'Apore/GO', 'Sao Paulo/SP', 'Mogi Guacu/SP', 'Goiania/GO', 'Itirapina/SP']]",doi_collectionSite
"['10.1590/S0103-50532010000500016', 'Rio Verde/GO']","['10.1590/S0103-50532010000500016', ['N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'N/A/ES', 'Pirenopolis/GO', 'Murici/AL', 'Cuiaba/MT', 'Cordeiropolis/SP', 'Itacoatiara/AM', 'Santarem/PA', 'Belem/PA', 'N/A/MS', 'Rio Verde/GO', 'Manaus/AM', 'Londrina/PR', 'Igarape-acu/PA', 'Vicosa/MG', 'N/A/PE', 'Rio Claro/SP', 'Corumba/MS', 'Maues/AM', 'Rio De Janeiro/RJ', 'Cunha/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Peruibe/SP', 'N/A/SP', 'Iguape/SP', 'Teodoro Sampaio/SP', 'Ibirama/SC', 'Urucuca/BA', 'Sao Sebastiao Do Passe/BA', 'Campinas/SP', 'Pocos De Caldas/MG', 'Ibate/SP', 'Rifaina/SP', 'Recife/PE', 'N/A/SP, Cedrela fissilis', 'Sao Carlos/SP', 'Chapada Dos Guimaraes/MT', 'N/A/MG', 'Piracicaba/SP', 'Ribeirao Preto/SP', 'Apore/GO', 'Sao Miguel Arcanjo/SP', 'Sao Paulo/SP', 'Goiania/GO', 'Araraquara/SP', 'Mogi Guacu/SP', 'Itirapina/SP']]",doi_collectionSite
"['10.1590/S0102-695X2010005000017', 'Sao Paulo/SP']","['10.1590/S0102-695X2010005000017', ['N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'N/A/ES', 'Pirenopolis/GO', 'Urucuca/BA', 'Rifaina/SP', 'Murici/AL', 'Cuiaba/MT', 'Cordeiropolis/SP', 'Campinas/SP', 'Belem/PA', 'Santarem/PA', 'Itacoatiara/AM', 'N/A/MS', 'Manaus/AM', 'Rio Verde/GO', 'Londrina/PR', 'Sao Carlos/SP', 'Igarape-acu/PA', 'N/A/PE', 'Vicosa/MG', 'Rio Claro/SP', 'Ibate/SP', 'Corumba/MS', 'Chapada Dos Guimaraes/MT', 'Pocos De Caldas/MG', 'N/A/MG', 'Rio De Janeiro/RJ', 'Maues/AM', 'Cunha/SP', 'N/A/AM', 'Recife/PE', 'Peruibe/SP', 'Iguape/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Teodoro Sampaio/SP', 'N/A/SP', 'Ribeirao Preto/SP', 'Sao Miguel Arcanjo/SP', 'Araraquara/SP', 'Piracicaba/SP', 'Ibirama/SC', 'Sao Paulo/SP', 'Sao Sebastiao Do Passe/BA', 'Apore/GO', 'Goiania/GO', 'Itirapina/SP', 'Mogi Guacu/SP', 'N/A/SP, Cedrela fissilis']]",doi_collectionSite
"['10.1590/S0102-695X2007000300003', 'Peruibe/SP']","['10.1590/S0102-695X2007000300003', ['N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'N/A/ES', 'Pirenopolis/GO', 'Murici/AL', 'Cuiaba/MT', 'Cordeiropolis/SP', 'Itacoatiara/AM', 'Belem/PA', 'Santarem/PA', 'N/A/MS', 'Rio Verde/GO', 'Manaus/AM', 'Londrina/PR', 'Igarape-acu/PA', 'N/A/PE', 'Vicosa/MG', 'Rio Claro/SP', 'Corumba/MS', 'Rio De Janeiro/RJ', 'Maues/AM', 'Cunha/SP', 'N/A/AM', 'Peruibe/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/SP', 'Teodoro Sampaio/SP', 'Iguape/SP', 'Ibirama/SC', 'Urucuca/BA', 'Sao Sebastiao Do Passe/BA', 'Ibate/SP', 'N/A/SP, Cedrela fissilis', 'Piracicaba/SP', 'Sao Carlos/SP', 'Sao Paulo/SP', 'Rifaina/SP', 'Sao Miguel Arcanjo/SP', 'Itirapina/SP', 'Apore/GO', 'Ribeirao Preto/SP', 'Campinas/SP', 'N/A/MG', 'Goiania/GO', 'Pocos De Caldas/MG', 'Chapada Dos Guimaraes/MT', 'Recife/PE', 'Araraquara/SP', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1016/S0031-9422(99)00132-6', 'Ibate/SP']","['10.1016/S0031-9422(99)00132-6', ['Recife/PE', 'N/A/MG', 'Piracicaba/SP', 'Chapada Dos Guimaraes/MT', 'Rifaina/SP', 'Itirapina/SP', 'N/A/CE', 'Araraquara/SP', 'Ribeirao Preto/SP', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Cuiaba/MT', 'Sao Paulo/SP', 'N/A/ES', 'Itaituba/PA', 'Murici/AL', 'Mogi Guacu/SP', 'Rio Verde/GO', 'Pirenopolis/GO', 'Cordeiropolis/SP', 'Itacoatiara/AM', 'Sao Miguel Arcanjo/SP', 'N/A/MS', 'Vicosa/MG', 'Londrina/PR', 'Pocos De Caldas/MG', 'N/A/PE', 'Rio De Janeiro/RJ', 'Rio Claro/SP', 'N/A/AM', 'Santarem/PA', 'Corumba/MS', 'Manaus/AM', 'Belem/PA', 'Igarape-acu/PA', 'Cunha/SP', 'Apore/GO', 'Sao Sebastiao Do Passe/BA', 'Maues/AM', 'Peruibe/SP', 'Teodoro Sampaio/SP', 'N/A/SP', 'Ibirama/SC', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Iguape/SP', 'Sao Carlos/SP', 'Goiania/GO', 'Urucuca/BA', 'Ibate/SP', 'N/A/SP, Cedrela fissilis', 'Campinas/SP']]",doi_collectionSite
"['10.1515/znc-2002-5-602', 'Cuiaba/MT']","['10.1515/znc-2002-5-602', ['N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'N/A/ES', 'Pirenopolis/GO', 'Murici/AL', 'Cuiaba/MT', 'Cordeiropolis/SP', 'Itacoatiara/AM', 'Belem/PA', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Rio Verde/GO', 'Manaus/AM', 'Ibate/SP', 'Londrina/PR', 'Igarape-acu/PA', 'N/A/PE', 'Vicosa/MG', 'Rio Claro/SP', 'Corumba/MS', 'Rio De Janeiro/RJ', 'Maues/AM', 'Cunha/SP', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Peruibe/SP', 'Iguape/SP', 'N/A/SP', 'Teodoro Sampaio/SP', 'Ibirama/SC', 'Sao Paulo/SP', 'Campinas/SP', 'Sao Sebastiao Do Passe/BA', 'Ribeirao Preto/SP', 'Itirapina/SP', 'Rifaina/SP', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'Goiania/GO', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Chapada Dos Guimaraes/MT', 'N/A/SP, Cedrela fissilis', 'Piracicaba/SP', 'Recife/PE', 'Araraquara/SP', 'Apore/GO', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1016/S0031-9422(00)00323-X', 'Ibirama/SC']","['10.1016/S0031-9422(00)00323-X', ['Recife/PE', 'N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Cuiaba/MT', 'N/A/ES', 'Itaituba/PA', 'Murici/AL', 'Rio Verde/GO', 'N/A/MG', 'Pirenopolis/GO', 'Itacoatiara/AM', 'Cordeiropolis/SP', 'Araraquara/SP', 'N/A/MS', 'Piracicaba/SP', 'Rifaina/SP', 'Vicosa/MG', 'Londrina/PR', 'Santarem/PA', 'N/A/PE', 'Belem/PA', 'Chapada Dos Guimaraes/MT', 'Rio De Janeiro/RJ', 'Itirapina/SP', 'Manaus/AM', 'N/A/AM', 'Rio Claro/SP', 'Corumba/MS', 'Igarape-acu/PA', 'Cunha/SP', 'Maues/AM', 'Peruibe/SP', 'Sao Sebastiao Do Passe/BA', 'Sao Miguel Arcanjo/SP', 'N/A/SP', 'Teodoro Sampaio/SP', 'Ibirama/SC', 'Ribeirao Preto/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Mogi Guacu/SP', 'Iguape/SP', 'Sao Paulo/SP', 'Pocos De Caldas/MG', 'Apore/GO', 'N/A/SP, Cedrela fissilis', 'Sao Carlos/SP', 'Urucuca/BA', 'Ibate/SP', 'Goiania/GO', 'Campinas/SP']]",doi_collectionSite
"['10.1023/B:JOEC.0000042400.14451.08', 'Vicosa/MG']","['10.1023/B:JOEC.0000042400.14451.08', ['N/A/CE', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'N/A/ES', 'Pirenopolis/GO', 'Cuiaba/MT', 'Murici/AL', 'Cordeiropolis/SP', 'Belem/PA', 'Itacoatiara/AM', 'N/A/MS', 'Santarem/PA', 'Manaus/AM', 'Rifaina/SP', 'Rio Verde/GO', 'Londrina/PR', 'Igarape-acu/PA', 'N/A/PE', 'Rio Claro/SP', 'Vicosa/MG', 'Corumba/MS', 'Rio De Janeiro/RJ', 'Recife/PE', 'Maues/AM', 'N/A/AM', 'Cunha/SP', 'Iguape/SP', 'Peruibe/SP', 'Teodoro Sampaio/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/SP', 'Ibirama/SC', 'Sao Carlos/SP', 'Urucuca/BA', 'Sao Sebastiao Do Passe/BA', 'Campinas/SP', 'Araraquara/SP', 'Piracicaba/SP', 'Pocos De Caldas/MG', 'Chapada Dos Guimaraes/MT', 'N/A/SP, Cedrela fissilis', 'Ibate/SP', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Ribeirao Preto/SP', 'Apore/GO', 'Mogi Guacu/SP', 'Sao Paulo/SP', 'Itirapina/SP', 'Goiania/GO']]",doi_collectionSite
