true,restored,edge_type
"['10.3390/molecules15129205', 'Inhibition of Acetylcholinesterase']","['10.3390/molecules15129205', ['Antiallergenic', 'Cell growth inhbition', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Antioxidant', 'Insecticidal', 'Inhibition of Cathepsin V', 'Cytotoxic', 'Antitrypanosomal', 'Antifungal', 'Anesthetic', 'Inhibition of Protease', 'Antiviral', 'Antimalarial', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Antinociceptive', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1016/j.phytochem.2008.01.006', 'Inhibition of Myeloperoxodase']","['10.1016/j.phytochem.2008.01.006', ['Inhibition of Cathepsin V', 'Anticancer', 'Insecticidal', 'Antiallergenic', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Cell growth inhbition', 'Antifungal', 'Anesthetic', 'Inhibition of Protease', 'Antiviral', 'Antimalarial', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Antinociceptive', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1021/np50086a012', 'Cytotoxic']","['10.1021/np50086a012', ['Anticancer', 'Antiallergenic', 'Inhibition of Acetylcholinesterase', 'Cytotoxic', 'Cell growth inhbition', 'Antioxidant', 'Inhibition of Cathepsin V', 'Antifungal', 'Insecticidal', 'Antitrypanosomal', 'Anesthetic', 'Inhibition of Protease', 'Antiviral', 'Antimalarial', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Insect antennae response', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Antinociceptive', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1002/ps.1278', 'Insecticidal']","['10.1002/ps.1278', ['Antitrypanosomal', 'Insecticidal', 'Cytotoxic', 'Inhibition of Cathepsin V', 'Cell growth inhbition', 'Antiallergenic', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Anticancer', 'Antioxidant', 'Anesthetic', 'Inhibition of Protease', 'Antimalarial', 'Molluscicidal', 'Antiviral', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Antinociceptive', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1016/S0031-9422(01)00079-6', 'Cytotoxic']","['10.1016/S0031-9422(01)00079-6', ['Anticancer', 'Cytotoxic', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Cell growth inhbition', 'Antitrypanosomal', 'Antioxidant', 'Antifungal', 'Anesthetic', 'Inhibition of Protease', 'Antimalarial', 'Antiviral', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Antinociceptive', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.4067/S0717-97072009000300004', 'Inhibition of Glycosidase']","['10.4067/S0717-97072009000300004', ['Antioxidant', 'Inhibition of Acetylcholinesterase', 'Insecticidal', 'Antiallergenic', 'Anticancer', 'Cell growth inhbition', 'Inhibition of Cathepsin V', 'Cytotoxic', 'Antitrypanosomal', 'Antifungal', 'Anesthetic', 'Inhibition of Protease', 'Antiviral', 'Antimalarial', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Insect antennae response', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Antinociceptive', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1590/S0103-50532005000800018', 'Antioxidant']","['10.1590/S0103-50532005000800018', ['Insecticidal', 'Anticancer', 'Antiallergenic', 'Cytotoxic', 'Inhibition of Cathepsin V', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Antitrypanosomal', 'Cell growth inhbition', 'Antioxidant', 'Anesthetic', 'Inhibition of Protease', 'Antiviral', 'Antimalarial', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Insect antennae response', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Antinociceptive', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1016/j.jphotobiol.2013.01.006', 'Inhibition of basal electron transport']","['10.1016/j.jphotobiol.2013.01.006', ['Cytotoxic', 'Cell growth inhbition', 'Antiallergenic', 'Anticancer', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin V', 'Antioxidant', 'Antitrypanosomal', 'Antifungal', 'Anesthetic', 'Inhibition of Protease', 'Antimalarial', 'Antiviral', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Antinociceptive', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1248/cpb.56.407', 'Antinociceptive']","['10.1248/cpb.56.407', ['Anticancer', 'Antiallergenic', 'Inhibition of Acetylcholinesterase', 'Inhibition of Cathepsin V', 'Antioxidant', 'Cytotoxic', 'Insecticidal', 'Cell growth inhbition', 'Antitrypanosomal', 'Antifungal', 'Anesthetic', 'Inhibition of Protease', 'Antiviral', 'Antimalarial', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Insect antennae response', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Antinociceptive', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
"['10.1021/np060254j', 'Anxiolytic']","['10.1021/np060254j', ['Antiallergenic', 'Anticancer', 'Inhibition of Acetylcholinesterase', 'Cell growth inhbition', 'Inhibition of Cathepsin V', 'Antitrypanosomal', 'Antioxidant', 'Antifungal', 'Cytotoxic', 'Insecticidal', 'Anesthetic', 'Inhibition of Protease', 'Antimalarial', 'Antiviral', 'Molluscicidal', 'Antichagasic', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Anxiolytic', 'Genotoxic', 'Anti-inflamatory', 'Antinociceptive', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport']]",doi_bioActivity
