true,restored,edge_type
"['10.1590/S0102-695X2008000200010', 'Antibacterial']","['10.1590/S0102-695X2008000200010', ['Anticancer', 'Anxiolytic', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Anesthetic', 'Molluscicidal', 'Insecticidal', 'Antitrypanosomal', 'Cytotoxic', 'Antibacterial', 'Anti-inflamatory', 'Antioxidant', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Inhibition of ATP synthesis', 'Antinociceptive', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1002/ptr.1249', 'Antioxidant']","['10.1002/ptr.1249', ['Anxiolytic', 'Anticancer', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Molluscicidal', 'Antitrypanosomal', 'Antibacterial', 'Insecticidal', 'Cytotoxic', 'Anti-inflamatory', 'Antifungal', 'Antioxidant', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Inhibition of ATP synthesis', 'Antinociceptive', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1016/j.phytochem.2006.09.005', 'Cytotoxic']","['10.1016/j.phytochem.2006.09.005', ['Anxiolytic', 'Anticancer', 'Antibacterial', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Molluscicidal', 'Antitrypanosomal', 'Anesthetic', 'Cytotoxic', 'Anti-inflamatory', 'Insecticidal', 'Antioxidant', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Antinociceptive', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1055/s-0028-1088323', 'Antitrypanosomal']","['10.1055/s-0028-1088323', ['Anticancer', 'Anxiolytic', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Anesthetic', 'Antitrypanosomal', 'Molluscicidal', 'Cytotoxic', 'Antifungal', 'Insecticidal', 'Anti-inflamatory', 'Antioxidant', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Antinociceptive', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1016/j.phytochem.2009.08.013', 'Antifungal']","['10.1016/j.phytochem.2009.08.013', ['Anxiolytic', 'Anticancer', 'Anesthetic', 'Inhibition of Acetylcholinesterase', 'Insecticidal', 'Molluscicidal', 'Antifungal', 'Antitrypanosomal', 'Cytotoxic', 'Anti-inflamatory', 'Antibacterial', 'Antioxidant', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Inhibition of ATP synthesis', 'Antinociceptive', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1590/S0100-40422012000700020', 'Inhibition of Acetylcholinesterase']","['10.1590/S0100-40422012000700020', ['Anticancer', 'Anxiolytic', 'Inhibition of Acetylcholinesterase', 'Molluscicidal', 'Anti-inflamatory', 'Anesthetic', 'Antitrypanosomal', 'Insecticidal', 'Antioxidant', 'Antibacterial', 'Antifungal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Inhibition of ATP synthesis', 'Antinociceptive', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1590/S0100-40422004000200005', 'Cytotoxic']","['10.1590/S0100-40422004000200005', ['Inhibition of Acetylcholinesterase', 'Anticancer', 'Anxiolytic', 'Molluscicidal', 'Cytotoxic', 'Anesthetic', 'Antitrypanosomal', 'Antifungal', 'Antibacterial', 'Insecticidal', 'Anti-inflamatory', 'Antioxidant', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin V', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Inhibition of ATP synthesis', 'Antinociceptive', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1016/S0031-9422(99)00132-6', 'Cytotoxic']","['10.1016/S0031-9422(99)00132-6', ['Antibacterial', 'Antioxidant', 'Antifungal', 'Anti-inflamatory', 'Anxiolytic', 'Cytotoxic', 'Anesthetic', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Anticancer', 'Insecticidal', 'Molluscicidal', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Antinociceptive', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Inhibition of phosphorylating electron transport', 'Antimalarial', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1016/j.phytochem.2008.01.006', 'Inhibition of Myeloperoxodase']","['10.1016/j.phytochem.2008.01.006', ['Anticancer', 'Inhibition of Acetylcholinesterase', 'Anxiolytic', 'Molluscicidal', 'Anesthetic', 'Anti-inflamatory', 'Antitrypanosomal', 'Cytotoxic', 'Insecticidal', 'Antioxidant', 'Antibacterial', 'Antifungal', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Antileishmanial', 'Mutagenic', 'Inhibition of ATP synthesis', 'Antinociceptive', 'Inhibition of basal electron transport', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
"['10.1590/S0100-40421998000600005', 'Antifungal']","['10.1590/S0100-40421998000600005', ['Molluscicidal', 'Antitrypanosomal', 'Cytotoxic', 'Anti-inflamatory', 'Antioxidant', 'Insecticidal', 'Anesthetic', 'Inhibition of Acetylcholinesterase', 'Anxiolytic', 'Anticancer', 'Antifungal', 'Antibacterial', 'Inhibition of Protease', 'Antiviral', 'Inhibition of Cathepsin L', 'Inhibition of Cathepsin V', 'Genotoxic', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Inhibition of ATP synthesis', 'Mutagenic', 'Antileishmanial', 'Inhibition of basal electron transport', 'Antinociceptive', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Inhibition of phosphorylating electron transport', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Cell growth inhbition', 'Insect antennae response', 'Inhibition of uncoupled electron transport']]",doi_bioActivity
