true,restored,edge_type
"['10.1021/np0303963', 'Sao Paulo/SP']","['10.1021/np0303963', ['Sao Sebastiao Do Passe/BA', 'Chapada Dos Guimaraes/MT', 'N/A/MS', 'N/A/PE', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Corumba/MS', 'Igarape-acu/PA', 'Murici/AL', 'Cunha/SP', 'Vicosa/MG', 'Itacoatiara/AM', 'Rio Verde/GO', 'Urucuca/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'N/A/AM', 'Rio De Janeiro/RJ', 'Cordeiropolis/SP', 'Londrina/PR', 'Goiania/GO', 'Piracicaba/SP', 'Sao Carlos/SP', 'Recife/PE', 'Ibirama/SC', 'Peruibe/SP', 'Itaituba/PA', 'Araraquara/SP', 'Rio Claro/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Miguel Arcanjo/SP', 'N/A/ES', 'Cuiaba/MT', 'Santarem/PA', 'Apore/GO', 'Iguape/SP', 'N/A/MG', 'Pocos De Caldas/MG', 'N/A/SP', 'Itirapina/SP', 'Ribeirao Preto/SP', 'Belem/PA', 'Teodoro Sampaio/SP', 'Ibate/SP', 'Sao Paulo/SP', 'Campinas/SP', 'Manaus/AM', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1590/S0102-695X2009000100002', 'Campinas/SP']","['10.1590/S0102-695X2009000100002', ['Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'N/A/PE', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Igarape-acu/PA', 'Corumba/MS', 'Murici/AL', 'Cunha/SP', 'Urucuca/BA', 'Rio Claro/SP', 'Rio Verde/GO', 'Londrina/PR', 'N/A/ES', 'Itacoatiara/AM', 'Piracicaba/SP', 'Vicosa/MG', 'Pocos De Caldas/MG', 'Cuiaba/MT', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Peruibe/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Ibate/SP', 'N/A/SP', 'Rifaina/SP', 'Goiania/GO', 'Cordeiropolis/SP', 'Sao Carlos/SP', 'Apore/GO', 'Itaituba/PA', 'Campinas/SP', 'Sao Miguel Arcanjo/SP', 'N/A/AM', 'Iguape/SP', 'N/A/MG', 'Itirapina/SP', 'Recife/PE', 'Santarem/PA', 'Ribeirao Preto/SP', 'Rio De Janeiro/RJ', 'Araraquara/SP', 'Teodoro Sampaio/SP', 'Belem/PA', 'Manaus/AM', 'Sao Paulo/SP', 'Mogi Guacu/SP', 'Ibirama/SC']]",doi_collectionSite
"['10.1590/S0103-50532005000800025', 'Ibirama/SC']","['10.1590/S0103-50532005000800025', ['Sao Sebastiao Do Passe/BA', 'Chapada Dos Guimaraes/MT', 'N/A/MS', 'N/A/PE', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Corumba/MS', 'Igarape-acu/PA', 'Murici/AL', 'Cunha/SP', 'Urucuca/BA', 'Rio Verde/GO', 'Vicosa/MG', 'Sao Miguel Arcanjo/SP', 'Rio Claro/SP', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Itirapina/SP', 'Iguape/SP', 'Itacoatiara/AM', 'Rifaina/SP', 'Apore/GO', 'N/A/AM', 'Goiania/GO', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Belem/PA', 'N/A/ES', 'Londrina/PR', 'Cordeiropolis/SP', 'Itaituba/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/MG', 'Campinas/SP', 'Recife/PE', 'Piracicaba/SP', 'N/A/SP', 'Santarem/PA', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'Ribeirao Preto/SP', 'Mogi Guacu/SP', 'Cuiaba/MT', 'Teodoro Sampaio/SP', 'Ibirama/SC', 'Ibate/SP', 'Sao Paulo/SP', 'Manaus/AM', 'Araraquara/SP']]",doi_collectionSite
"['10.1590/S0100-40422005000600011', 'Mogi Guacu/SP']","['10.1590/S0100-40422005000600011', ['Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/PE', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Igarape-acu/PA', 'Corumba/MS', 'Murici/AL', 'Cunha/SP', 'Itacoatiara/AM', 'Itirapina/SP', 'Rio Verde/GO', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Goiania/GO', 'Teodoro Sampaio/SP', 'Rifaina/SP', 'Iguape/SP', 'Rio De Janeiro/RJ', 'Santarem/PA', 'Sao Miguel Arcanjo/SP', 'Ibirama/SC', 'Manaus/AM', 'Apore/GO', 'Rio Claro/SP', 'Londrina/PR', 'Piracicaba/SP', 'Cordeiropolis/SP', 'Peruibe/SP', 'Sao Carlos/SP', 'N/A/MG', 'Cuiaba/MT', 'Recife/PE', 'N/A/ES', 'Mogi Guacu/SP', 'Urucuca/BA', 'N/A/AM', 'Campinas/SP', 'Ribeirao Preto/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Vicosa/MG', 'Araraquara/SP', 'Sao Paulo/SP', 'Itaituba/PA', 'Pocos De Caldas/MG', 'N/A/SP', 'Ibate/SP', 'Belem/PA']]",doi_collectionSite
"['10.1016/S0031-9422(98)00069-7', 'Corumba/MS']","['10.1016/S0031-9422(98)00069-7', ['Sao Sebastiao Do Passe/BA', 'Chapada Dos Guimaraes/MT', 'N/A/MS', 'Pirenopolis/GO', 'N/A/PE', 'Lavras/MG', 'Maues/AM', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Corumba/MS', 'Igarape-acu/PA', 'Murici/AL', 'Cunha/SP', 'N/A/AM', 'Santarem/PA', 'Rio Verde/GO', 'Itacoatiara/AM', 'Vicosa/MG', 'Urucuca/BA', 'Goiania/GO', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itirapina/SP', 'Cordeiropolis/SP', 'Peruibe/SP', 'Sao Carlos/SP', 'Apore/GO', 'Rio Claro/SP', 'Londrina/PR', 'Belem/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/MG', 'Iguape/SP', 'Ibirama/SC', 'Piracicaba/SP', 'Pocos De Caldas/MG', 'Teodoro Sampaio/SP', 'Recife/PE', 'N/A/ES', 'Manaus/AM', 'Araraquara/SP', 'Rifaina/SP', 'Itaituba/PA', 'Sao Miguel Arcanjo/SP', 'N/A/SP', 'Cuiaba/MT', 'Ribeirao Preto/SP', 'Mogi Guacu/SP', 'Ibate/SP', 'Sao Paulo/SP', 'Campinas/SP']]",doi_collectionSite
"['10.1007/s10295-012-1165-2', 'N/A/MS']","['10.1007/s10295-012-1165-2', ['Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'N/A/PE', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Igarape-acu/PA', 'Corumba/MS', 'Murici/AL', 'Cunha/SP', 'Itacoatiara/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Vicosa/MG', 'Rifaina/SP', 'Goiania/GO', 'Rio Verde/GO', 'Londrina/PR', 'Iguape/SP', 'Campinas/SP', 'N/A/MG', 'Urucuca/BA', 'Cordeiropolis/SP', 'N/A/SP', 'Peruibe/SP', 'Cuiaba/MT', 'Sao Miguel Arcanjo/SP', 'Itirapina/SP', 'Itaituba/PA', 'Apore/GO', 'Recife/PE', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Pocos De Caldas/MG', 'Piracicaba/SP', 'Rio Claro/SP', 'Rio De Janeiro/RJ', 'Santarem/PA', 'Ribeirao Preto/SP', 'N/A/ES', 'Ibate/SP', 'Sao Carlos/SP', 'Araraquara/SP', 'N/A/AM', 'Sao Paulo/SP', 'Ibirama/SC', 'Mogi Guacu/SP', 'Belem/PA', 'Teodoro Sampaio/SP', 'Manaus/AM']]",doi_collectionSite
"['10.1590/S0100-40422008000400018', 'Sao Paulo/SP']","['10.1590/S0100-40422008000400018', ['Sao Sebastiao Do Passe/BA', 'Chapada Dos Guimaraes/MT', 'N/A/MS', 'Pirenopolis/GO', 'N/A/PE', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Corumba/MS', 'Igarape-acu/PA', 'Murici/AL', 'Cunha/SP', 'N/A/AM', 'Rio Verde/GO', 'Urucuca/BA', 'Santarem/PA', 'Rio Claro/SP', 'Itacoatiara/AM', 'Itirapina/SP', 'Vicosa/MG', 'Ibirama/SC', 'N/A/ES', 'Iguape/SP', 'Sao Carlos/SP', 'Cordeiropolis/SP', 'N/A/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itaituba/PA', 'Apore/GO', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Goiania/GO', 'Pocos De Caldas/MG', 'Piracicaba/SP', 'Manaus/AM', 'Peruibe/SP', 'Sao Miguel Arcanjo/SP', 'Londrina/PR', 'Ibate/SP', 'N/A/MG', 'Rifaina/SP', 'Teodoro Sampaio/SP', 'Rio De Janeiro/RJ', 'Belem/PA', 'Recife/PE', 'Ribeirao Preto/SP', 'Mogi Guacu/SP', 'Araraquara/SP', 'Cuiaba/MT', 'Campinas/SP', 'Sao Paulo/SP']]",doi_collectionSite
"['10.1515/znc-2008-5-611', 'Pocos De Caldas/MG']","['10.1515/znc-2008-5-611', ['Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'N/A/PE', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Igarape-acu/PA', 'Corumba/MS', 'Murici/AL', 'Cunha/SP', 'Vicosa/MG', 'Urucuca/BA', 'Rifaina/SP', 'Itacoatiara/AM', 'N/A/ES', 'Rio Verde/GO', 'Recife/PE', 'Campinas/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Pocos De Caldas/MG', 'Sao Carlos/SP', 'Peruibe/SP', 'Sao Miguel Arcanjo/SP', 'Itaituba/PA', 'Araraquara/SP', 'Londrina/PR', 'Ibirama/SC', 'Iguape/SP', 'Ibate/SP', 'Goiania/GO', 'N/A/AM', 'Cordeiropolis/SP', 'N/A/SP', 'Cuiaba/MT', 'Rio Claro/SP', 'Itirapina/SP', 'Piracicaba/SP', 'Apore/GO', 'Rio De Janeiro/RJ', 'Belem/PA', 'Teodoro Sampaio/SP', 'Ribeirao Preto/SP', 'N/A/MG', 'Sao Paulo/SP', 'Santarem/PA', 'Manaus/AM', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1016/j.phytochem.2007.08.012', 'Ibate/SP']","['10.1016/j.phytochem.2007.08.012', ['Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'N/A/PE', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Corumba/MS', 'Igarape-acu/PA', 'Murici/AL', 'Cunha/SP', 'Urucuca/BA', 'Itacoatiara/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Londrina/PR', 'Goiania/GO', 'Rio Verde/GO', 'Cuiaba/MT', 'Vicosa/MG', 'Cordeiropolis/SP', 'Itirapina/SP', 'Peruibe/SP', 'N/A/SP', 'Apore/GO', 'N/A/AM', 'Santarem/PA', 'Iguape/SP', 'Rio De Janeiro/RJ', 'Rio Claro/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Piracicaba/SP', 'Sao Carlos/SP', 'N/A/ES', 'Pocos De Caldas/MG', 'Ibirama/SC', 'Sao Paulo/SP', 'Rifaina/SP', 'Sao Miguel Arcanjo/SP', 'Itaituba/PA', 'Ribeirao Preto/SP', 'Ibate/SP', 'Manaus/AM', 'N/A/MG', 'Teodoro Sampaio/SP', 'Recife/PE', 'Campinas/SP', 'Belem/PA', 'Mogi Guacu/SP', 'Araraquara/SP']]",doi_collectionSite
"['10.1515/znb-2005-0715', 'Murici/AL']","['10.1515/znb-2005-0715', ['Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Chapada Dos Guimaraes/MT', 'N/A/PE', 'Pirenopolis/GO', 'Maues/AM', 'Lavras/MG', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Igarape-acu/PA', 'Corumba/MS', 'Murici/AL', 'Cunha/SP', 'Rio Verde/GO', 'Iguape/SP', 'Vicosa/MG', 'Cordeiropolis/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Itacoatiara/AM', 'Rifaina/SP', 'Apore/GO', 'Urucuca/BA', 'Itirapina/SP', 'Recife/PE', 'Rio Claro/SP', 'Londrina/PR', 'Piracicaba/SP', 'Rio De Janeiro/RJ', 'Goiania/GO', 'N/A/SP', 'Sao Miguel Arcanjo/SP', 'Ibirama/SC', 'Itaituba/PA', 'Peruibe/SP', 'Santarem/PA', 'Cuiaba/MT', 'N/A/MG', 'Sao Carlos/SP', 'Campinas/SP', 'Mogi Guacu/SP', 'N/A/AM', 'N/A/ES', 'Sao Paulo/SP', 'Ribeirao Preto/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ibate/SP', 'Pocos De Caldas/MG', 'Belem/PA', 'Teodoro Sampaio/SP', 'Araraquara/SP', 'Manaus/AM']]",doi_collectionSite
