true,restored,edge_type
"['10.1021/np500453x', 'Antimalarial']","['10.1021/np500453x', ['Anti-inflamatory', 'Inhibition of Acetylcholinesterase', 'Insect antennae response', 'Insecticidal', 'Antifungal', 'Antioxidant', 'Cytotoxic', 'Antitrypanosomal', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Antichagasic', 'Cell growth inhbition', 'Anesthetic', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Antimalarial', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Inhibition of ATP synthesis', 'Anxiolytic', 'Genotoxic', 'Anticancer', 'Antibacterial', 'Antiangiogenic', 'Inhibition of phosphorylating electron transport', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
"['10.1021/np049863m', 'Antioxidant']","['10.1021/np049863m', ['Anti-inflamatory', 'Inhibition of Acetylcholinesterase', 'Insect antennae response', 'Antioxidant', 'Insecticidal', 'Antitrypanosomal', 'Antifungal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Cell growth inhbition', 'Antichagasic', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Genotoxic', 'Inhibition of phosphorylating electron transport', 'Antibacterial', 'Anticancer', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
"['10.1002/ps.1278', 'Insecticidal']","['10.1002/ps.1278', ['Insect antennae response', 'Anti-inflamatory', 'Insecticidal', 'Antitrypanosomal', 'Antifungal', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Cell growth inhbition', 'Antichagasic', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Inhibition of ATP synthesis', 'Anxiolytic', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Antibacterial', 'Anticancer', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
"['10.1016/0031-9422(73)85048-4', 'Antitrypanosomal']","['10.1016/0031-9422(73)85048-4', ['Anti-inflamatory', 'Antifungal', 'Insecticidal', 'Insect antennae response', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Cell growth inhbition', 'Antichagasic', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin B', 'Antinociceptive', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Antibacterial', 'Inhibition of Myeloperoxodase', 'Anticancer', 'Mutagenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Antiangiogenic', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
"['10.1590/S0102-695X2010005000017', 'Antiangiogenic']","['10.1590/S0102-695X2010005000017', ['Anti-inflamatory', 'Inhibition of Acetylcholinesterase', 'Insecticidal', 'Insect antennae response', 'Antitrypanosomal', 'Antioxidant', 'Antifungal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Antichagasic', 'Cell growth inhbition', 'Anesthetic', 'Antiallergenic', 'Inhibition of Cathepsin B', 'Antimalarial', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Genotoxic', 'Anticancer', 'Antibacterial', 'Antiangiogenic', 'Inhibition of phosphorylating electron transport', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1021/np030530j', 'Antifungal']","['10.1021/np030530j', ['Anti-inflamatory', 'Insect antennae response', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Antioxidant', 'Antitrypanosomal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Cell growth inhbition', 'Antichagasic', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Genotoxic', 'Antibacterial', 'Inhibition of phosphorylating electron transport', 'Anticancer', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
"['10.1590/S0103-50532003000300007', 'Antitrypanosomal']","['10.1590/S0103-50532003000300007', ['Anti-inflamatory', 'Insect antennae response', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Antitrypanosomal', 'Antifungal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Antichagasic', 'Cell growth inhbition', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Genotoxic', 'Anticancer', 'Antibacterial', 'Inhibition of phosphorylating electron transport', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
"['10.1590/S0103-50532002000100010', 'Antifungal']","['10.1590/S0103-50532002000100010', ['Anti-inflamatory', 'Insecticidal', 'Insect antennae response', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Cytotoxic', 'Antifungal', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Cell growth inhbition', 'Antichagasic', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Genotoxic', 'Antibacterial', 'Inhibition of phosphorylating electron transport', 'Anticancer', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
"['10.1016/j.chroma.2009.02.009', 'Antitrypanosomal']","['10.1016/j.chroma.2009.02.009', ['Anti-inflamatory', 'Insect antennae response', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Antitrypanosomal', 'Antioxidant', 'Cytotoxic', 'Antifungal', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Antichagasic', 'Cell growth inhbition', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Inhibition of ATP synthesis', 'Anxiolytic', 'Genotoxic', 'Anticancer', 'Antibacterial', 'Inhibition of phosphorylating electron transport', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Mutagenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin L']]",doi_bioActivity
"['10.1021/cc100076k', 'Antitrypanosomal']","['10.1021/cc100076k', ['Anti-inflamatory', 'Insect antennae response', 'Inhibition of Acetylcholinesterase', 'Insecticidal', 'Antioxidant', 'Antitrypanosomal', 'Antifungal', 'Cytotoxic', 'Inhibition of Protease', 'Antiviral', 'Molluscicidal', 'Inhibition of basal electron transport', 'Cell growth inhbition', 'Antichagasic', 'Anesthetic', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Anxiolytic', 'Inhibition of ATP synthesis', 'Genotoxic', 'Antibacterial', 'Anticancer', 'Inhibition of phosphorylating electron transport', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Mutagenic', 'Antileishmanial', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase']]",doi_bioActivity
