true,restored,edge_type
"['10.1080/14786410412331271979', 'Cytotoxic']","['10.1080/14786410412331271979', ['Cell growth inhbition', 'Antiallergenic', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Antinociceptive', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin V', 'Insect antennae response', 'Anticancer', 'Antibacterial', 'Molluscicidal', 'Inhibition of ATP synthesis', 'Inhibition of Cathepsin B', 'Inhibition of basal electron transport', 'Anxiolytic', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Antimalarial', 'Genotoxic', 'Inhibition of Cathepsin L', 'Antitrypanosomal', 'Inhibition of Glycosidase', 'Inhibition of Acetylcholinesterase', 'Antifungal', 'Antiangiogenic', 'Antileishmanial', 'Insecticidal', 'Mutagenic', 'Inhibition of Protease', 'Antiviral', 'Anti-inflamatory', 'Cytotoxic', 'Antioxidant']]",doi_bioActivity
"['10.1021/np030530j', 'Antifungal']","['10.1021/np030530j', ['Cell growth inhbition', 'Antiallergenic', 'Insect antennae response', 'Anesthetic', 'Molluscicidal', 'Antinociceptive', 'Genotoxic', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin B', 'Inhibition of Myeloperoxodase', 'Insecticidal', 'Inhibition of Glycosidase', 'Antichagasic', 'Inhibition of Cathepsin L', 'Mutagenic', 'Antiangiogenic', 'Anti-inflamatory', 'Anticancer', 'Antimalarial', 'Inhibition of Acetylcholinesterase', 'Antioxidant', 'Inhibition of phosphorylating electron transport', 'Anxiolytic', 'Antitrypanosomal', 'Inhibition of uncoupled electron transport', 'Inhibition of Protease', 'Inhibition of ATP synthesis', 'Antifungal', 'Cytotoxic', 'Antibacterial', 'Antiviral', 'Inhibition of basal electron transport', 'Antileishmanial']]",doi_bioActivity
"['10.1590/S0100-46702007000300002', 'Antifungal']","['10.1590/S0100-46702007000300002', ['Cell growth inhbition', 'Antiviral', 'Inhibition of Acetylcholinesterase', 'Antiallergenic', 'Genotoxic', 'Inhibition of Protease', 'Antinociceptive', 'Anticancer', 'Cytotoxic', 'Antifungal', 'Insect antennae response', 'Mutagenic', 'Anesthetic', 'Antibacterial', 'Antileishmanial', 'Molluscicidal', 'Anti-inflamatory', 'Insecticidal', 'Antiangiogenic', 'Antitrypanosomal', 'Inhibition of Cathepsin V', 'Inhibition of ATP synthesis', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Inhibition of Glycosidase', 'Antimalarial', 'Anxiolytic', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin L', 'Antioxidant', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Inhibition of Cathepsin B']]",doi_bioActivity
"['10.1016/S0031-9422(00)00477-5', 'Antioxidant']","['10.1016/S0031-9422(00)00477-5', ['Cell growth inhbition', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Antibacterial', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Antileishmanial', 'Antifungal', 'Antinociceptive', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Anti-inflamatory', 'Antioxidant', 'Anticancer', 'Anesthetic', 'Insect antennae response', 'Genotoxic', 'Antiviral', 'Antichagasic', 'Inhibition of Cathepsin B', 'Antiangiogenic', 'Inhibition of Cathepsin L', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin V', 'Anxiolytic', 'Molluscicidal', 'Cytotoxic', 'Inhibition of Protease', 'Insecticidal', 'Mutagenic', 'Inhibition of Acetylcholinesterase', 'Antiallergenic']]",doi_bioActivity
"['10.1590/S0103-50532005000800026', 'Inhibition of Acetylcholinesterase']","['10.1590/S0103-50532005000800026', ['Cell growth inhbition', 'Anesthetic', 'Antiallergenic', 'Molluscicidal', 'Genotoxic', 'Inhibition of Cathepsin B', 'Insect antennae response', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Antichagasic', 'Inhibition of Cathepsin V', 'Antinociceptive', 'Inhibition of Cathepsin L', 'Antitrypanosomal', 'Anxiolytic', 'Inhibition of basal electron transport', 'Antifungal', 'Antioxidant', 'Cytotoxic', 'Mutagenic', 'Inhibition of Protease', 'Inhibition of ATP synthesis', 'Anticancer', 'Inhibition of Myeloperoxodase', 'Insecticidal', 'Antimalarial', 'Antiviral', 'Antiangiogenic', 'Inhibition of Glycosidase', 'Inhibition of Acetylcholinesterase', 'Antibacterial', 'Antileishmanial', 'Anti-inflamatory']]",doi_bioActivity
"['10.1016/j.tiv.2008.01.003', 'Cytotoxic']","['10.1016/j.tiv.2008.01.003', ['Cell growth inhbition', 'Antiallergenic', 'Anticancer', 'Antinociceptive', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin B', 'Genotoxic', 'Antichagasic', 'Inhibition of Cathepsin L', 'Cytotoxic', 'Anesthetic', 'Mutagenic', 'Antibacterial', 'Molluscicidal', 'Antimalarial', 'Antiangiogenic', 'Insect antennae response', 'Antiviral', 'Anxiolytic', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Inhibition of uncoupled electron transport', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Inhibition of basal electron transport', 'Antitrypanosomal', 'Inhibition of ATP synthesis', 'Inhibition of Myeloperoxodase', 'Insecticidal', 'Antifungal']]",doi_bioActivity
"['10.1016/S0031-9422(98)00249-0', 'Cytotoxic']","['10.1016/S0031-9422(98)00249-0', ['Cell growth inhbition', 'Inhibition of phosphorylating electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of ATP synthesis', 'Antibacterial', 'Inhibition of basal electron transport', 'Antifungal', 'Antileishmanial', 'Antinociceptive', 'Antitrypanosomal', 'Inhibition of Myeloperoxodase', 'Antimalarial', 'Anticancer', 'Anesthetic', 'Antioxidant', 'Insect antennae response', 'Genotoxic', 'Antiangiogenic', 'Antiviral', 'Anxiolytic', 'Inhibition of Glycosidase', 'Antichagasic', 'Anti-inflamatory', 'Inhibition of Cathepsin B', 'Inhibition of Cathepsin L', 'Cytotoxic', 'Molluscicidal', 'Inhibition of Protease', 'Inhibition of Acetylcholinesterase', 'Insecticidal', 'Inhibition of Cathepsin V', 'Mutagenic', 'Antiallergenic']]",doi_bioActivity
"['10.1016/j.tiv.2008.01.003', 'Anticancer']","['10.1016/j.tiv.2008.01.003', ['Cell growth inhbition', 'Antiallergenic', 'Anticancer', 'Antinociceptive', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin B', 'Genotoxic', 'Antichagasic', 'Inhibition of Cathepsin L', 'Cytotoxic', 'Anesthetic', 'Mutagenic', 'Antibacterial', 'Molluscicidal', 'Antimalarial', 'Antiangiogenic', 'Insect antennae response', 'Antiviral', 'Anxiolytic', 'Inhibition of Protease', 'Inhibition of phosphorylating electron transport', 'Anti-inflamatory', 'Inhibition of Glycosidase', 'Inhibition of uncoupled electron transport', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Inhibition of basal electron transport', 'Antitrypanosomal', 'Inhibition of ATP synthesis', 'Inhibition of Myeloperoxodase', 'Insecticidal', 'Antifungal']]",doi_bioActivity
"['10.1590/S0102-695X2008000200010', 'Antibacterial']","['10.1590/S0102-695X2008000200010', ['Cell growth inhbition', 'Insect antennae response', 'Inhibition of Cathepsin B', 'Antiallergenic', 'Inhibition of phosphorylating electron transport', 'Inhibition of Myeloperoxodase', 'Antinociceptive', 'Inhibition of Glycosidase', 'Inhibition of uncoupled electron transport', 'Antichagasic', 'Anticancer', 'Anesthetic', 'Inhibition of Cathepsin V', 'Genotoxic', 'Inhibition of Cathepsin L', 'Molluscicidal', 'Insecticidal', 'Anxiolytic', 'Antimalarial', 'Antiangiogenic', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Antitrypanosomal', 'Antileishmanial', 'Anti-inflamatory', 'Antifungal', 'Antibacterial', 'Mutagenic', 'Antioxidant', 'Inhibition of Protease', 'Inhibition of Acetylcholinesterase', 'Cytotoxic', 'Antiviral']]",doi_bioActivity
"['10.1590/S0103-50532009000400008', 'Antileishmanial']","['10.1590/S0103-50532009000400008', ['Cell growth inhbition', 'Antiallergenic', 'Inhibition of Cathepsin V', 'Inhibition of Cathepsin B', 'Anesthetic', 'Antinociceptive', 'Anti-inflamatory', 'Inhibition of Cathepsin L', 'Genotoxic', 'Antichagasic', 'Molluscicidal', 'Anticancer', 'Inhibition of phosphorylating electron transport', 'Antioxidant', 'Inhibition of Glycosidase', 'Antiangiogenic', 'Inhibition of uncoupled electron transport', 'Inhibition of Myeloperoxodase', 'Cytotoxic', 'Antiviral', 'Inhibition of Protease', 'Antitrypanosomal', 'Antimalarial', 'Insect antennae response', 'Mutagenic', 'Inhibition of Acetylcholinesterase', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Anxiolytic', 'Antibacterial', 'Antileishmanial', 'Antifungal', 'Insecticidal']]",doi_bioActivity
