true,restored,edge_type
"['10.1021/jf063451x', 'Plant Isolated']","['10.1021/jf063451x', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Plant Isolated', 'Semisynthesis Product', 'Microorganism isolated']]",doi_collectionType
"['10.1023/B:JOEC.0000042400.14451.08', 'Plant Isolated']","['10.1023/B:JOEC.0000042400.14451.08', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Plant Isolated', 'Semisynthesis Product']]",doi_collectionType
"['10.1016/j.bse.2006.06.007', 'Microorganism isolated']","['10.1016/j.bse.2006.06.007', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1590/S0102-695X2012005000106', 'Microorganism isolated']","['10.1590/S0102-695X2012005000106', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Plant Isolated', 'Semisynthesis Product']]",doi_collectionType
"['10.1590/S0103-50532002000100010', 'Plant Isolated']","['10.1590/S0103-50532002000100010', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Semisynthesis Product', 'Microorganism isolated', 'Plant Isolated']]",doi_collectionType
"['10.1248/cpb.56.723', 'Plant Isolated']","['10.1248/cpb.56.723', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1590/S0103-50532005000800008', 'Plant Isolated']","['10.1590/S0103-50532005000800008', ['Biotransformation Product', 'Microorganism isolated', 'Plant Isolated, Microorganism isolated', 'Plant Isolated', 'Semisynthesis Product']]",doi_collectionType
"['10.5935/0100-4042.20140049', 'Plant Isolated']","['10.5935/0100-4042.20140049', ['Biotransformation Product', 'Microorganism isolated', 'Plant Isolated, Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1590/S0103-50532005000800018', 'Plant Isolated']","['10.1590/S0103-50532005000800018', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1021/np0303963', 'Plant Isolated']","['10.1021/np0303963', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Plant Isolated', 'Semisynthesis Product']]",doi_collectionType
"['10.1021/np4006822', 'Microorganism isolated']","['10.1021/np4006822', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1021/np800106x', 'Plant Isolated']","['10.1021/np800106x', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Plant Isolated', 'Semisynthesis Product']]",doi_collectionType
"['10.1002/ps.478', 'Plant Isolated']","['10.1002/ps.478', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1016/j.micres.2004.06.003', 'Microorganism isolated']","['10.1016/j.micres.2004.06.003', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1021/np0103970', 'Plant Isolated']","['10.1021/np0103970', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Microorganism isolated', 'Semisynthesis Product', 'Plant Isolated']]",doi_collectionType
"['10.1023/A:1025694720727', 'Plant Isolated']","['10.1023/A:1025694720727', ['Biotransformation Product', 'Plant Isolated, Microorganism isolated', 'Plant Isolated', 'Microorganism isolated', 'Semisynthesis Product']]",doi_collectionType
