true,restored,edge_type
"['10.1590/S0100-46702007000300002', 'Ribeirao Preto/SP']","['10.1590/S0100-46702007000300002', ['Santarem/PA', 'N/A/PE', 'Cunha/SP', 'Itirapina/SP', 'Rio Verde/GO', 'Rio Claro/SP', 'Rio De Janeiro/RJ', 'Teodoro Sampaio/SP', 'Lavras/MG', 'Cordeiropolis/SP', 'Peruibe/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Igarape-acu/PA', 'Urucuca/BA', 'Maues/AM', 'N/A/CE', 'Corumba/MS', 'Murici/AL', 'Iguape/SP', 'Pocos De Caldas/MG', 'N/A/ES', 'Vicosa/MG', 'Belem/PA', 'Itacoatiara/AM', 'Pirenopolis/GO', 'N/A/MS', 'Ibate/SP', 'Mogi Guacu/SP', 'Sao Carlos/SP', 'N/A/SP, Cedrela fissilis', 'Goiania/GO', 'Apore/GO', 'Manaus/AM', 'Sao Miguel Arcanjo/SP', 'Sao Sebastiao Do Passe/BA', 'N/A/SP', 'Ibirama/SC', 'Sao Paulo/SP', 'N/A/AM', 'Cuiaba/MT', 'Recife/PE', 'Araraquara/SP', 'Ribeirao Preto/SP', 'Itaituba/PA', 'Londrina/PR', 'Campinas/SP', 'N/A/MG', 'Chapada Dos Guimaraes/MT', 'Piracicaba/SP', 'Rifaina/SP']]",doi_collectionSite
"['10.1021/cc100076k', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus']","['10.1021/cc100076k', ['Murici/AL', 'Corumba/MS', 'N/A/CE', 'Iguape/SP', 'Igarape-acu/PA', 'Maues/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Urucuca/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Cordeiropolis/SP', 'Lavras/MG', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Rio Verde/GO', 'Itirapina/SP', 'Teodoro Sampaio/SP', 'N/A/PE', 'Santarem/PA', 'Cunha/SP', 'Rio Claro/SP', 'Rifaina/SP', 'Vicosa/MG', 'Sao Sebastiao Do Passe/BA', 'N/A/SP, Cedrela fissilis', 'Campinas/SP', 'Ribeirao Preto/SP', 'Apore/GO', 'Goiania/GO', 'Pirenopolis/GO', 'Sao Carlos/SP', 'Itaituba/PA', 'Chapada Dos Guimaraes/MT', 'N/A/MS', 'Sao Miguel Arcanjo/SP', 'Piracicaba/SP', 'N/A/MG', 'N/A/SP', 'Londrina/PR', 'Cuiaba/MT', 'Ibirama/SC', 'Belem/PA', 'Itacoatiara/AM', 'Mogi Guacu/SP', 'N/A/AM', 'Sao Paulo/SP', 'Recife/PE', 'Ibate/SP', 'Pocos De Caldas/MG', 'Manaus/AM', 'Araraquara/SP', 'N/A/ES']]",doi_collectionSite
"['10.1016/0031-9422(91)85077-D', 'Mogi Guacu/SP']","['10.1016/0031-9422(91)85077-D', ['Corumba/MS', 'Iguape/SP', 'Murici/AL', 'Maues/AM', 'N/A/CE', 'Igarape-acu/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'Cordeiropolis/SP', 'Rio De Janeiro/RJ', 'Lavras/MG', 'Peruibe/SP', 'Rio Verde/GO', 'Itirapina/SP', 'N/A/PE', 'Teodoro Sampaio/SP', 'Santarem/PA', 'Rio Claro/SP', 'Cunha/SP', 'Cuiaba/MT', 'Londrina/PR', 'Sao Sebastiao Do Passe/BA', 'Mogi Guacu/SP', 'Goiania/GO', 'Ibate/SP', 'N/A/SP, Cedrela fissilis', 'Piracicaba/SP', 'Apore/GO', 'Rifaina/SP', 'Vicosa/MG', 'N/A/MG', 'Campinas/SP', 'Ibirama/SC', 'Itaituba/PA', 'Sao Miguel Arcanjo/SP', 'N/A/SP', 'Pocos De Caldas/MG', 'N/A/MS', 'N/A/AM', 'Recife/PE', 'N/A/ES', 'Pirenopolis/GO', 'Sao Paulo/SP', 'Araraquara/SP', 'Manaus/AM', 'Sao Carlos/SP', 'Chapada Dos Guimaraes/MT', 'Itacoatiara/AM', 'Ribeirao Preto/SP', 'Belem/PA']]",doi_collectionSite
"['10.1080/14786410600907002', 'Campinas/SP']","['10.1080/14786410600907002', ['Murici/AL', 'Corumba/MS', 'Igarape-acu/PA', 'Iguape/SP', 'N/A/CE', 'Maues/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Urucuca/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Cordeiropolis/SP', 'Lavras/MG', 'Rio De Janeiro/RJ', 'Rio Verde/GO', 'Peruibe/SP', 'Itirapina/SP', 'Teodoro Sampaio/SP', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'Santarem/PA', 'Cunha/SP', 'Rio Claro/SP', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'Vicosa/MG', 'Chapada Dos Guimaraes/MT', 'Londrina/PR', 'Sao Carlos/SP', 'Cuiaba/MT', 'Sao Miguel Arcanjo/SP', 'N/A/MS', 'Piracicaba/SP', 'Apore/GO', 'Itaituba/PA', 'Ibirama/SC', 'Araraquara/SP', 'Recife/PE', 'Sao Paulo/SP', 'Campinas/SP', 'Pirenopolis/GO', 'Pocos De Caldas/MG', 'N/A/MG', 'Ibate/SP', 'Ribeirao Preto/SP', 'Goiania/GO', 'N/A/SP', 'Mogi Guacu/SP', 'Manaus/AM', 'Itacoatiara/AM', 'N/A/AM', 'N/A/ES', 'Belem/PA']]",doi_collectionSite
"['10.1248/cpb.56.407', 'Araraquara/SP']","['10.1248/cpb.56.407', ['Murici/AL', 'Corumba/MS', 'Iguape/SP', 'N/A/CE', 'Maues/AM', 'Igarape-acu/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Urucuca/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Cordeiropolis/SP', 'Lavras/MG', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Rio Verde/GO', 'Itirapina/SP', 'Rifaina/SP', 'Teodoro Sampaio/SP', 'N/A/PE', 'Santarem/PA', 'Rio Claro/SP', 'Cunha/SP', 'Vicosa/MG', 'Sao Sebastiao Do Passe/BA', 'Piracicaba/SP', 'Itaituba/PA', 'N/A/SP, Cedrela fissilis', 'N/A/SP', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP', 'Londrina/PR', 'Apore/GO', 'Sao Carlos/SP', 'Araraquara/SP', 'N/A/MG', 'Campinas/SP', 'Pocos De Caldas/MG', 'N/A/MS', 'Cuiaba/MT', 'Pirenopolis/GO', 'Sao Miguel Arcanjo/SP', 'Ibate/SP', 'Goiania/GO', 'Sao Paulo/SP', 'Ibirama/SC', 'Recife/PE', 'N/A/AM', 'Belem/PA', 'Mogi Guacu/SP', 'Itacoatiara/AM', 'N/A/ES', 'Manaus/AM']]",doi_collectionSite
"['10.3390/molecules15129205', 'Sao Paulo/SP']","['10.3390/molecules15129205', ['Murici/AL', 'Iguape/SP', 'Corumba/MS', 'N/A/CE', 'Maues/AM', 'Rifaina/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Igarape-acu/PA', 'Urucuca/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Cordeiropolis/SP', 'Lavras/MG', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Rio Verde/GO', 'Itirapina/SP', 'Teodoro Sampaio/SP', 'N/A/PE', 'Santarem/PA', 'Rio Claro/SP', 'Itaituba/PA', 'Cunha/SP', 'Sao Sebastiao Do Passe/BA', 'Piracicaba/SP', 'Chapada Dos Guimaraes/MT', 'Vicosa/MG', 'N/A/MG', 'Ribeirao Preto/SP', 'N/A/SP, Cedrela fissilis', 'Recife/PE', 'Campinas/SP', 'Ibirama/SC', 'Belem/PA', 'Araraquara/SP', 'N/A/MS', 'N/A/SP', 'Apore/GO', 'Sao Miguel Arcanjo/SP', 'Pocos De Caldas/MG', 'N/A/AM', 'Sao Carlos/SP', 'N/A/ES', 'Ibate/SP', 'Itacoatiara/AM', 'Goiania/GO', 'Sao Paulo/SP', 'Pirenopolis/GO', 'Londrina/PR', 'Manaus/AM', 'Cuiaba/MT', 'Mogi Guacu/SP']]",doi_collectionSite
"['10.1515/znc-2008-5-611', 'Pocos De Caldas/MG']","['10.1515/znc-2008-5-611', ['Murici/AL', 'Iguape/SP', 'N/A/CE', 'Maues/AM', 'Corumba/MS', 'Igarape-acu/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'Cordeiropolis/SP', 'Lavras/MG', 'Peruibe/SP', 'Rio De Janeiro/RJ', 'Rio Verde/GO', 'Itirapina/SP', 'Teodoro Sampaio/SP', 'N/A/PE', 'Santarem/PA', 'Rio Claro/SP', 'Cunha/SP', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'N/A/MG', 'Araraquara/SP', 'Itaituba/PA', 'Vicosa/MG', 'N/A/MS', 'N/A/SP', 'Chapada Dos Guimaraes/MT', 'Manaus/AM', 'Campinas/SP', 'Apore/GO', 'Ribeirao Preto/SP', 'Piracicaba/SP', 'N/A/SP, Cedrela fissilis', 'Itacoatiara/AM', 'Recife/PE', 'Pirenopolis/GO', 'Sao Miguel Arcanjo/SP', 'Ibirama/SC', 'Sao Carlos/SP', 'Londrina/PR', 'Cuiaba/MT', 'Sao Paulo/SP', 'Pocos De Caldas/MG', 'Ibate/SP', 'Mogi Guacu/SP', 'N/A/ES', 'Goiania/GO', 'N/A/AM', 'Belem/PA']]",doi_collectionSite
"['10.1080/14786410802243271', 'N/A/SP']","['10.1080/14786410802243271', ['Murici/AL', 'Corumba/MS', 'Iguape/SP', 'N/A/CE', 'Maues/AM', 'Igarape-acu/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'Cordeiropolis/SP', 'Lavras/MG', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Rio Verde/GO', 'Itirapina/SP', 'N/A/PE', 'Teodoro Sampaio/SP', 'Santarem/PA', 'Cunha/SP', 'Rio Claro/SP', 'Vicosa/MG', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'N/A/SP, Cedrela fissilis', 'Ibirama/SC', 'Chapada Dos Guimaraes/MT', 'Sao Carlos/SP', 'Pirenopolis/GO', 'Recife/PE', 'Itaituba/PA', 'Pocos De Caldas/MG', 'Ibate/SP', 'N/A/MS', 'Piracicaba/SP', 'N/A/SP', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Itacoatiara/AM', 'Londrina/PR', 'N/A/AM', 'Apore/GO', 'Campinas/SP', 'Araraquara/SP', 'Goiania/GO', 'Ribeirao Preto/SP', 'Cuiaba/MT', 'Sao Paulo/SP', 'N/A/ES', 'Manaus/AM', 'Mogi Guacu/SP', 'Belem/PA']]",doi_collectionSite
"['10.1016/j.biortech.2010.01.041', 'Araraquara/SP']","['10.1016/j.biortech.2010.01.041', ['Murici/AL', 'Corumba/MS', 'N/A/CE', 'Iguape/SP', 'Maues/AM', 'Igarape-acu/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'Cordeiropolis/SP', 'Lavras/MG', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Rio Verde/GO', 'Itirapina/SP', 'Teodoro Sampaio/SP', 'N/A/PE', 'Santarem/PA', 'Rio Claro/SP', 'Cunha/SP', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'Piracicaba/SP', 'Itaituba/PA', 'Vicosa/MG', 'Campinas/SP', 'Apore/GO', 'N/A/SP, Cedrela fissilis', 'N/A/SP', 'N/A/MG', 'Londrina/PR', 'Ribeirao Preto/SP', 'Mogi Guacu/SP', 'Cuiaba/MT', 'Chapada Dos Guimaraes/MT', 'Goiania/GO', 'Araraquara/SP', 'Sao Paulo/SP', 'Sao Miguel Arcanjo/SP', 'Pocos De Caldas/MG', 'N/A/MS', 'Belem/PA', 'N/A/AM', 'Ibate/SP', 'Recife/PE', 'Ibirama/SC', 'Itacoatiara/AM', 'Pirenopolis/GO', 'Sao Carlos/SP', 'Manaus/AM', 'N/A/ES']]",doi_collectionSite
"['10.1590/S0102-695X2007000300003', 'Peruibe/SP']","['10.1590/S0102-695X2007000300003', ['Murici/AL', 'Corumba/MS', 'Iguape/SP', 'N/A/CE', 'Maues/AM', 'Igarape-acu/PA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'Cordeiropolis/SP', 'Lavras/MG', 'Rio De Janeiro/RJ', 'Peruibe/SP', 'Rio Verde/GO', 'Itirapina/SP', 'N/A/PE', 'Teodoro Sampaio/SP', 'Santarem/PA', 'Rio Claro/SP', 'Cunha/SP', 'Sao Sebastiao Do Passe/BA', 'Cuiaba/MT', 'Londrina/PR', 'Rifaina/SP', 'Vicosa/MG', 'N/A/MG', 'Campinas/SP', 'N/A/SP, Cedrela fissilis', 'Itaituba/PA', 'Goiania/GO', 'N/A/SP', 'N/A/MS', 'Ibirama/SC', 'Ribeirao Preto/SP', 'Apore/GO', 'Piracicaba/SP', 'Sao Miguel Arcanjo/SP', 'Mogi Guacu/SP', 'Chapada Dos Guimaraes/MT', 'Recife/PE', 'Ibate/SP', 'Sao Paulo/SP', 'Pirenopolis/GO', 'Pocos De Caldas/MG', 'N/A/AM', 'Araraquara/SP', 'Sao Carlos/SP', 'Itacoatiara/AM', 'Belem/PA', 'Manaus/AM', 'N/A/ES']]",doi_collectionSite
