true,restored,edge_type
"['10.1021/np9703656', 'Antifungal']","['10.1021/np9703656', ['Antiallergenic', 'Anticancer', 'Cell growth inhbition', 'Antinociceptive', 'Antibacterial', 'Inhibition of Cathepsin V', 'Inhibition of Protease', 'Antiviral', 'Anesthetic', 'Insecticidal', 'Inhibition of Acetylcholinesterase', 'Mutagenic', 'Cytotoxic', 'Genotoxic', 'Anti-inflamatory', 'Antitrypanosomal', 'Antileishmanial', 'Inhibition of Cathepsin B', 'Antiangiogenic', 'Antifungal', 'Antimalarial', 'Inhibition of Cathepsin L', 'Molluscicidal', 'Antioxidant', 'Inhibition of Glycosidase', 'Inhibition of Myeloperoxodase', 'Inhibition of ATP synthesis', 'Antichagasic', 'Inhibition of basal electron transport', 'Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Insect antennae response', 'Anxiolytic']]",doi_bioActivity
"['10.1002/jobm.200800093', 'Cytotoxic']","['10.1002/jobm.200800093', ['Inhibition of Protease', 'Genotoxic', 'Mutagenic', 'Antiviral', 'Antiallergenic', 'Antinociceptive', 'Inhibition of uncoupled electron transport', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Molluscicidal', 'Antileishmanial', 'Inhibition of phosphorylating electron transport', 'Inhibition of Cathepsin L', 'Inhibition of ATP synthesis', 'Insecticidal', 'Inhibition of basal electron transport', 'Antioxidant', 'Antibacterial', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin B', 'Antimalarial', 'Antiangiogenic', 'Anesthetic', 'Anticancer', 'Anti-inflamatory', 'Antifungal', 'Inhibition of Glycosidase', 'Antitrypanosomal', 'Inhibition of Cathepsin V', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
"['10.1590/S0103-50532002000100019', 'Insecticidal']","['10.1590/S0103-50532002000100019', ['Inhibition of Myeloperoxodase', 'Inhibition of uncoupled electron transport', 'Antitrypanosomal', 'Mutagenic', 'Inhibition of basal electron transport', 'Inhibition of ATP synthesis', 'Inhibition of phosphorylating electron transport', 'Genotoxic', 'Inhibition of Glycosidase', 'Anesthetic', 'Insecticidal', 'Anti-inflamatory', 'Molluscicidal', 'Inhibition of Protease', 'Antioxidant', 'Inhibition of Cathepsin L', 'Antiviral', 'Antinociceptive', 'Antiallergenic', 'Antimalarial', 'Inhibition of Cathepsin V', 'Antichagasic', 'Antiangiogenic', 'Inhibition of Cathepsin B', 'Antileishmanial', 'Antifungal', 'Cytotoxic', 'Inhibition of Acetylcholinesterase', 'Anticancer', 'Antibacterial', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
"['10.1021/np9704617', 'Antifungal']","['10.1021/np9704617', ['Inhibition of Protease', 'Antiviral', 'Antinociceptive', 'Inhibition of uncoupled electron transport', 'Insecticidal', 'Inhibition of Myeloperoxodase', 'Inhibition of phosphorylating electron transport', 'Anesthetic', 'Inhibition of ATP synthesis', 'Antiallergenic', 'Inhibition of Acetylcholinesterase', 'Inhibition of basal electron transport', 'Inhibition of Cathepsin L', 'Genotoxic', 'Mutagenic', 'Antitrypanosomal', 'Molluscicidal', 'Inhibition of Glycosidase', 'Antileishmanial', 'Antimalarial', 'Anti-inflamatory', 'Inhibition of Cathepsin V', 'Antioxidant', 'Antichagasic', 'Antifungal', 'Inhibition of Cathepsin B', 'Antibacterial', 'Antiangiogenic', 'Cytotoxic', 'Anticancer', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
"['10.1515/znc-2009-11-1212', 'Antifungal']","['10.1515/znc-2009-11-1212', ['Inhibition of Protease', 'Inhibition of Cathepsin L', 'Antiviral', 'Genotoxic', 'Mutagenic', 'Antiallergenic', 'Antimalarial', 'Antinociceptive', 'Antichagasic', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin B', 'Inhibition of phosphorylating electron transport', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Antileishmanial', 'Molluscicidal', 'Insecticidal', 'Cytotoxic', 'Antitrypanosomal', 'Antiangiogenic', 'Inhibition of Myeloperoxodase', 'Anticancer', 'Anesthetic', 'Antioxidant', 'Inhibition of Acetylcholinesterase', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin V', 'Antibacterial', 'Anti-inflamatory', 'Antifungal', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
"['10.1021/np0103970', 'Antitrypanosomal']","['10.1021/np0103970', ['Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Insecticidal', 'Inhibition of Protease', 'Antinociceptive', 'Mutagenic', 'Genotoxic', 'Antiviral', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Inhibition of Cathepsin L', 'Antibacterial', 'Molluscicidal', 'Antiallergenic', 'Antitrypanosomal', 'Antioxidant', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Inhibition of Cathepsin B', 'Antimalarial', 'Anti-inflamatory', 'Antiangiogenic', 'Cytotoxic', 'Antifungal', 'Inhibition of Glycosidase', 'Inhibition of Cathepsin V', 'Antileishmanial', 'Anticancer', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
"['10.1016/j.phytochem.2005.06.019', 'Antioxidant']","['10.1016/j.phytochem.2005.06.019', ['Inhibition of uncoupled electron transport', 'Inhibition of phosphorylating electron transport', 'Inhibition of ATP synthesis', 'Inhibition of basal electron transport', 'Antinociceptive', 'Inhibition of Protease', 'Molluscicidal', 'Mutagenic', 'Genotoxic', 'Antioxidant', 'Antiviral', 'Antiallergenic', 'Anti-inflamatory', 'Inhibition of Cathepsin L', 'Inhibition of Acetylcholinesterase', 'Anesthetic', 'Inhibition of Myeloperoxodase', 'Antichagasic', 'Inhibition of Cathepsin B', 'Antimalarial', 'Cytotoxic', 'Insecticidal', 'Inhibition of Cathepsin V', 'Antiangiogenic', 'Antileishmanial', 'Inhibition of Glycosidase', 'Antitrypanosomal', 'Antifungal', 'Anticancer', 'Antibacterial', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
"['10.1590/s0100-40422008000700015', 'Cytotoxic']","['10.1590/s0100-40422008000700015', ['Inhibition of Protease', 'Genotoxic', 'Mutagenic', 'Antibacterial', 'Inhibition of Cathepsin L', 'Antiviral', 'Antiallergenic', 'Antinociceptive', 'Antichagasic', 'Antimalarial', 'Insecticidal', 'Inhibition of Cathepsin B', 'Antifungal', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Cytotoxic', 'Inhibition of uncoupled electron transport', 'Inhibition of Acetylcholinesterase', 'Antileishmanial', 'Anticancer', 'Inhibition of Glycosidase', 'Inhibition of phosphorylating electron transport', 'Inhibition of basal electron transport', 'Molluscicidal', 'Anesthetic', 'Inhibition of ATP synthesis', 'Antitrypanosomal', 'Inhibition of Cathepsin V', 'Antioxidant', 'Anti-inflamatory', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
"['10.1016/S0031-9422(00)00225-9', 'Antibacterial']","['10.1016/S0031-9422(00)00225-9', ['Antifungal', 'Antibacterial', 'Antinociceptive', 'Inhibition of Myeloperoxodase', 'Antiangiogenic', 'Antiviral', 'Anticancer', 'Inhibition of Protease', 'Antiallergenic', 'Inhibition of Glycosidase', 'Anti-inflamatory', 'Inhibition of Cathepsin V', 'Inhibition of basal electron transport', 'Anesthetic', 'Antioxidant', 'Genotoxic', 'Inhibition of Cathepsin L', 'Inhibition of phosphorylating electron transport', 'Antitrypanosomal', 'Antichagasic', 'Inhibition of uncoupled electron transport', 'Inhibition of Cathepsin B', 'Antileishmanial', 'Cytotoxic', 'Mutagenic', 'Antimalarial', 'Insecticidal', 'Inhibition of ATP synthesis', 'Inhibition of Acetylcholinesterase', 'Molluscicidal', 'Cell growth inhbition', 'Insect antennae response', 'Anxiolytic']]",doi_bioActivity
"['10.1590/S0100-40422010001000006', 'Cytotoxic']","['10.1590/S0100-40422010001000006', ['Inhibition of Cathepsin L', 'Inhibition of Protease', 'Antibacterial', 'Inhibition of Glycosidase', 'Antichagasic', 'Inhibition of Myeloperoxodase', 'Antifungal', 'Inhibition of Cathepsin B', 'Antimalarial', 'Antiviral', 'Genotoxic', 'Antiangiogenic', 'Inhibition of uncoupled electron transport', 'Anticancer', 'Inhibition of phosphorylating electron transport', 'Antinociceptive', 'Antiallergenic', 'Inhibition of basal electron transport', 'Mutagenic', 'Antioxidant', 'Inhibition of ATP synthesis', 'Molluscicidal', 'Cytotoxic', 'Anesthetic', 'Insecticidal', 'Inhibition of Cathepsin V', 'Anti-inflamatory', 'Antileishmanial', 'Antitrypanosomal', 'Inhibition of Acetylcholinesterase', 'Anxiolytic', 'Insect antennae response', 'Cell growth inhbition']]",doi_bioActivity
