true,restored,edge_type
"['10.1016/j.phytochem.2004.03.039', 'Goiania/GO']","['10.1016/j.phytochem.2004.03.039', ['N/A/AM', 'Goiania/GO', 'Urucuca/BA', 'Santarem/PA', 'Iguape/SP', 'Itirapina/SP', 'N/A/MS', 'Apore/GO', 'Cuiaba/MT', 'Londrina/PR', 'Peruibe/SP', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'Vicosa/MG', 'N/A/PE', 'Sao Sebastiao Do Passe/BA', 'N/A/SP, Cedrela fissilis', 'Ibirama/SC', 'Sao Miguel Arcanjo/SP', 'Igarape-acu/PA', 'N/A/CE', 'Cunha/SP', 'Rio Claro/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Paulo/SP', 'Ribeirao Preto/SP', 'Cordeiropolis/SP', 'N/A/MG', 'Ibate/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Lavras/MG', 'Mogi Guacu/SP', 'Sao Carlos/SP', 'Recife/PE', 'N/A/SP', 'Chapada Dos Guimaraes/MT', 'Campinas/SP', 'Rifaina/SP', 'Murici/AL', 'Corumba/MS', 'Araraquara/SP', 'Belem/PA', 'Itacoatiara/AM', 'Maues/AM', 'Manaus/AM', 'Itaituba/PA', 'Pocos De Caldas/MG', 'N/A/ES', 'Teodoro Sampaio/SP']]",doi_collectionSite
"['10.1590/S0103-50532005000800008', 'Belem/PA']","['10.1590/S0103-50532005000800008', ['N/A/AM', 'Goiania/GO', 'Santarem/PA', 'Urucuca/BA', 'Iguape/SP', 'N/A/CE', 'Rio De Janeiro/RJ', 'Ibirama/SC', 'Itirapina/SP', 'Rifaina/SP', 'Igarape-acu/PA', 'N/A/SP', 'Cunha/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rio Verde/GO', 'Belem/PA', 'Vicosa/MG', 'Sao Sebastiao Do Passe/BA', 'N/A/MS', 'Lavras/MG', 'N/A/ES', 'Teodoro Sampaio/SP', 'Cordeiropolis/SP', 'Ibate/SP', 'Itaituba/PA', 'Peruibe/SP', 'Rio Claro/SP', 'Sao Paulo/SP', 'Piracicaba/SP', 'Apore/GO', 'N/A/SP, Cedrela fissilis', 'Cuiaba/MT', 'Sao Carlos/SP', 'Sao Miguel Arcanjo/SP', 'Londrina/PR', 'Pocos De Caldas/MG', 'N/A/MG', 'Recife/PE', 'Murici/AL', 'Mogi Guacu/SP', 'N/A/PE', 'Chapada Dos Guimaraes/MT', 'Corumba/MS', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Campinas/SP', 'Maues/AM', 'Pirenopolis/GO', 'Araraquara/SP', 'Itacoatiara/AM', 'Manaus/AM', 'Ribeirao Preto/SP']]",doi_collectionSite
"['10.1590/S0100-40422008000400023', 'Iguape/SP']","['10.1590/S0100-40422008000400023', ['N/A/AM', 'Goiania/GO', 'Urucuca/BA', 'Santarem/PA', 'Iguape/SP', 'Cunha/SP', 'Recife/PE', 'Igarape-acu/PA', 'Sao Miguel Arcanjo/SP', 'N/A/PE', 'N/A/MS', 'Sao Sebastiao Do Passe/BA', 'Cuiaba/MT', 'N/A/SP, Cedrela fissilis', 'N/A/CE', 'Campinas/SP', 'Ibirama/SC', 'Rio Verde/GO', 'Peruibe/SP', 'Lavras/MG', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Chapada Dos Guimaraes/MT', 'Rifaina/SP', 'Londrina/PR', 'Rio De Janeiro/RJ', 'Rio Claro/SP', 'Itaituba/PA', 'Itirapina/SP', 'Cordeiropolis/SP', 'Vicosa/MG', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Maues/AM', 'Apore/GO', 'N/A/MG', 'Araraquara/SP', 'N/A/SP', 'Mogi Guacu/SP', 'Ribeirao Preto/SP', 'Sao Carlos/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Sao Paulo/SP', 'Ibate/SP', 'Pocos De Caldas/MG', 'N/A/ES', 'Belem/PA', 'Teodoro Sampaio/SP', 'Murici/AL', 'Manaus/AM']]",doi_collectionSite
"['10.1021/np500453x', 'Campinas/SP']","['10.1021/np500453x', ['N/A/AM', 'Goiania/GO', 'Urucuca/BA', 'Santarem/PA', 'Cunha/SP', 'Rifaina/SP', 'Campinas/SP', 'N/A/MS', 'Iguape/SP', 'Rio De Janeiro/RJ', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/CE', 'Sao Sebastiao Do Passe/BA', 'Chapada Dos Guimaraes/MT', 'N/A/MG', 'Vicosa/MG', 'Sao Miguel Arcanjo/SP', 'Igarape-acu/PA', 'Rio Claro/SP', 'N/A/SP', 'N/A/PE', 'Peruibe/SP', 'Cuiaba/MT', 'Recife/PE', 'Maues/AM', 'Rio Verde/GO', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/SP, Cedrela fissilis', 'Londrina/PR', 'Cordeiropolis/SP', 'Itaituba/PA', 'Apore/GO', 'Lavras/MG', 'Sao Carlos/SP', 'Ibirama/SC', 'Ribeirao Preto/SP', 'Ibate/SP', 'Pirenopolis/GO', 'Sao Paulo/SP', 'Mogi Guacu/SP', 'Itirapina/SP', 'Araraquara/SP', 'Pocos De Caldas/MG', 'Itacoatiara/AM', 'Teodoro Sampaio/SP', 'Corumba/MS', 'Belem/PA', 'Piracicaba/SP', 'N/A/ES', 'Manaus/AM', 'Murici/AL']]",doi_collectionSite
"['10.1023/B:JOEC.0000042400.14451.08', 'Vicosa/MG']","['10.1023/B:JOEC.0000042400.14451.08', ['N/A/AM', 'Goiania/GO', 'Santarem/PA', 'Urucuca/BA', 'Sao Sebastiao Do Passe/BA', 'Igarape-acu/PA', 'Rifaina/SP', 'Iguape/SP', 'Rio Verde/GO', 'N/A/CE', 'N/A/SP, Cedrela fissilis', 'Cordeiropolis/SP', 'N/A/SP', 'Itaituba/PA', 'Piracicaba/SP', 'Rio De Janeiro/RJ', 'Ibirama/SC', 'Rio Claro/SP', 'N/A/MS', 'Teodoro Sampaio/SP', 'Lavras/MG', 'Vicosa/MG', 'Cunha/SP', 'Sao Carlos/SP', 'Chapada Dos Guimaraes/MT', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Itirapina/SP', 'Apore/GO', 'Murici/AL', 'Pocos De Caldas/MG', 'Londrina/PR', 'Cuiaba/MT', 'Recife/PE', 'Manaus/AM', 'Maues/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/PE', 'N/A/MG', 'Corumba/MS', 'Itacoatiara/AM', 'Sao Miguel Arcanjo/SP', 'Campinas/SP', 'Araraquara/SP', 'Sao Paulo/SP', 'Pirenopolis/GO', 'N/A/ES', 'Ribeirao Preto/SP', 'Ibate/SP', 'Peruibe/SP', 'Mogi Guacu/SP', 'Belem/PA']]",doi_collectionSite
"['10.1590/S0103-50532005000400031', 'Londrina/PR']","['10.1590/S0103-50532005000400031', ['N/A/AM', 'Goiania/GO', 'Urucuca/BA', 'Santarem/PA', 'N/A/CE', 'Iguape/SP', 'Rio Verde/GO', 'N/A/SP, Cedrela fissilis', 'Cordeiropolis/SP', 'Recife/PE', 'Igarape-acu/PA', 'Ribeirao Preto/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rio Claro/SP', 'Maues/AM', 'Sao Sebastiao Do Passe/BA', 'Apore/GO', 'N/A/MS', 'Piracicaba/SP', 'Vicosa/MG', 'Lavras/MG', 'Sao Miguel Arcanjo/SP', 'Itirapina/SP', 'Pirenopolis/GO', 'Sao Carlos/SP', 'Itaituba/PA', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Corumba/MS', 'N/A/SP', 'N/A/PE', 'Murici/AL', 'Cuiaba/MT', 'N/A/MG', 'Rifaina/SP', 'Londrina/PR', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Itacoatiara/AM', 'Mogi Guacu/SP', 'Rio De Janeiro/RJ', 'Araraquara/SP', 'Ibirama/SC', 'Campinas/SP', 'Belem/PA', 'Pocos De Caldas/MG', 'Manaus/AM', 'Teodoro Sampaio/SP', 'Peruibe/SP', 'Sao Paulo/SP', 'Ibate/SP', 'N/A/ES']]",doi_collectionSite
"['10.1016/j.cbi.2010.08.008', 'Sao Miguel Arcanjo/SP']","['10.1016/j.cbi.2010.08.008', ['N/A/AM', 'Goiania/GO', 'Santarem/PA', 'Urucuca/BA', 'N/A/CE', 'Rifaina/SP', 'Iguape/SP', 'Vicosa/MG', 'Campinas/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Igarape-acu/PA', 'Cunha/SP', 'Recife/PE', 'N/A/SP', 'Sao Sebastiao Do Passe/BA', 'Chapada Dos Guimaraes/MT', 'N/A/MG', 'Rio De Janeiro/RJ', 'Sao Miguel Arcanjo/SP', 'N/A/PE', 'Rio Verde/GO', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/MS', 'N/A/SP, Cedrela fissilis', 'Itaituba/PA', 'Maues/AM', 'Lavras/MG', 'Cordeiropolis/SP', 'Peruibe/SP', 'Pocos De Caldas/MG', 'Pirenopolis/GO', 'Cuiaba/MT', 'Rio Claro/SP', 'Apore/GO', 'Sao Carlos/SP', 'Londrina/PR', 'Belem/PA', 'Ribeirao Preto/SP', 'Sao Paulo/SP', 'Ibirama/SC', 'Itacoatiara/AM', 'Teodoro Sampaio/SP', 'Itirapina/SP', 'Araraquara/SP', 'Corumba/MS', 'Mogi Guacu/SP', 'Ibate/SP', 'Piracicaba/SP', 'N/A/ES', 'Murici/AL', 'Manaus/AM']]",doi_collectionSite
"['10.1021/np030100t', 'Mogi Guacu/SP']","['10.1021/np030100t', ['N/A/AM', 'Goiania/GO', 'Urucuca/BA', 'Santarem/PA', 'Iguape/SP', 'N/A/CE', 'Apore/GO', 'N/A/MS', 'Rio Claro/SP', 'Sao Miguel Arcanjo/SP', 'Rio Verde/GO', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Recife/PE', 'Igarape-acu/PA', 'Itirapina/SP', 'Sao Sebastiao Do Passe/BA', 'N/A/PE', 'Rio De Janeiro/RJ', 'Cuiaba/MT', 'Cunha/SP', 'Lavras/MG', 'Cordeiropolis/SP', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Ribeirao Preto/SP', 'Campinas/SP', 'Londrina/PR', 'Chapada Dos Guimaraes/MT', 'Ibirama/SC', 'N/A/SP', 'Maues/AM', 'Peruibe/SP', 'Mogi Guacu/SP', 'Rifaina/SP', 'Piracicaba/SP', 'Sao Paulo/SP', 'Sao Carlos/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/MG', 'Ibate/SP', 'Itaituba/PA', 'Pirenopolis/GO', 'Belem/PA', 'Manaus/AM', 'Teodoro Sampaio/SP', 'Itacoatiara/AM', 'N/A/ES', 'Pocos De Caldas/MG', 'Araraquara/SP', 'Murici/AL', 'Corumba/MS']]",doi_collectionSite
"['10.1055/s-0034-1368301', 'Ribeirao Preto/SP']","['10.1055/s-0034-1368301', ['N/A/AM', 'Goiania/GO', 'Santarem/PA', 'Urucuca/BA', 'Iguape/SP', 'Rifaina/SP', 'N/A/CE', 'N/A/PE', 'N/A/MS', 'Sao Sebastiao Do Passe/BA', 'Cunha/SP', 'Igarape-acu/PA', 'Teodoro Sampaio/SP', 'Sao Miguel Arcanjo/SP', 'Araraquara/SP', 'Maues/AM', 'Vicosa/MG', 'Itaituba/PA', 'Recife/PE', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/SP', 'Cordeiropolis/SP', 'Ibirama/SC', 'Peruibe/SP', 'Rio De Janeiro/RJ', 'Sao Carlos/SP', 'Cuiaba/MT', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Belem/PA', 'N/A/MG', 'Londrina/PR', 'N/A/SP, Cedrela fissilis', 'Rio Claro/SP', 'Itirapina/SP', 'Lavras/MG', 'Rio Verde/GO', 'Apore/GO', 'Campinas/SP', 'Ibate/SP', 'Chapada Dos Guimaraes/MT', 'N/A/ES', 'Ribeirao Preto/SP', 'Piracicaba/SP', 'Mogi Guacu/SP', 'Itacoatiara/AM', 'Pirenopolis/GO', 'Manaus/AM', 'Sao Paulo/SP', 'Pocos De Caldas/MG', 'Corumba/MS', 'Murici/AL']]",doi_collectionSite
"['10.1590/S0100-40421998000600005', 'Santarem/PA']","['10.1590/S0100-40421998000600005', ['N/A/AM', 'Goiania/GO', 'Urucuca/BA', 'Santarem/PA', 'Iguape/SP', 'N/A/MS', 'Itirapina/SP', 'Rio Claro/SP', 'N/A/PE', 'N/A/CE', 'Rio Verde/GO', 'Apore/GO', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/MG', 'Ibirama/SC', 'Rio De Janeiro/RJ', 'Sao Sebastiao Do Passe/BA', 'Cuiaba/MT', 'Vicosa/MG', 'Londrina/PR', 'Cordeiropolis/SP', 'Igarape-acu/PA', 'Sao Paulo/SP', 'N/A/SP, Cedrela fissilis', 'Peruibe/SP', 'Recife/PE', 'Ibate/SP', 'Pirenopolis/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'N/A/SP', 'Ribeirao Preto/SP', 'Sao Miguel Arcanjo/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Belem/PA', 'Maues/AM', 'Sao Carlos/SP', 'Rifaina/SP', 'Itacoatiara/AM', 'Piracicaba/SP', 'Murici/AL', 'Lavras/MG', 'Itaituba/PA', 'Araraquara/SP', 'Teodoro Sampaio/SP', 'Mogi Guacu/SP', 'Corumba/MS', 'Manaus/AM', 'Campinas/SP', 'N/A/ES', 'Pocos De Caldas/MG']]",doi_collectionSite
